Column 1	ID	Column 2	Column 3
Great Britain. School Curriculum Development Committee.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Great%20Britain.%20School%20Curriculum%20Development %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
Fraser, George Macdonald, 1925-2008	49225680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fraser,%20George%20MacDonald,%201925-2008.
Kobayashi, Terry, 1939-....	104067338	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kobayashi,%20Terry,%201939-
Bird, Michael S., 1941-....	45553457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bird,%20Michael%20S.,%201941-
Sheridan, Richard Brinsley, 1751-1816.	9922178	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Price,%20Elizabeth.
Stagg, Ronald John, 1942-	67968138	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario%20Heritage%20Foundation.
McGill, Judith, 1959-	70552909	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario.%20Ministry%20of%20Citizenship%20and%20Culture.
Luke, Alexandra, 1901-1967	24458514	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Robert%20McLaughlin%20Gallery.
Alberta. Home Economics Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
Messer, Margaret	121272245	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Messer,%20Margaret.
Saskatchewan Society for Education Through Art.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan%20Society%20for%20Education%20Through%20Art.
Brainerd, Walter S.	49918031	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brainerd,%20Walter%20S.
Goldberg, Charles H.	27762804	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goldberg,%20Charles%20H.
Gross, Jonathan L.	85667491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gross,%20Jonathan%20L.
Rosenberg, Marilyn Rosenthal 1934-....	56881797	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosenberg,%20M.%20R.%20(Marilyn%20R.)
Hibbert, Joyce, 1923-....	3742526	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hibbert,%20Joyce,%201923-
Caplan, Jay	134719	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Caplan,%20Jay.
Peyton, K.M.	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peyton,%20K.%20M.
Sendak, Maurice, 1928-2012	96213928	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Lesley.
Bakunin, Mikhail Aleksandrovich, 1814-1876	27878824	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakunin,%20Mikhail%20Aleksandrovich,%201814-1876.
Cutler, Robert M.	105311908	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cutler,%20Robert%20M.
Vaillant, Janet G.	66517347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillant,%20Janet%20G.
Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20LNG%20&amp;%20LPG%20Conference.%20(10th%20:%201984%20:%20Amsterdam, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Holland)
Gastech Ltd.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20Ltd.
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.
Knox, Wilfred L. (Wilfred Lawrence), 1886-1950	40847054	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22White,%20D.%20W.%20R.
New Zealand. Dept. of Scientific and Industrial Research--Officials and employees	315682794	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20Zealand.%20Dept.%20of%20Scientific%20and%20Industrial %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research.
EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUCARPIA%20Meeting%20of%20the%20Cereal%20Section%20on%20Triticale%20(1984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Clermont-Ferrand,%20France)
Thomas, Aquinas, Saint, 1225?-1274	100910150	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20S.
Rousseau, Jean-Jacques, 1712-1778.	100184045	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20M.%20(Michel)
Chisci, G.	54232719	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Eucarpia.
Scholl, David W.	66802084	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scholl,%20David%20W.
Vallier, Tracy L. 1936-	40622343	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vallier,%20T.%20L.%20(Tracy%20L.)
Circum-Pacific Council for Energy and Mineral Resources.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Circum-Pacific%20Council%20for%20Energy%20and%20Mineral %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Resources.
Compton, Robert Harold	14863459	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Compton,%20Robert%20R.
Rössing, Karl, 1897-1987	32789085	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thiem,%20Gunther.
Baselitz, Georg, 1938-....	100903160	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institut%20für%20Auslandsbeziehungen.
Ashley, Gail Mowry.	56677313	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ashley,%20Gail%20Mowry.
Tubb, E. C.	55041395	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20John,%20M.D.
Smith, Norman Kemp, 1872-1958	51772529	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Norman%20Kemp,%201872-1958.
Davis, Richard A., Jr., 1937-	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Kyle, Hedi	28446813	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kyle,%20Hedi.
Tisdell, C. A. (Clement Allan)	61618060	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20John,%201945-
Minnick, William H.	167045729	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Minnick,%20William%20H.
Boudinot, André	26640667	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boudinot,%20André.
Wheble, B. S. (Bernard S.)	125181030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheble,%20B.%20S.%20(Bernard%20S.)
Vlavianos-Arvanitis, Agni.	71442032	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Chamber%20of%20Commerce.
Ha, Tae-hŭng	7403561	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ha,%20Tae%20Hung.
Grass, Günter, 1927-	102319859	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grass,%20Günter,%201927-
Fulgentius, Saint, Bishop of Ruspa, 468-533	102324857	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolff,%20Rudolf.
Koniecko, Edward S., 1913-	72809275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-
Sulitzer, Paul-Loup, 1946-....	13361517	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sulitzer,%20Paul-Loup,%201946-
Harbach, Barbara, 1946-....	17478864	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harbach,%20Barbara.
Paikowsky, Sandra, 1945-	63052943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paikowsky,%20Sandra,%201945-
Lerner, Loren R. (Loren Ruth), 1948-	93789684	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concordia%20Art%20Gallery.
Sampara, Paul	31157402	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.
Canadian Centre for Occupational Health and Safety.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Cardoso, Bernardino	295913145	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.%20Regional%20Office%20for%20Africa.
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Study%20Group%20on%20Health-Related%20Population%20Issues%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Brazzaville,%20Congo)
Löhr, Helmut, 1955-	268750012	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.
Pilling, Ann.	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilling,%20Ann.
Pilling, Ann.	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clifford,%20Rowan.
Santmyer, Helen Hooven, 1895-1986	22379355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Santmyer,%20Helen%20Hooven,%201895-1986.
Kasper, Walter, 1933-....	103197552	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bielawski,%20E.
Donovan, 1946-	87670811	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Janet.
Caudet Yarza, Francisco, 1939-	50912030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Genaro%20J.
Simone, Sam P., 1945-....	202529101	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simone,%20Sam%20P.,%201945-
Wilshere, E. R.	25852531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.
Lydon, John, 1956-....	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.
Oxfordshire Area Health Authority.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.
Shook, E. Victoria	65441610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shook,%20E.%20Victoria.
Hersch, Fred, 1955-....	28269911	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Fred%20Hersch%20Trio.
Hersch, Fred, 1955-....	28269911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hersch,%20Fred.
Abercrombie, John, 1944-....	120082721	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Marc,%201953-
Frith, Fred, 1949-....	46952033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baron,%20Joey.
Halton, David M. (David Michael), 1948-	23643920	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Halton,%20David%20M.%20(David%20Michael),%201948-
Canadian Centre for Occupational Health and Safety.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Cardano, Girolamo, 1501-1576	27062058	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Blanc,%20Charles.
Pâclişanu, Zenobius	56991229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pâclişanu,%20Zenobius.
Le Magnen, Jacques.	92034576	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Magnen,%20Jacques.
Jones, Everett L.	163396064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Meredith%20L.
Finamore, John F., 1951-....	110781232	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finamore,%20John%20F.,%201951-
McDonald, Donna, 1942-….	6547557	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonald,%20Donna,%201942-
Ewing, Juliana Horatia Gatty, 1841-1885	13120498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.
Monteverdi, Claudio, 1567-1643.	44485902	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Monteverdi,%20Claudio,%201567-1643.
Jacobsen, Karin	101145970317132252282	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Karin.
Jacobsen, Jens Peter, 1847-1885	27076911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Jens%20Peter.
Commendone, Giovanni Francesco, 1524-1584	66600275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozzarelli,%20Cesare.
Olmi, Giuseppe.	56626355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Olmi,%20Giuseppe.
Convegno di studi storici (1984 : Trento, Italy)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici%20(1984%20:%20Trento,%20Italy)
Convegno di studi storici.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici.
Térence	66462384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Maccius.
Uberti, Maria Luisa, 1941-....	62917903	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Uberti,%20Maria%20Luisa.
Alberta. Settlement Services.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Settlement%20Services.
Alberta. Immigration and Settlement Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Immigration%20and%20Settlement%20Branch.
Honadle, George	276763447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Honadle,%20George.
VanSant, Jerry	55561589	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22VanSant,%20Jerry.
Dukelow, Sam G., 1917-2003	93812881	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dukelow,%20S.%20G.
Blazuk, Julia	103992044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Blazuk,%20Julia.
Soper, Judy.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Soper,%20Judy.
Patterson, Cynthia.	116515703	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peterson,%20Cynthia.
Brenner, Everett H.	51784057	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brenner,%20Everett%20H.
Saračević, Tefko	50524154	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saracevic,%20Tefko.
Cornog, Martha.	23496754	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cornog,%20Martha.
National Federation of Abstracting and Information Services (U.S.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Federation%20of%20Abstracting%20and%20Information%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)
Gammage, Richard B.	50645843	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gammage,%20Richard%20B.
Kaye, Stephen V.	53109318	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kaye,%20Stephen%20V.
Jacobs, Vivian A.	35833605	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobs,%20Vivian%20A.
Lin, Hua-Tay.	56837050	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oak%20Ridge%20National%20Laboratory.
Life Sciences Symposium. (7th : 1984 : Knoxville, Tenn.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Life%20Sciences%20Symposium.%20(7th%20:%201984%20:%20Knoxville, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Tenn.)
Poe, Edgar Allan, 1809-1849.	60351476	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baudelaire,%20Charles,%201821-1867.
Rueter, William, 1940-	67715397	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Aliquando%20Press.
Shakespeare, William, 1564-1616.	96994048	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Horace.
Middleton, Bob (Robert Hunter), 1898-	45114425	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Middleton,%20R.%20Hunter%20(Robert%20Hunter),%201898-1985.
Rueter, William, 1940-	67715397	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Aliquando%20Press.
Typocrafters (Group)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Typocrafters%20(Group)
Wotke, Herbert.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wotke,%20Herbert.
Austria. Bundespressedienst.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Austria.%20Bundespressedienst.
Wager, Walter, 1924-2004	121751091	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wood,%20Michael,%201948-
Institute on Legal Aspects of Doing Business in Canada and the United States (1985 : Toronto, Ont.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institute%20on%20Legal%20Aspects%20of%20Doing%20Business%20in%20Canada%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20United%20States%20(1985%20:%20Toronto,%20Ont.)
Pritchard, Brenda L.	73573851	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Law%20Society%20of%20Upper%20Canada.
Law Society of Upper Canada. Dept. of Education.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Law%20Society%20of%20Upper%20Canada.%20Dept.%20of%20Education.
Bryden, Bill, 1921 or 1922-	24115924	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bryden,%20William%20M.
Washington, George, 1732-1799.	31432428	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wakefield,%20Donald%20E.
Rocky Mountain Mineral Law Foundation.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rocky%20Mountain%20Mineral%20Law%20Foundation.
Vanderwerf, Gretchen A.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vanderwerf,%20Gretchen%20A.
Rocky Mountain Mineral Law Foundation.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rocky%20Mountain%20Mineral%20Law%20Foundation.
Duruflé, Maurice, 1902-1986	29717780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Duruflé,%20Maurice,%201902-1986.
Latry, Olivier, 1962-....	118042697	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Latry,%20Olivier,%201962-%20,
Singh, Tejvir, 1930-	111454584	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Singh,%20Tejvir,%201930-
Kaur, Jagdish.	77638497	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jagdish%20Kaur.
Alderson, William T. (William Thomas), 1926-	113822778	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Alderson,%20William%20T.%20(William%20Thomas),%201926-
Low, Shirley Payne	306072716	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Low,%20Shirley%20Payne.
Commonwealth Secretariat. Education Programme.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.%20Education%20Programme.
Harvey Social Research.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Harvey%20Social%20Research.
Alberta. Alberta Education. Deputy Minister's Advisory Committee on the Education of Girls.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Education.%20Deputy%20Minister's%20Advisory%20Committee%20on %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20the%20Education%20of%20Girls.
Meldgaard, JƠrgen	93410206	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Meldgaard,%20Jørgen.
Jones, Aubrey B.	28400515	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Aubrey%20B.
Jones, Aubrey, 1965-	6356393	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Aubrey,%201965-
Ballard, Todhunter, 1903-1980.	284190662	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McNeil,%20John%20D.
Schave, Barbara	66711687	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klein,%20Barbara%20Schave.
Jim Johnston An American music composer	80654525	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnston,%20Timothy%20D.
Pietrewicz, Alexandra T.	55552775	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pietrewicz,%20Alexandra%20T.
McBain, Ed, 1926-2005	20968490	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20M.%20E.
Hanami, Tadashi	93748131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hanami,%20Tadashi.
Delorenzo, Anthony John Darin, 1928-	202394807	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Delorenzo,%20Anthony.
Dunand, Jean, 1877-1942	39429002	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dunand,%20Jean,%201877-1942.
Knight, Gladys, 1944-....	85440830	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Knights,%20David.
Willmott, Hugh	85272435	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Willmott,%20Hugh.
Collinson, John David.	36980169	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Collinson,%20David.
Anker, Pernille 1947-1999	141488405	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anker,%20Pernille.
Obermayer, Gilles	1504149296307980670008	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Obermayer,%20Gilles.
Jacobsen, Hans Frederik	312148995754559750405	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Hans%20Frederik.
Carlstrøm, Warren	9148995961359751798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carlstrøm,%20Warren.
Thorstensen, Pål	135145970320532252428	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thorstensen,%20Pål.
O'Brien, Edna.	100271219	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tremain,%20Rose.
Pirotta, Saviour	61681331	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marks,%20Alan.
Schnitzler, Arthur, 1862-1931.	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schnitzler,%20Arthur,%201862-1931.
Schnitzler, Arthur, 1862-1931.	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nickl,%20Therese.
Schnitzler, Arthur, 1862-1931.	82526567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schnitzler,%20Heinrich,%201902-
Kopelman, F.	28691380	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kopelman,%20F.
Moyer, Sharon	11108861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moyer,%20Sharon.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Canada. Ministry of the Solicitor General. Research Division.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Lobban, J.H.	172610301	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hay,%20John,%201939-
China House Gallery.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22China%20House%20Gallery.
Zheng, Zhuyuan	51743174	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22China%20Institute%20in%20America.
Williams, Raymond, 1921-1988	87380498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Williams,%20Raymond.
Bratland, Sondre 1938-	80097105	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bratland,%20Sondre.
Hovland, Per Egil	8432148997616359870000	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hovland,%20Per%20Egil.
Kleive, Iver, 1949-	22372975	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kleive,%20Iver,%201949-
Udde, Ingrid.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Udde,%20Ingrid.
Stubseid, Gunnar 1948-	67389527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stubseid,%20Gunnar.
Santana, Carlos, 1947-....	20489878	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Miller,%20James,%201949-
Covell, Jon Etta Hastings Carter, 1910-1996	109577015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Covell,%20Jon%20Etta%20Hastings%20Carter,%201910-1996.
Sangeeta, 1965-	78624429	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sangeeta,%201965-
Mishra, Kubernath.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mishra,%20Kubernath.
Mitry, Jean	100233831	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Leary,%20T.%20J.
Agban, Jim.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agban,%20Jim.
Science Teachers' Association of Ontario.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Science%20Teachers'%20Association%20of%20Ontario.
Hoerder, Dirk, 1943-....	27077762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoerder,%20Dirk.
Frontini, Patrizia	28300058	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Frontini,%20Patrizia.
