Column 1	LC-ID-Per	LC-ID-names	org	url	LC-ID-Cor	u1
Typocrafters (Group)		n88621274	Organization	http://example.org/1352966#Agent710-24	n88621274	
Wotke, Herbert.			Person	http://example.org/1300365#Agent700-22		
Austria. Bundespressedienst.		n80089838	Jurisdiction	http://example.org/1300365#Agent710-23	n80089838	
Wager, Walter, 1924-2004	n79045375	n79045375	Person	http://example.org/1347433#Agent100-20		
Institute on Legal Aspects of Doing Business in Canada and the United States (1985 : Toronto, Ont.)			Meeting	http://example.org/1001976#Agent111-11		
Pritchard, Brenda L.	no2004101945	n80050405	Organization	http://example.org/1001976#Agent710-27	n80050405	
Law Society of Upper Canada. Dept. of Education.		n80104825	Organization	http://example.org/1001976#Agent710-28	n80104825	
Bryden, Bill, 1921 or 1922-	nb2005003180	nb2005003180	Person	http://example.org/1321809#Agent700-21		
Washington, George, 1732-1799.	n86140996	n86140996	Person	http://example.org/1321809#Agent700-22		
Rocky Mountain Mineral Law Foundation.		n50053848	Organization	http://example.org/1321809#Agent710-23	n50053848	
Vanderwerf, Gretchen A.			Person	http://example.org/1325224#Agent700-24		
Rocky Mountain Mineral Law Foundation.		n50053848	Organization	http://example.org/1325224#Agent710-25	n50053848	
Duruflé, Maurice, 1902-1986	n81005199	n81005199	Person	http://example.org/1378930#Agent100-16		
Latry, Olivier, 1962-....	n86855747	n86855747	Person	http://example.org/1378930#Agent700-30	n81149885	
Singh, Tejvir, 1930-	n81082979	n81082979	Person	http://example.org/1298015#Agent700-25		
Jagdish Kaur	n81083602	n81083602	Person	http://example.org/1298015#Agent700-26		
Alderson, William T. (William Thomas), 1926-	n85072512	n85072512	Person	http://example.org/1371310#Agent100-13		
Low, Shirley Payne	n85072511	n85072511	Person	http://example.org/1371310#Agent700-26		
Commonwealth Secretariat. Education Programme.		no88003470	Organization	http://example.org/1323356#Agent710-22	no88003470	
Harvey Social Research.		n85228974	Organization	http://example.org/1336017#Agent110-10	n85228974	
Alberta. Alberta Education. Deputy Minister's Advisory Committee on the Education of Girls.			Jurisdiction	http://example.org/1336017#Agent710-23		
Meldgaard, JƠrgen	n83137366	n83137366	Person	http://example.org/1370155#Agent100-12		
Kernmayr, Hans Gustl, 1900-	n50044565	n50044565	Person	http://example.org/1370155#Agent600-23		http://example.org/1370155#Agent600-23
Jones, Aubrey B.	n81105799	n81105799	Person	http://example.org/1002313#Agent100-12		
Jones, Aubrey, 1965-	n85047056	n85047056	Person	http://example.org/1002313#Agent700-26		
Ballard, Todhunter, 1903-1980.	n50019964	n50019964	Person	http://example.org/1338360#Agent100-13		
Klein, Barbara Schave	n2002108117	n2002108117	Person	http://example.org/1338360#Agent700-25		
Johnston, Jim (James A.)	no2001012361	no2001012361	Person	http://example.org/1404306#Agent700-23		
Pietrewicz, Alexandra T.	n84122802	n84122802	Person	http://example.org/1404306#Agent700-24		
McBain, Ed, 1926-2005	n79121690	n79121690	Person	http://example.org/1329126#Agent100-12		
Hanami, Tadashi	n79058749	n79058749	Person	http://example.org/1403381#Agent100-10	nr00023733	
Delorenzo, Anthony	n86036807	n86036807	Person	http://example.org/1001385#Agent100-13		
Dunand, Jean, 1877-1942	n86007678	n86007678	Person	http://example.org/1001385#Agent600-22		http://example.org/1001385#Agent600-22
Dunand, Jean, 1877-1942	n86007678	n86007678	Person	http://example.org/1001385#Agent700-26		
Knight, Gladys, 1944-....	n82063180	n82063180	Person	http://example.org/1369304#Agent700-21	n2015189503	
Willmott, Hugh	n85077185	n85077185	Person	http://example.org/1369304#Agent700-22		
Collinson, J. D. (John David)	n81119616	n81119616	Person	http://example.org/1369304#Agent700-23		
Anker, Pernille	no98022596	no98022596	Person	http://example.org/1331611#Agent100-14		
Obermayer, Gilles	nr2003008148	nr2003008148	Person	http://example.org/1331611#Agent700-29		
Jacobsen, Hans Frederik.			Person	http://example.org/1331611#Agent700-30		
Carlstrøm, Warren.			Person	http://example.org/1331611#Agent700-31		
Thorstensen, Pål.			Person	http://example.org/1331611#Agent700-32		
Tremain, Rose	n50011635	n50011635	Person	http://example.org/1001721#Agent100-13		
Pirotta, Saviour	n85228251	n85228251	Person	http://example.org/1001721#Agent700-24	nr2003031559	
Schnitzler, Arthur, 1862-1931.	n80032767	n80032767	Person	http://example.org/1350286#Agent100-9		
Schnitzler, Arthur, 1862-1931.	n80032767	n80032767	Person	http://example.org/1350286#Agent600-19		http://example.org/1350286#Agent600-19
Schnitzler, Arthur, 1862-1931.	n80032767	n80032767	Person	http://example.org/1350286#Agent700-21		
Schnitzler, Arthur, 1862-1931.	n80032767	n80032767	Person	http://example.org/1350286#Agent700-22		
Kopelman, F.	n90638976	n90638976	Person	http://example.org/1316731#Agent100-10		
Moyer, Sharon	n78073422	n78073422	Person	http://example.org/1316731#Agent700-24		
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://example.org/1316731#Agent710-25	n82119823	
Canada. Ministry of the Solicitor General. Research Division.		n78024279	Jurisdiction	http://example.org/1316731#Agent710-26	n78024279	
Lobban, J. H. (John Hay), 1871-1939	no2013016335	no2013016335	Person	http://example.org/1403181#Agent100-12		
China House Gallery.		n82033009	Organization	http://example.org/1403181#Agent710-25	n82033009	
Zheng, Zhuyuan	n81057286	n82033009	Organization	http://example.org/1403181#Agent710-26	n82033009	
Williams, Raymond	n80036657	n80036657	Person	http://example.org/1306144#Agent100-14	no99047373	
Bratland, Sondre	no98034029	no98034029	Person	http://example.org/1296492#Agent100-14		
Hovland, Per Egil.			Person	http://example.org/1296492#Agent700-29		
Kleive, Iver, 1949-	n90724692	n90724692	Person	http://example.org/1296492#Agent700-30		
Udde, Ingrid.			Person	http://example.org/1296492#Agent700-31		
Stubseid, Gunnar	n88603596	n88603596	Person	http://example.org/1296492#Agent700-32		
Santana, Carlos	n81022390	n81022390	Person	http://example.org/1002124#Agent100-13		
Santana, Carlos	n81022390	n81022390	Person	http://example.org/1002124#Agent600-23		http://example.org/1002124#Agent600-23
Covell, Jon Etta Hastings Carter, 1910-1996	n80107086	n80107086	Person	http://example.org/1385623#Agent100-13		
Sangeeta, 1965-	nr89013366	nr89013366	Person	http://example.org/1383498#Agent100-12		
Mishra, Kubernath.			Person	http://example.org/1383498#Agent700-31		
Mitry, Jean	n82258152	n82258152	Person	http://example.org/1333873#Agent100-10		
Agban, Jim.			Person	http://example.org/1374460#Agent700-20		
Science Teachers' Association of Ontario.		n90675243	Organization	http://example.org/1374460#Agent710-21	n90675243	
Hoerder, Dirk	n50031274	n50031274	Person	http://example.org/1385290#Agent700-27		
Frontini, Patrizia	n00008211	n00008211	Person	http://example.org/1375794#Agent100-11		
"Museo civico archeologico ""P. Giovio"" (Como, Italy)"		n87832779	Organization	http://example.org/1375794#Agent710-25		
Mandela, Nelson, 1918-2013.	n85153068	n79021345	Organization	http://example.org/1359668#Agent610-21	n79021345	
Cot, Jean-Pierre, 1937-....	n50018164	n50018164	Person	http://example.org/1359668#Agent700-22		
Pellet, Alain.	n78010461	n78010461	Person	http://example.org/1359668#Agent700-23		
Tavernier, Bertrand	n84168732	n84168732	Person	http://example.org/1359668#Agent700-24	n87807579	
Mandela, Nelson, 1918-2013.	n85153068	n79021345	Organization	http://example.org/1359668#Agent710-25	n79021345	
Fauré, Christine.	n80037414	n80037414	Person	http://example.org/1363463#Agent100-12		
Ishaghpour, Youssef.	n82143320	n82143320	Person	http://example.org/1375195#Agent100-12		
Canarctic Shipping Company.			Organization	http://example.org/1387004#Agent710-23		
Intera Technologies Ltd.		n90687197	Organization	http://example.org/1387004#Agent710-24	n90687197	
Canada. Dept. of National Defence.		n80076394	Jurisdiction	http://example.org/1375411#Agent710-31	n80076394	
Seabrook, Jeremy, 1939-....	n78086406	n78086406	Person	http://example.org/1001415#Agent100-11		
Berlioz, Hector, 1803-1869.	n79091197	n79091197	Person	http://example.org/1376431#Agent100-12		
Boccassini, Daniela	n86067106	n86067106	Person	http://example.org/1334425#Agent100-13		
Guéroult, Guillaume, -approximately 1570	nr2001050528	nr2001050528	Person	http://example.org/1334425#Agent600-25		http://example.org/1334425#Agent600-25
Mukerjee, Radhakamal, 1889-1968	n50047645	n50047645	Person	http://example.org/1336460#Agent700-23		
Mazumder, J.	n82090578	n82090578	Person	http://example.org/1336460#Agent700-24		
Gaskell, David R., 1940-....	n81010429	n79150435	Organization	http://example.org/1336460#Agent710-25	n79150435	
Metallurgical Society of AIME. Solidification Committee.		n94102729	Organization	http://example.org/1336460#Agent710-26	n94102729	
AIME Meeting. (113th : 1984 : Los Angeles, Calif.)			Meeting	http://example.org/1336460#Agent711-27		
Gómez-Moriana, Antonio.	n85222204	n85222204	Person	http://example.org/1333926#Agent100-13		
York University (Toronto, Ont.). Law Library.		n89611672	Organization	http://example.org/1395325#Agent110-10	n89611672	
Delluc, Louis, 1890-1924	n85068795	n85068795	Person	http://example.org/1386434#Agent100-12		
Lherminier, Pierre.	n85083214	n85083214	Person	http://example.org/1386434#Agent700-23	n85164953	
Delluc, Louis, 1890-1924	n85068795	n85068795	Person	http://example.org/1386434#Agent800-24		
Neumann-Holzschuh, Ingrid	n85227579	n85227579	Person	http://example.org/1356833#Agent100-13		
Steinbeck, John, 1902-1968.	n79081460	n79081460	Person	http://example.org/1375839#Agent100-12	n82150574	
Jean Renart, active 12th century-13th century	n80148986	n80148986	Person	http://example.org/1297264#Agent100-14		
Levy, B. J. (Brian Joseph)	n77008394	n77008394	Person	http://example.org/1297264#Agent700-28		
Hindley, A.	n77008395	n77008395	Person	http://example.org/1297264#Agent700-29		
Langley, Frederick William, 1938-	n77008396	n77008396	Person	http://example.org/1297264#Agent700-30		
Tiné Bertocchi, Fernanda	n86127809	n86127809	Person	http://example.org/1001379#Agent100-13		
Edeline, Francis	n79001499	n79001499	Person	http://example.org/1361508#Agent100-10		
Sylvain, Louise	n81135399	n81135399	Person	http://example.org/1350267#Agent100-12		
Laforce, Louise.			Person	http://example.org/1350267#Agent700-26		
Trottier, Claude R. (Claude René), 1941-	nr96039407	nr96039407	Person	http://example.org/1350267#Agent700-27		
Vaillancourt, François.	n79022556	n2005066934	Jurisdiction	http://example.org/1350267#Agent710-28	n2005066934	
Chion, Michel, 1947-....	n83013090	n83013090	Person	http://example.org/1391910#Agent100-12		
Hinard, François, 1941-2008	n86126967	n86126967	Person	http://example.org/1391182#Agent100-11		
Sulla, Lucius Cornelius	n83212399	n83212399	Person	http://example.org/1391182#Agent600-23		http://example.org/1391182#Agent600-23
Parisse, Michel.	n81069007	n81069007	Person	http://example.org/1309720#Agent700-25		
Université de Nancy II. Institut d'études médiévales.		n85164456	Organization	http://example.org/1309720#Agent710-26	n85164456	
Centre européen de recherches sur les congrégations et ordres monastiques.		n92062409	Organization	http://example.org/1309720#Agent710-27	n92062409	
Lessing, Gotthold Ephraim, 1729-1781.	n79144996	n79144996	Person	http://example.org/1368807#Agent600-24	n83039345	http://example.org/1368807#Agent600-24
König, Eva Catharina, 1736-1778	n79143462	n79143462	Person	http://example.org/1368807#Agent700-28		
Crawshaw, Bernard.			Person	http://example.org/1311197#Agent100-10		
Shapin, Steven	n78069419	n78069419	Person	http://example.org/1318889#Agent100-13		
Hobbes, Thomas, 1588-1679.	n79059190	n79059190	Person	http://example.org/1318889#Agent600-23		
Boyle, Robert, 1627-1691	n79006775	n79006775	Person	http://example.org/1318889#Agent600-24		http://example.org/1318889#Agent600-24
Schaffer, Simon, 1955-....	n85118587	n85118587	Person	http://example.org/1318889#Agent700-28		
Hobbes, Thomas, 1588-1679.	n79059190	n79059190	Person	http://example.org/1318889#Agent700-29		
Poniatowska, Elena	n80104436	n80104436	Person	http://example.org/1385571#Agent100-10	n94070361	
Campbell, Marion, 1948-	n90649943	n90649943	Person	http://example.org/1311525#Agent100-10		
Joint FAO/WHO Codex Alimentarius Commission.		n50072017	Organization	http://example.org/1393062#Agent110-9	n50072017	
Boyd-Orr, John Boyd Orr, Baron, 1880-1971	n50065108	n80004214	Organization	http://example.org/1393062#Agent710-20	n79005639	
Doll, Richard.	n81074379	n79059041	Organization	http://example.org/1393062#Agent710-21	n79059041	
Gili, Jean A.	n80115720	n80115720	Person	http://example.org/1375950#Agent100-13		
Sønstevold, Gunnar, 1912-1991	n83046995	n83046995	Person	http://example.org/1299637#Agent100-12		
Du Bois, W.E.B. (William Edward Burghardt), 1868-1963	n80046721	n80046721	Person	http://example.org/1299637#Agent600-25		http://example.org/1299637#Agent600-25
Du Bois, W.E.B. (William Edward Burghardt), 1868-1963	n80046721	n80046721	Person	http://example.org/1299637#Agent700-27		
Armstrong, Louis, 1901-1971.	n50001506	n50001506	Person	http://example.org/1299637#Agent700-28	no91029812	
Nystedt, Knut, 1915-2014	n81103630	n81103630	Person	http://example.org/1299637#Agent700-29		
Medbøe, Katja.			Person	http://example.org/1299637#Agent700-30		
Øien, Per	n80022745	n81101072	Organization	http://example.org/1299637#Agent710-31	n81101072	
Sandvika storband.		no98022647	Organization	http://example.org/1299637#Agent710-32	no98022647	
Saetre pikekor.			Organization	http://example.org/1299637#Agent710-33		
Øien, Per	n80022745	n82152294	Organization	http://example.org/1299637#Agent710-34	n82152294	
Baerum orkesterforening.			Organization	http://example.org/1299637#Agent710-35		
Lituanistikos institutas (U.S.). Suvažiavimas (1981 : Chicago, Ill.)			Organization	http://example.org/1360562#Agent110-10		
Užgiris, Ina Č	n79135508	n79135508	Person	http://example.org/1360562#Agent700-20		
Lituanistikos institutas (U.S.). Suvažiavimas.		n83164980	Organization	http://example.org/1360562#Agent710-21	n83164980	
Kabulov, A. V. (Anvar Vasilovich)	n84158376	n84158376	Person	http://example.org/1321093#Agent100-9		
Zufarov, B. I. (Bakhtier Ilʹi︠a︡sovich)	no88003304	no88003304	Person	http://example.org/1321093#Agent700-22		
"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR."			Organization	http://example.org/1321093#Agent710-23		
Scubla, Lucien	nb98035006	nb98035006	Person	http://example.org/1386351#Agent100-9		
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		n85309907	Organization	http://example.org/1386351#Agent710-20	n85309907	
Stravinsky, Igor, 1882-1971	n79070061	n79070061	Person	http://example.org/1349628#Agent100-11	n81072950	
McAlister, Clark	n83177440	n83177440	Person	http://example.org/1349628#Agent700-24		
Borge, Tomás, 1930-2012	n80112533	n80112533	Person	http://example.org/1375783#Agent100-13		
Ortega, Daniel	n83179398	n50000584	Organization	http://example.org/1375783#Agent610-23	n50000584	http://example.org/1375783#Agent610-23
Pilon, J.-L. (Jean-Luc)	n83197454	n83197454	Person	http://example.org/1387026#Agent100-11		
Canada. NOGAP Secretariat.		n90691483	Jurisdiction	http://example.org/1387026#Agent710-24	n90691483	
Decker, Michel de	n80029264	n80029264	Person	http://example.org/1330013#Agent100-13		
Montespan, Madame de, 1641-1707	n84120230	n84120230	Person	http://example.org/1330013#Agent600-23		http://example.org/1330013#Agent600-23
Henry IV, King of France, 1553-1610	n50040193	n50040193	Person	http://example.org/1330013#Agent600-24	n83222265	http://example.org/1330013#Agent600-24
Worth, Katharine, 1922-....	n83039992	n83039992	Person	http://example.org/1319523#Agent100-10		
Ruusbroec, Jan van 1293-1381	n79021376	n79021376	Person	http://example.org/1319523#Agent600-21		http://example.org/1319523#Agent600-21
Consortium for Drama and Media in Higher Education.		n88609152	Organization	http://example.org/1319523#Agent710-22	n88609152	
Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)			Meeting	http://example.org/1362367#Agent111-9		
Istituto per la storia e l'archeologia della Magna Grecia.		n88064820	Organization	http://example.org/1362367#Agent710-19	n88064820	
Convegno di studi sulla Magna Grecia.		n86844782	Meeting	http://example.org/1362367#Agent711-20	n86844782	
United States Exploring Expedition (1838-1842)		n50065123	Meeting	http://example.org/1372172#Agent611-27	n50065123	http://example.org/1372172#Agent611-27
Viola, Herman J.	n79056444	n79056444	Person	http://example.org/1372172#Agent700-28		
Margolis, Carolyn	n85023166	n85023166	Person	http://example.org/1372172#Agent700-29		
Mahler, Gustav, 1860-1911.	n80067106	n80067106	Person	http://example.org/1323285#Agent600-23	n81139912	http://example.org/1323285#Agent600-23
Ovid, 43 B.C.-17 A.D. or 18 A.D.	n79041738	n79041738	Person	http://example.org/1323285#Agent700-24		
Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)		n85370800	Meeting	http://example.org/1323285#Agent711-25	n85370800	
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	n50082620	n50082620	Person	http://example.org/1346422#Agent100-9		
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	n50082620	n50082620	Person	http://example.org/1346422#Agent700-17		
Martin, David, 1929-....	n79117132	n79117132	Person	http://example.org/1297397#Agent100-11		
Unesco. Regional Office for Education in Asia and the Pacific.		n88198874	Organization	http://example.org/1297397#Agent710-25	n88198874	
Dickson, Gary W.	n82234131	n82234131	Person	http://example.org/1393373#Agent100-17		
Wetherbe, James C.	n79009172	n79009172	Person	http://example.org/1393373#Agent700-27		
Lynch, Beverly P.	n83004945	n83004945	Person	http://example.org/1342682#Agent700-22		
Winters, Christopher, 1944-	n91029734	n91029734	Person	http://example.org/1312002#Agent100-10		
University of Chicago. Library. Map Collections			Organization	http://example.org/1312002#Agent610-19		http://example.org/1312002#Agent610-19
University of Chicago. Library. Map Collection.			Organization	http://example.org/1312002#Agent710-22		
Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)	n82211490	n82211490	Person	http://example.org/1351947#Agent100-12		
Kline, Morris, 1908-1992	n80015674	n80015674	Person	http://example.org/1337574#Agent100-18		
Botta, Carlo, 1766-1837	n87902933	n87902933	Person	http://example.org/1340717#Agent100-14		
Rowling, J.K.	n97108433	n97108433	Person	http://example.org/1340717#Agent700-27		
Telfer, J. S.			Person	http://example.org/1340717#Agent700-28		
Herlihy, David.	n50029482	n50029482	Person	http://example.org/1342227#Agent100-16		
Hooke, Della	n82272880	n82272880	Person	http://example.org/1398280#Agent700-23		
University of Oxford. Dept. for External Studies.		n81036242	Organization	http://example.org/1398280#Agent710-24	n81036242	
Castellanos, Rosario	n81099007	n81099007	Person	http://example.org/1001086#Agent100-11	n80113965	
Johansson, Boo.			Person	http://example.org/1002380#Agent100-10		
Cherubini, Luigi, 1760-1842.	n79046131	n79046131	Person	http://example.org/1324887#Agent100-12	no2014048021	
Charles X, King of France, 1757-1836	n84200136	n84200136	Person	http://example.org/1324887#Agent700-25	no98076478	
Carli Ballola, Giovanni, 1932-....	n80028270	n80028270	Person	http://example.org/1324887#Agent700-26		
Ovid, 43 B.C.-17 A.D. or 18 A.D.	n79041738	n79041738	Person	http://example.org/1390253#Agent100-16		
Augustine, of Hippo, Saint, 354-430	n80126290	n80126290	Person	http://example.org/1390253#Agent700-29		
Eimert, Herbert, 1897-1972	nr87000159	n81073378	Organization	http://example.org/1371765#Agent710-22	n84092358	
Vedernikov, A.	n85345701	n85345701	Person	http://example.org/1318879#Agent700-21		
Pronicheva, Margarita Vladimirovna	n80124888	n80124888	Person	http://example.org/1318879#Agent700-22		
Rozhdestvenskīĭ, A. (Aleksandr), 1864-1931	n80046583	n80046583	Person	http://example.org/1318879#Agent700-23		
Mansfield, Edwin.	n79052218	n79052218	Person	http://example.org/1312868#Agent700-20		
Williamson, A.M. (Alice Muriel), 1869-1933	nb90667637	nb90667637	Person	http://example.org/1297108#Agent100-12		
Canada. Indian and Northern Affairs Canada.		n82014965	Jurisdiction	http://example.org/1297108#Agent710-26	n81066121	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		n86816212	Jurisdiction	http://example.org/1297108#Agent710-27	n86816212	
Statistics Canada. Demography Division.		n80114010	Organization	http://example.org/1297108#Agent710-28	n80114010	
Arnold, Grant	n86839880	n86839880	Person	http://example.org/1405453#Agent100-14	no2010068177	
Forsyth, Mina, 1920-			Person	http://example.org/1405453#Agent600-26		http://example.org/1405453#Agent600-26
Forsyth, Mina, 1920-			Person	http://example.org/1405453#Agent700-29		
O'Brian, John, 1944-....	n81121591	n82108121	Organization	http://example.org/1405453#Agent710-30	n82108121	
Godfrey Dean Cultural Centre.			Organization	http://example.org/1405453#Agent710-31		
Mermut, A. R. (Ahmet R.)	n88077913	n88077913	Person	http://example.org/1370835#Agent700-25		
Phillips, Peter W. B.	n90638254	n91055676	Jurisdiction	http://example.org/1370835#Agent710-26	n91055676	
Lôbo, Duarte 1565-1646	n85098951	n85098951	Person	http://example.org/1328340#Agent100-9		
Lasso, Orlando di 1532-1594	n81037013	n81037013	Person	http://example.org/1328340#Agent700-19	n83165859	
Cherubini, Luigi, 1760-1842.	n79046131	n79046131	Person	http://example.org/1337500#Agent100-12	no2014048021	
Mörike, Eduard, 1804-1875	n50006096	n50006096	Person	http://example.org/1337500#Agent700-25		
Belok, Michael	n50007147	n50007147	Person	http://example.org/1328252#Agent700-18		
Murphy, Warren	n86847342	n86847342	Person	http://example.org/1328252#Agent700-19		
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)			Meeting	http://example.org/1002435#Agent111-12		
Mason, B. J. (Basil John)	n85801607	n80007746	Organization	http://example.org/1002435#Agent710-23	n80007746	
International Symposium on Moisture and Humidity.		n85803701	Meeting	http://example.org/1002435#Agent711-24	n85803701	
Parent, Marie-Danielle	n87130086	n87130086	Person	http://example.org/1312131#Agent700-37		
Parent, Yolande	nr91040397	nr91040397	Person	http://example.org/1312131#Agent700-38		
Kent, David	n85106485	n85106485	Person	http://example.org/1312131#Agent700-39		
Garant, Serge, 1929-1986	n87123620	n87123620	Person	http://example.org/1312131#Agent700-40		
Grinhauz, Luis, 1942-	nr91040395	nr91040395	Person	http://example.org/1312131#Agent700-41		
Dumouchel, Michael	nr91040385	nr91040385	Person	http://example.org/1312131#Agent700-42		
Gougeon, Denis, 1951-....	nr91040394	nr91040394	Person	http://example.org/1312131#Agent700-43		
Rea, John, 1944-	n83065585	n83065585	Person	http://example.org/1312131#Agent700-44		
Novalis, 1772-1801	n78096916	n78096916	Person	http://example.org/1312131#Agent700-45		
Evangelista, José, 1943-	nr91040388	nr91040388	Person	http://example.org/1312131#Agent700-46		
Béluse, Pierre	n79076841	n87129628	Organization	http://example.org/1312131#Agent710-47	n87129628	
Gili︠a︡rov, M. S.	n83223052	n83223052	Person	http://example.org/1321112#Agent700-23		
Motroshilova, N. V. (Nelli Vasilʹevna), 1934-	n83063178	n81147418	Organization	http://example.org/1321112#Agent710-24	n81147418	
Peyton, K.M.	n79086499	n79086499	Person	http://example.org/1295882#Agent100-16	n80154568	
Williamson, A.M. (Alice Muriel), 1869-1933	nb90667637	nb90667637	Person	http://example.org/1295882#Agent700-30		
Corak, Miles	n95102452	n82068132	Organization	http://example.org/1295882#Agent710-31	n82068132	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		n86816212	Jurisdiction	http://example.org/1295882#Agent710-32	n86816212	
Canada. Dept. of Indian Affairs and Northern Development.		n82014965	Jurisdiction	http://example.org/1295882#Agent710-33	n81066121	
Josquin, des Prez, -1521	n80005115	n80005115	Person	http://example.org/1373014#Agent100-13	n80017307	
Higginbottom, Edward	n82039526	n82039526	Person	http://example.org/1373014#Agent700-30		
Christophers, Harry	n84149855	n83043749	Organization	http://example.org/1373014#Agent710-31	n83043749	
Moore, Larry F.	n79066753	n79066753	Person	http://example.org/1002352#Agent700-24		
Vancouver Volunteer Centre.		n86851511	Organization	http://example.org/1002352#Agent710-25	n86851511	
Magill, Richard A.	n78014394	n78014394	Person	http://example.org/1365380#Agent100-12		
Canada. Dept. of Communications.		n80126017	Organization	http://example.org/1357580#Agent710-19	n80126017	
Bose, N.K. (Nirmal K.), 1940-	n79103423	n79103423	Person	http://example.org/1301767#Agent700-21		
Guiver, J. P.	n84078274	n84078274	Person	http://example.org/1301767#Agent700-22		
Northwest Territories Association of Municipalities.			Organization	http://example.org/1378732#Agent110-11		
Northwest Territories Association of Municipalities.			Organization	http://example.org/1378732#Agent710-22		
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)		n90668147	Meeting	http://example.org/1378732#Agent711-23	n90668147	
Goodall, Jane, 1934-....	n50039798	n50039798	Person	http://example.org/1408420#Agent700-23		
Stevenson, Robert Louis, 1850-1894.	n78088964	n78088964	Person	http://example.org/1408420#Agent700-24	n83194278	
McCoy, Charlie, 1941-	n93032663	n93032663	Person	http://example.org/1408420#Agent700-25	n87805101	
Tillis, Pam	n92016396	n92016396	Person	http://example.org/1408420#Agent700-26		
Brooks, Karen McConnell.	n82160162	n82160162	Person	http://example.org/1408420#Agent700-27		
Allen, Rex, 1924-			Person	http://example.org/1408420#Agent700-28		
Allen, Rex, 1947-	n96014724	n96014724	Person	http://example.org/1408420#Agent700-29		
Rogers, Roy, 1911-1998	n80001487	n80001487	Person	http://example.org/1408420#Agent700-30		
Travis, Randy	n89672629	n89672629	Person	http://example.org/1408420#Agent700-31		
Leadon, Bernie	n95084076	n87123215	Organization	http://example.org/1408420#Agent710-32	n87123215	
Pinkard &amp; Bowden.			Organization	http://example.org/1408420#Agent710-33		
Hariharan, M. (Muthuswamy), 1951-	n81143213	n81143213	Person	http://example.org/1329665#Agent100-12		
Gowri Kuppuswamy, 1933-	n79057173	n79057173	Person	http://example.org/1329665#Agent700-25		
Gerlach, Reinhard, 1934-	n84174949	n84174949	Person	http://example.org/1368741#Agent100-13		
Patenaude, Gilbert	n97074645	nr90000201	Organization	http://example.org/1331179#Agent110-13	nr90000201	
Patenaude, Gilbert	n97074645	n97074645	Person	http://example.org/1331179#Agent700-29	n2015008827	
Seutin, Didier.			Person	http://example.org/1331179#Agent700-30		
Palestrina, Giovanni Pierluigi da 1525-1594	n50051776	n50051776	Person	http://example.org/1331179#Agent700-31	n80017307	
Asola, Giovanni Matteo, -1609	n98030055	n98030055	Person	http://example.org/1331179#Agent700-32		
Vaughan Williams, Ralph, 1872-1958.	n79139255	n79139255	Person	http://example.org/1331179#Agent700-33	n83163990	
Landini, Francesco, approximately 1325-1397	n82003139	n82003139	Person	http://example.org/1331179#Agent700-34	n91055389	
Reichel, Bernard, 1901-1992	n84038590	n84038590	Person	http://example.org/1331179#Agent700-35		
Mendelssohn-Bartholdy, Felix, 1809-1847.	n79139515	n79139515	Person	http://example.org/1331179#Agent700-36	n85141618	
Stuart, V. A.	n90658369	n90658369	Person	http://example.org/1331179#Agent700-37		
Verlaine, Paul, 1844-1896.	n79043496	n79043496	Person	http://example.org/1331179#Agent700-38		
Franck, César, 1822-1890.	n79130762	n79130762	Person	http://example.org/1331179#Agent700-39		
Lasso, Orlando di 1532-1594	n81037013	n81037013	Person	http://example.org/1331179#Agent700-40	n80075901	
Schumann, Robert, 1810-1856.	n50000565	n50000565	Person	http://example.org/1331179#Agent700-41	n83174100	
Bizet, Georges, 1838-1875.	n79116212	n79116212	Person	http://example.org/1331179#Agent700-42		
Kotarski, Edmund	n85237540	n85237540	Person	http://example.org/1377891#Agent100-12		
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	n84020143	n84020143	Person	http://example.org/1377891#Agent600-22		http://example.org/1377891#Agent600-22
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	n84020143	n84020143	Person	http://example.org/1377891#Agent600-23		http://example.org/1377891#Agent600-23
Kohn, Rita T.	n80120820	n80120820	Person	http://example.org/1377016#Agent100-12		
Hodgins, Bruce W., 1931-	n50034634	n50034634	Person	http://example.org/1377901#Agent700-40		
Hobbs, Margaret (Margaret Helen)	n86136354	n86136354	Person	http://example.org/1377901#Agent700-41		
Donnert, Erich	n50026717	n50026717	Person	http://example.org/1313531#Agent100-11		
Reitan, Ralph M.	n85204168	n85204168	Person	http://example.org/1318845#Agent100-15		
