Column 1	VIAF-ID-Per	VIAF-ID-names	org	Column 3	Column 4	VIAF-ID-Cor	Column 5
Fulgentius, Saint, Bishop of Ruspa, 468-533	102324857	102324857	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolff,%20Rudolf.	http://example.org/1002120#Agent700-23	126006764	
Koniecko, Edward S., 1913-	72809275	72809275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-	http://example.org/1298993#Agent100-12		
Koniecko, Edward S., 1913-	72809275	72809275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-	http://example.org/1298993#Agent700-25		
Sulitzer, Paul-Loup, 1946-....	13361517	13361517	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sulitzer,%20Paul-Loup,%201946-	http://example.org/1400896#Agent100-12		
Harbach, Barbara, 1946-....	17478864	17478864	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harbach,%20Barbara.	http://example.org/1312517#Agent100-15		
Adler, Samuel, 1928-....	116712957	116712957	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adler,%20Samuel,%201928-	http://example.org/1312517#Agent700-31		
Albright, William Foxwell, 1891-1971	35520	35520	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Albright,%20William.	http://example.org/1312517#Agent700-32	142021649	
Shostakovich, Dmitriĭ Dmitrievich, 1906-1975.	89612684	89612684	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Martinů,%20Bohuslav,%201890-1959.	http://example.org/1312517#Agent700-33		
Persichetti, Vincent, 1915-1987	76501168	76501168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Persichetti,%20Vincent,%201915-1987.	http://example.org/1312517#Agent700-34		
Templeton, Alec, 1910-1963	70483384	70483384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Templeton,%20Alec%20Andrew,%201910-1963.	http://example.org/1312517#Agent700-35		
Paikowsky, Sandra, 1945-	63052943	63052943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paikowsky,%20Sandra,%201945-	http://example.org/1337589#Agent100-14		
Klunder, Harold, 1943-	96100704	96100704	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klunder,%20Harold,%201943-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Klunder,%20Harold,%201943-		http://example.org/1337589#Agent600-25
Lerner, Loren R. (Loren Ruth), 1948-	93789684	148865261	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concordia%20Art%20Gallery.	http://example.org/1337589#Agent710-26	148865261	
Sampara, Paul	31157402	31157402	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.	http://example.org/1372123#Agent100-13		
Canadian Centre for Occupational Health and Safety.		128928350	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372123#Agent710-28	128928350	
Cardoso, Bernardino	295913145	135480005	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.%20Regional%20Office%20for%20Africa.	http://example.org/1348121#Agent710-25	135480005	
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)		146647127	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Study%20Group%20on%20Health-Related%20Population%20Issues%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Brazzaville,%20Congo)	http://example.org/1348121#Agent711-26	146647127	
Löhr, Helmut, 1955-	268750012	268750012	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Löhr,%20Helmut,%201955-2010.		http://example.org/1333615#Agent600-21
Löhr, Helmut, 1955-	268750012	268750012	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.	http://example.org/1333615#Agent700-23		
Pilling, Ann.	47438531	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilling,%20Ann.	http://example.org/1001724#Agent100-13		
Pilling, Ann.	47438531	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clifford,%20Rowan.	http://example.org/1001724#Agent700-23		
Santmyer, Helen Hooven, 1895-1986	22379355	22379355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Santmyer,%20Helen%20Hooven,%201895-1986.	http://example.org/1321220#Agent100-12		
Kasper, Walter, 1933-....	103197552	103197552	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bielawski,%20E.	http://example.org/1408285#Agent700-25		
Donovan, 1946-	87670811	87670811	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Janet.	http://example.org/1336681#Agent700-24		
Caudet Yarza, Francisco, 1939-	50912030	50912030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Genaro%20J.	http://example.org/1336681#Agent700-25		
Simone, Sam P., 1945-....	202529101	202529101	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simone,%20Sam%20P.,%201945-	http://example.org/1378225#Agent100-12		
Maugham, W. Somerset (William Somerset), 1874-1965	66470937	66470937	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hitchcock,%20Alfred,%201899-1980.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Hitchcock,%20Alfred,%201899-1980.		http://example.org/1378225#Agent600-24
Wilshere, E. R.	25852531	25852531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.	http://example.org/1313298#Agent700-28		
Lydon, John, 1956-....	84036841	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.	http://example.org/1313298#Agent700-29		
Oxfordshire Area Health Authority.		155033119	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.	http://example.org/1313298#Agent710-30	155033119	
Shook, E. Victoria	65441610	65441610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shook,%20E.%20Victoria.	http://example.org/1382918#Agent100-12		
Hersch, Fred, 1955-....	28269911	121137293	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Fred%20Hersch%20Trio.	http://example.org/1369450#Agent110-12	121137293	
Hersch, Fred, 1955-....	28269911	28269911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hersch,%20Fred.	http://example.org/1369450#Agent700-24	129798120	
Abercrombie, John, 1944-....	120082721	120082721	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Marc,%201953-	http://example.org/1369450#Agent700-25	121009026	
Frith, Fred, 1949-....	46952033	46952033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baron,%20Joey.	http://example.org/1369450#Agent700-26	121007721	
Halton, David M. (David Michael), 1948-	23643920	23643920	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Halton,%20David%20M.%20(David%20Michael),%201948-	http://example.org/1372115#Agent100-13		
Canadian Centre for Occupational Health and Safety.		128928350	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372115#Agent710-24	128928350	
Cardano, Girolamo, 1501-1576	27062058	27062058	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Blanc,%20Charles.	http://example.org/1365454#Agent100-12	249758908	
Huai-nan tzu, d. 122 B.C	97915230	97915230	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Huai-nan%20tzu,%20-122%20B.C.	http://example.org/1365454#Agent600-23		
Huai-nan tzu, d. 122 B.C	97915230	97915230	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Huai-nan%20tzu,%20-122%20B.C.	http://example.org/1365454#Agent700-24		
Pâclişanu, Zenobius	56991229	56991229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pâclişanu,%20Zenobius.	http://example.org/1379603#Agent100-14		
Le Magnen, Jacques.	92034576	92034576	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Magnen,%20Jacques.	http://example.org/1353902#Agent100-17		
Jones, Everett L.	163396064	163396064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Meredith%20L.	http://example.org/1367064#Agent700-24		
Finamore, John F., 1951-....	110781232	110781232	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finamore,%20John%20F.,%201951-	http://example.org/1401638#Agent100-12		
Iamblichus, ca. 250-ca. 330	12310254	12310254	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Iamblichus,%20approximately%20250-approximately%20330.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Iamblichus,%20approximately%20250-approximately%20330.		http://example.org/1401638#Agent600-22
McDonald, Donna, 1942-….	6547557	6547557	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonald,%20Donna,%201942-	http://example.org/1373720#Agent100-14		
Ewing, Juliana Horatia Gatty, 1841-1885	13120498	13120498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.		http://example.org/1373720#Agent600-23
Ewing, Juliana Horatia Gatty, 1841-1885	13120498	13120498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.	http://example.org/1373720#Agent700-25		
Monteverdi, Claudio, 1567-1643.	44485902	44485902	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Monteverdi,%20Claudio,%201567-1643.	http://example.org/1345144#Agent100-15	124826742	
Jacobsen, Else K. 1947- (Else Karin)	101145970162932251386	101145970162932251386	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Karin.	http://example.org/1345144#Agent700-28		
Jacobsen, Jens Peter, 1847-1885	27076911	27076911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Jens%20Peter.	http://example.org/1345144#Agent700-29	147817450	
Commendone, Giovanni Francesco, 1524-1584	66600275	66600275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozzarelli,%20Cesare.	http://example.org/1349153#Agent700-24		
Olmi, Giuseppe.	56626355	56626355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Olmi,%20Giuseppe.	http://example.org/1349153#Agent700-25		
Convegno di studi storici (1984 : Trento, Italy)		139043708	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici%20(1984%20:%20Trento,%20Italy)	http://example.org/1349153#Agent711-26	139043708	
Convegno di studi storici.		136648358	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici.	http://example.org/1349153#Agent711-27	136648358	
Térence	66462384	66462384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Maccius.	http://example.org/1306245#Agent100-12		
Térence	66462384	66462384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Macciushttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Plautus,%20Titus%20Maccius		http://example.org/1306245#Agent600-24
Uberti, Maria Luisa, 1941-....	62917903	62917903	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Uberti,%20Maria%20Luisa.	http://example.org/1306245#Agent700-25		
Alberta. Settlement Services.		266378058	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Settlement%20Services.	http://example.org/1385748#Agent710-26	266378058	
Alberta. Immigration and Settlement Branch.		266378058	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Immigration%20and%20Settlement%20Branch.	http://example.org/1385748#Agent710-27	266378058	
Honadle, George	276763447	276763447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Honadle,%20George.	http://example.org/1401550#Agent100-13		
VanSant, Jerry	55561589	55561589	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22VanSant,%20Jerry.	http://example.org/1401550#Agent700-24		
Dukelow, Sam G., 1917-2003	93812881	93812881	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dukelow,%20S.%20G.	http://example.org/1353280#Agent100-10		
Blazuk, Julia	103992044	103992044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Blazuk,%20Julia.	http://example.org/1372937#Agent100-10		
Soper, Judy.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Soper,%20Judy.	http://example.org/1372937#Agent700-23		
Patterson, Cynthia.	116515703	116515703	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peterson,%20Cynthia.	http://example.org/1372937#Agent700-24		
Brenner, Everett H.	51784057	51784057	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brenner,%20Everett%20H.	http://example.org/1335775#Agent100-9		
Saračević, Tefko	50524154	50524154	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saracevic,%20Tefko.	http://example.org/1335775#Agent700-26		
Cornog, Martha.	23496754	23496754	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cornog,%20Martha.	http://example.org/1335775#Agent700-27		
National Federation of Abstracting and Information Services (U.S.)		153056961	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Federation%20of%20Abstracting%20and%20Information%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)	http://example.org/1335775#Agent710-28	153056961	
Gammage, Richard B.	50645843	50645843	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gammage,%20Richard%20B.	http://example.org/1398455#Agent700-30		
Kaye, Stephen V.	53109318	53109318	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kaye,%20Stephen%20V.	http://example.org/1398455#Agent700-31		
Jacobs, Vivian A.	35833605	35833605	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobs,%20Vivian%20A.	http://example.org/1398455#Agent700-32		
Lin, Hua-Tay.	56837050	149970335	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oak%20Ridge%20National%20Laboratory.	http://example.org/1398455#Agent710-33	149970335	
Life Sciences Symposium. (7th : 1984 : Knoxville, Tenn.)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Life%20Sciences%20Symposium.%20(7th%20:%201984%20:%20Knoxville, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Tenn.)	http://example.org/1398455#Agent711-34		
Poe, Edgar Allan, 1809-1849.	60351476	60351476	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baudelaire,%20Charles,%201821-1867.	http://example.org/1352960#Agent700-20		
