Column 1	VIAF-ID-Per	VIAF-ID-names	org	Column 3	Column 4	VIAF-ID-Cor	Column 5
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	54154636	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Arkadiĭ%20Natanovich.	http://example.org/1346422#Agent100-9		
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	54154636	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Boris%20Natanovich.	http://example.org/1346422#Agent700-17		
Martin, David, 1929-....	108286953	108286953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lancaster,%20David.	http://example.org/1297397#Agent100-11		
Unesco. Regional Office for Education in Asia and the Pacific.		158384957	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Regional%20Office%20for%20Education%20in%20Asia%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Pacific.	http://example.org/1297397#Agent710-25	158384957	
Dickson, Gary W.	109379426	109379426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Gary%20W.	http://example.org/1393373#Agent100-17		
Wetherbe, James C.	93694907	93694907	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetherbe,%20James%20C.	http://example.org/1393373#Agent700-27		
Lynch, Beverly P.	30904355	30904355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lynch,%20Beverly%20P.	http://example.org/1342682#Agent700-22		
Winters, Christopher, 1944-	112329859	112329859	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winters,%20Christopher,%201944-	http://example.org/1312002#Agent100-10		
University of Chicago. Library. Map Collections			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collectionshttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collections		http://example.org/1312002#Agent610-19
University of Chicago. Library. Map Collection.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collection.	http://example.org/1312002#Agent710-22		
Medžitova, Èl'mira Dževatovna.	59507817	59507817	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medzhitova,%20Ė.%20D.%20(Ėlʹmira%20Dzhevatovna)	http://example.org/1351947#Agent100-12		
Kline, Morris, 1908-1992	59116073	59116073	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kline,%20Morris,%201908-1992.	http://example.org/1337574#Agent100-18		
Botta, Carlo, 1766-1837	51713723	51713723	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli,%20E.%20G.	http://example.org/1340717#Agent100-14		
Rowling, J.K., 1965-	116796842	116796842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Newton,%20K.%20E.	http://example.org/1340717#Agent700-27		
Telfer, J.S.	104230053	104230053	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Telfer,%20J.%20S.	http://example.org/1340717#Agent700-28		
Herlihy, David.	108552936	108552936	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Herlihy,%20David.	http://example.org/1342227#Agent100-16		
Hooke, Della	12336873	12336873	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hooke,%20Della.	http://example.org/1398280#Agent700-23		
University of Oxford. Dept. for External Studies.		134327459	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Oxford.%20Dept.%20for%20External%20Studies.	http://example.org/1398280#Agent710-24	134327459	
Castellanos, Rosario, 1925-1974.	97344364	97344364	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Castellanos,%20Rosario.	http://example.org/1001086#Agent100-11	124230674	
Johansson, Boo, 1952-	276463123	276463123	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johansson,%20Boo.	http://example.org/1002380#Agent100-10		
Cherubini, Luigi, 1760-1842.	88663809	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1324887#Agent100-12	125837064	
Charles X, King of France, 1757-1836	96583780	96583780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XVIII,%20King%20of%20France,%201755-1824.	http://example.org/1324887#Agent700-25	121141961	
Carli Ballola, Giovanni, 1932-....	76392744	76392744	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli%20Ballola,%20Giovanni,%201932-	http://example.org/1324887#Agent700-26		
Ovid, 43 B.C.-17 A.D. or 18 A.D.	88342447	88342447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ovid,%2043%20B.C.-17%20A.D.%20or%2018%20A.D.	http://example.org/1390253#Agent100-16		
Augustine, Saint, Bishop of Hippo	66806872	66806872	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20D.%20E.	http://example.org/1390253#Agent700-29		
Eimert, Herbert, 1897-1972	52110	123204677	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Research%20Council%20Canada.	http://example.org/1371765#Agent710-22	123204677	
Vedernikov, Aleksandr Filippovič (1927- ).	84496281	84496281	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zolotov,%20A.%20N.	http://example.org/1318879#Agent700-21		
Pronicheva, Margarita Vladimirovna	25912837	25912837	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pronicheva,%20Margarita%20Vladimirovna.	http://example.org/1318879#Agent700-22		
Rozhdestvenskiĭ, Aleksandr Petrovich, 1864-1931	38211911	38211911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozhdestvenskiĭ,%20Aleksandr%20Petrovich.	http://example.org/1318879#Agent700-23		
Mansfield, Edwin.	44376649	44376649	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mansfield,%20Edwin.	http://example.org/1312868#Agent700-20		
Williamson, A.M. (Alice Muriel), 1869-1933	100236597	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1297108#Agent100-12		
Canada. Indian and Northern Affairs Canada.		133449591	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.	http://example.org/1297108#Agent710-26	133449591	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		153531599	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1297108#Agent710-27	153531599	
Statistics Canada. Demography Division.		155434403	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.%20Demography%20Division.	http://example.org/1297108#Agent710-28	155434403	
Arnold, Grant	13809033	13809033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arnold,%20Grant.	http://example.org/1405453#Agent100-14	141132611	
Forsyth, Mina, 1920-	96445347	96445347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Forsyth,%20Mina,%201920-		http://example.org/1405453#Agent600-26
Forsyth, Mina, 1920-	96445347	96445347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-	http://example.org/1405453#Agent700-29		
O'Brian, John, 1944-....	85445774	137040942	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.	http://example.org/1405453#Agent710-30	137040942	
Godfrey Dean Cultural Centre.		125422149	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Godfrey%20Dean%20Cultural%20Centre.	http://example.org/1405453#Agent710-31	125422149	
Mermut, A. R. (Ahmet R.)	275142181	275142181	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mermut,%20A.%20R.	http://example.org/1370835#Agent700-25		
Phillips, Peter W. B.	71461569	128932545	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan.%20Agriculture%20Development%20Fund.	http://example.org/1370835#Agent710-26	128932545	
Lôbo, Duarte 1565-1646	87553403	87553403	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lobo,%20Duarte,%201565-1646.	http://example.org/1328340#Agent100-9		
Lasso, Orlando di 1532-1594	23356192	23356192	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Turner,%20Bruno.	http://example.org/1328340#Agent700-19	133843153	
Cherubini, Luigi, 1760-1842.	88663809	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1337500#Agent100-12	125837064	
Mörike, Eduard, 1804-1875	12312842	12312842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ulrich,%20Hugo.	http://example.org/1337500#Agent700-25		
Belok, Michael	246001894	246001894	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belok,%20Michael.	http://example.org/1328252#Agent700-18		
Murphy, Warren	17227233	17227233	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Murphy,%20John%20W.	http://example.org/1328252#Agent700-19		
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Washington,%20D.C.)	http://example.org/1002435#Agent111-12		
Mason, B. J. (Basil John)	100889	147081574	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Meteorological%20Society.	http://example.org/1002435#Agent710-23	147081574	
International Symposium on Moisture and Humidity.		88144928735154440742	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity.	http://example.org/1002435#Agent711-24	88144928735154440742	
Parent, Marie-Danielle	75363953	75363953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Marie-Danielle.	http://example.org/1312131#Agent700-37		
Parent, Yolande	12166293	12166293	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Yolande.	http://example.org/1312131#Agent700-38		
Vaillancourt, Lorraine, 1947-	12500888	12500888	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillancourt,%20Lorraine,%201943-	http://example.org/1312131#Agent700-39		
Garant, Serge, 1929-1986	66730205	66730205	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garant,%20Serge,%201929-1986.	http://example.org/1312131#Agent700-40	316961370	
Grinhauz, Luis, 1942-	104833102	104833102	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grinhauz,%20Luis,%201942-	http://example.org/1312131#Agent700-41		
Dumouchel, Michael	187240491	187240491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dumouchel,%20Michael.	http://example.org/1312131#Agent700-42		
Gougeon, Denis, 1951-....	117582836	117582836	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gougeon,%20Denis,%201951-	http://example.org/1312131#Agent700-43		
Rea, John, 1944-	43211455	43211455	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rea,%20John,%201944-	http://example.org/1312131#Agent700-44		
Novalis, 1772-1801	95155102	95155102	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vivier,%20Claude,%201948-1983.	http://example.org/1312131#Agent700-45		
Evangelista, José, 1943-	52115127	52115127	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Evangelista,%20José,%201943-	http://example.org/1312131#Agent700-46		
Béluse, Pierre, 1935-	49418402	153527103	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Société%20de%20musique%20contemporaine%20du%20Québec.	http://example.org/1312131#Agent710-47	153527103	
Gili︠a︡rov, M. S.	30923585	30923585	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili͡arov,%20M.%20S.	http://example.org/1321112#Agent700-23		
Motrošilova, Nelli Vasilʹevna, 1934-	24728491	157037807	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Akademii͡a%20nauk%20SSSR.	http://example.org/1321112#Agent710-24	157037807	
Peyton, K.M.	40116635	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rowe,%20G.	http://example.org/1295882#Agent100-16	125493804	
Williamson, A.M. (Alice Muriel), 1869-1933	100236597	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1295882#Agent700-30		
Corak, Miles	22423183	157810330	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.	http://example.org/1295882#Agent710-31	157810330	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		153531599	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1295882#Agent710-32	153531599	
Canada. Dept. of Indian Affairs and Northern Development.		133449591	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.	http://example.org/1295882#Agent710-33	133449591	
Josquin, des Prez, -1521	100226284	100226284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Josquin,%20des%20Prez,%20-1521.	http://example.org/1373014#Agent100-13	122088972	
Higginbottom, Edward, 1946-....	277476608	277476608	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Higginbottom,%20Edward.	http://example.org/1373014#Agent700-30		
Christophers, Harry, 1953-....	14957840	130303760	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20College%20(University%20of%20Oxford).%20Choir.	http://example.org/1373014#Agent710-31	130303760	
Moore, Larry F., 1934-	17338249	17338249	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Larry%20F.,%201934-	http://example.org/1002352#Agent700-24		
Vancouver Volunteer Centre.		154702905	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Vancouver%20Volunteer%20Centre.	http://example.org/1002352#Agent710-25	154702905	
Magill, Richard A.	12429199	12429199	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Magill,%20Richard%20A.	http://example.org/1365380#Agent100-12		
Canada. Dept. of Communications.		135594287	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Communications.	http://example.org/1357580#Agent710-19	135594287	
Bose, N.K. (Nirmal K.), 1940-	108149097	108149097	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bose,%20N.%20K.%20(Nirmal%20K.),%201940-	http://example.org/1301767#Agent700-21		
Guiver, J. P.	306071207	306071207	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guiver,%20J.%20P.	http://example.org/1301767#Agent700-22		
Northwest Territories Association of Municipalities.		135980352	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent110-11	135980352	
Northwest Territories Association of Municipalities.		135980352	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent710-22	135980352	
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)		140654795	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Assembly%20on%20National%20Parks%20and%20Protected%20Areas%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Banff,%20Alta.)	http://example.org/1378732#Agent711-23	140654795	
Goodall, Jane, 1934-....	108443470	108443470	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morris,%20Gary.	http://example.org/1408420#Agent700-23		
Stevenson, Robert Louis, 1850-1894.	95207986	95207986	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20John.	http://example.org/1408420#Agent700-24	121013046	
McCoy, Charlie, 1941-	27145971492032332094	27145971492032332094	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCoy,%20Charlie.	http://example.org/1408420#Agent700-25	143209483	
Tillis, Pam, 1957-	44502738	44502738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tillis,%20Pam.	http://example.org/1408420#Agent700-26		
Brooks, Karen McConnell.	218230408	218230408	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brooks,%20Karen.	http://example.org/1408420#Agent700-27		
Allen, Rex, 1924-			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%201924-	http://example.org/1408420#Agent700-28		
Allen, Rex, 1947-	6654731	6654731	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%20Jr.	http://example.org/1408420#Agent700-29		
Rogers, Roy, 1911-1998	100231037	100231037	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rogers,%20Roy,%201911-1998.	http://example.org/1408420#Agent700-30		
Travis, Randy	25402151	25402151	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Travis,%20Randy.	http://example.org/1408420#Agent700-31		
Leadon, Bernie	7572566	147900594	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nitty%20Gritty%20Dirt%20Band.	http://example.org/1408420#Agent710-32	147900594	
Pinkard &amp; Bowden.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pinkard%20&amp;%20Bowden.	http://example.org/1408420#Agent710-33		
Hariharan, M. (Muthuswamy), 1951-	109253579	109253579	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hariharan,%20M.%20(Muthuswamy),%201951-	http://example.org/1329665#Agent100-12		
Gowri Kuppuswamy, 1933-	9896798	9896798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gowri%20Kuppuswamy,%201933-	http://example.org/1329665#Agent700-25		
Gerlach, Reinhard, 1934-	110753763	110753763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerlach,%20Reinhard,%201934-	http://example.org/1368741#Agent100-13		
Patenaude, Gilbert	18967371	155857909	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petits%20Chanteurs%20du%20Mont-Royal.	http://example.org/1331179#Agent110-13	155857909	
Patenaude, Gilbert	18967371	18967371	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patenaude,%20Gilbert.	http://example.org/1331179#Agent700-29	106671198	
Seutin, Didier	316955871	316955871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seutin,%20Didier.	http://example.org/1331179#Agent700-30		
Palestrina, Giovanni Pierluigi da 1525-1594	92280854	92280854	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Palestrina,%20Giovanni%20Pierluigi%20da,%201525?-1594.	http://example.org/1331179#Agent700-31	122088972	
Asola, Giovanni Matteo, 1560-1609	100249909	100249909	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Asola,%20Giovanni%20Matteo,%20-1609.	http://example.org/1331179#Agent700-32		
Vaughan Williams, Ralph, 1872-1958.	89801735	89801735	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaughan%20Williams,%20Ralph,%201872-1958.	http://example.org/1331179#Agent700-33	137139357	
Landini, Francesco, 1325?-1397	100198876	100198876	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Buxtehude,%20Dietrich,%201637-1707.	http://example.org/1331179#Agent700-34	126283972	
Reichel, Bernard, 1901-1992	56874763	56874763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reichel,%20Bernard,%201901-1992.	http://example.org/1331179#Agent700-35		
Mendelssohn-Bartholdy, Felix, 1809-1847.	2665666	2665666	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mendelssohn-Bartholdy,%20Felix,%201809-1847.	http://example.org/1331179#Agent700-36	149774741	
Stuart, Alex	48388722	48388722	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Archer,%20Violet.	http://example.org/1331179#Agent700-37		
Verlaine, Paul, 1844-1896.	4937684	4937684	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fauré,%20Gabriel,%201845-1924.	http://example.org/1331179#Agent700-38		
Franck, César, 1822-1890.	66651702	66651702	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20César,%201822-1890.	http://example.org/1331179#Agent700-39		
Lasso, Orlando di 1532-1594	23356192	23356192	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lasso,%20Orlando%20di,%201532-1594.	http://example.org/1331179#Agent700-40	130746794	
Schumann, Robert, 1810-1856.	7575259	7575259	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruckner,%20Anton,%201824-1896.	http://example.org/1331179#Agent700-41	154810666	
Bizet, Georges, 1838-1875.	10032551	10032551	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saint-Saëns,%20Camille,%201835-1921.	http://example.org/1331179#Agent700-42		
Kotarski, Edmund	101736897	101736897	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kotarski,%20Edmund.	http://example.org/1377891#Agent100-12		
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	121739093	121739093	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696.		http://example.org/1377891#Agent600-22
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	121739093	121739093	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696		http://example.org/1377891#Agent600-23
Kohn, Rita T.	91986822	91986822	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kohn,%20Rita%20T.	http://example.org/1377016#Agent100-12		
Hodgins, Bruce W., 1931-	92912260	92912260	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hodgins,%20Bruce%20W.,%201931-	http://example.org/1377901#Agent700-40		
Hobbs, Margaret (Margaret Helen)	58106158	58106158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hobbs,%20Margaret%20(Margaret%20Helen)	http://example.org/1377901#Agent700-41		
Donnert, Erich, 1928-....	54163493	54163493	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donnert,%20Erich.	http://example.org/1313531#Agent100-11		
Reitan, Ralph M.	54951450	54951450	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reitan,%20Ralph%20M.	http://example.org/1318845#Agent100-15		
Wolfson, Deborah.	161770610	161770610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolfson,%20Deborah.	http://example.org/1318845#Agent700-30		
Akeh-Osu, Lawrence	26054751	26054751	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akeh-Osu,%20Lawrence.	http://example.org/1371655#Agent700-21		
Freeman, Milton M.R., 1934-	30897698	30897698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeman,%20Milton%20M.%20R.,%201934-	http://example.org/1409258#Agent100-12		
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.%20(23rd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Monterey,%20Calif.)	http://example.org/1409258#Agent710-24		
Western Regional Science Association. Meeting.		139579913	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.	http://example.org/1409258#Agent710-25	139579913	
Aristotle	7524651	7524651	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Aristotle.	http://example.org/1314216#Agent100-20	126239404	
Irwin, Terence	14807866	14807866	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Irwin,%20Terence.	http://example.org/1314216#Agent700-31		
Händel, Georg Friedrich, 1685-1759.	5126950	5126950	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1324868#Agent100-12	149879067	
Shaw, Watkins, 1911-1996	51740222	51740222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20Watkins,%201911-1996.	http://example.org/1324868#Agent700-28		
Händel, Georg Friedrich, 1685-1759.	5126950	5126950	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1324868#Agent800-29	149879067	
Bâ, Âmadou Hampâté, 1901-1991	97713321	97713321	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bâ,%20Amadou%20Hampaté.	http://example.org/1330416#Agent100-10		
MacNaughton, Margot.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacNaughton,%20Margot.	http://example.org/1397323#Agent100-11		
Muren, Marie.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muren,%20Marie.	http://example.org/1397323#Agent700-24		
Tyson, Ian, 1933-	32267035	128504716	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Library%20of%20Canada.	http://example.org/1397323#Agent710-25	128504716	
King, Kenneth, 1940-....	109317167	109317167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22King,%20Kenneth,%201940-	http://example.org/1340470#Agent100-13		
Ageev, M., 1898-1973	61540706	61540706	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agi͡eev,%20M.	http://example.org/1313642#Agent100-13		
Cheney, E. W. (Elliott Ward), 1929-	9922483	9922483	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheney,%20E.%20W.%20(Elliott%20Ward),%201929-	http://example.org/1336904#Agent100-15		
