Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Elisseeff, Danielle	n82070690	n82070690	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Danielle.	http://example.org/1001312#Agent100-15		
Elisseeff, Danielle	n82070690	n82070690	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Vadime.	http://example.org/1001312#Agent700-29		
Vercors, 1902-1991	n79062921	no94025785	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centre%20national%20des%20lettres.	http://example.org/1001312#Agent710-30	no94025785	
Veltruský, Jarmila F.	n85060312	n85060312	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Veltruský,%20Jarmila%20F.	http://example.org/1300143#Agent100-13		
Edmonton Public School Board. Instructional Services Division.		n90652739	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Edmonton%20Public%20School%20Board.%20Instructional%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1375614#Agent710-20	n90652739	
Wormith, J. S.	n88622056	n88622056	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wormith,%20J.%20S.	http://example.org/1343658#Agent100-10		
Borzecki, Mark	n89628278	n89628278	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borzecki,%20Mark.	http://example.org/1343658#Agent700-24		
Canada. Ministry of the Solicitor General.		n80152367	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.	http://example.org/1343658#Agent710-25	n80152367	
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.	http://example.org/1343658#Agent710-26	n82119823	
Mintz, Morton	n50032621	n50032621	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mintz,%20Morton.	http://example.org/1001376#Agent100-13		
A.H. Robins Company.		n84220470	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22A.H.%20Robins%20Company.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22A.H.%20Robins%20Company.	n84220470	http://example.org/1001376#Agent610-24
Bü̈hler, Karl, 1879-1963	n81128253	n81128253	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Polański,%20Kazimierz,%201929-	http://example.org/1370972#Agent700-25		
Bémová, Alla	n86125562	n86125562	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bémová,%20Alla.	http://example.org/1370972#Agent700-26		
Johnson, Daniel M. (Daniel Morgan), 1945-	n82237399	n82237399	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Daniel%20M.%20(Daniel%20Morgan),%201945-	http://example.org/1371462#Agent700-26		
Alberta Research Council. Atmospheric Sciences Department.		no88001564	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta%20Research%20Council.%20Atmospheric%20Sciences %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Department.	http://example.org/1402306#Agent710-20	no88001564	
Wilde, Oscar, 1854-1900.	n79042038	n79042038	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beardsley,%20Aubrey,%201872-1898.	http://example.org/1405075#Agent100-12		
Wilde, Oscar, 1854-1900.	n79042038	n79042038	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beardsley,%20Aubrey,%201872-1898http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Beardsley,%20Aubrey,%201872-1898		http://example.org/1405075#Agent600-23
Foot, Michael, 1913-2010	n50060550	n50060550	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reade,%20Brian.	http://example.org/1405075#Agent700-24		
Italy. Soprintendenza speciale alla Galleria nazionale d'arte moderna e contemporanea.		n80099106	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Italy.%20Soprintendenza%20speciale%20alla%20Galleria%20nazionale%20d'arte %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20moderna%20e%20contemporanea.	http://example.org/1405075#Agent710-25	n80099106	
Gill, Eric, 1882-1940	n50027765	n79066252	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Victoria%20and%20Albert%20Museum.	http://example.org/1405075#Agent710-26	n79066252	
Bragg, William Lawrence, sir, 1890-1971	n79109781	n80008782	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Council.	http://example.org/1405075#Agent710-27	n80008782	
Abercrombie, Patrick, 1879-1957	n81012435	n81012435	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Watson,%20Leslie.	http://example.org/1319662#Agent100-13		
Dallwitz, M. J.	n86800910	n86800910	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dallwitz,%20M.%20J.	http://example.org/1319662#Agent700-26		
Landau, Jacob M.	n79096944	n79096944	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hamilton,%20Michael%20M.	http://example.org/1400868#Agent700-26		
Crandell, W. Dean	n92116747	n92116747	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Crandell,%20W.%20Dean.	http://example.org/1400868#Agent700-27		
O'Neill, Timothy, 1947-....	n84218668	n84218668	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Neill,%20Timothy%20J.	http://example.org/1341994#Agent100-13		
Bakke, Allan Paul	n77009958	n77009958	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakke,%20Allan%20Paul.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Bakke,%20Allan%20Paul.		http://example.org/1341994#Agent600-24
Pears, Nigel.	n83184586	n83184586	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pears,%20Nigel.	http://example.org/1302718#Agent100-12		
Hahn, Emily, 1905-1997	n50019689	n50019689	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akenson,%20Donald%20H.	http://example.org/1355182#Agent100-17		
Adamo Muscettola, Stefania	n86095109	n86095109	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adamo%20Muscettola,%20Stefania.	http://example.org/1332563#Agent700-25		
Balasco, Alfredo	n86095110	n86095110	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Balasco,%20Alfredo.	http://example.org/1332563#Agent700-26		
Giampaola, Daniela	n86095111	n86095111	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giampaola,%20Daniela.	http://example.org/1332563#Agent700-27		
Giampaola, Daniela	n86095111	n86095112	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20universitario%20orientale%20(Naples,%20Italy).%20Dipartimento%20di %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20studi%20del%20mondo%20classico%20e%20del%20Mediterraneo%20antico.	http://example.org/1332563#Agent710-28	n86095112	
Buchan, John, 1875-1940.	n79045167	n79045167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Robert,%20Lucie.	http://example.org/1399470#Agent100-13		
Jennings, Linda, 1946-....	n85027297	n85027297	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jennings,%20Linda,%201946-	http://example.org/1397874#Agent100-12		
Lamp, Mary L.	n85027298	n85027298	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lamp,%20Mary%20L.	http://example.org/1397874#Agent700-22		
Stenberg, Jerome, 1955-	n85027299	n85027299	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stenberg,%20Jerome,%201955-	http://example.org/1397874#Agent700-23		
British Library. Bibliographic Services Division.		n85304601	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library.%20Bibliographic%20Services%20Division.	http://example.org/1299654#Agent710-22	n85304601	
British Library Automated Information Service.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library%20Automated%20Information%20Service.	http://example.org/1299654#Agent710-23		
Birds Australia		n85033037	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Birds%20Australiahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Birds%20Australia	n85033037	http://example.org/1001399#Agent610-22
Keast, Allen.	n80009715	n80009715	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keast,%20Allen.	http://example.org/1001399#Agent700-25		
Royal Australasian Ornithologists' Union.		n85033037	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Royal%20Australasian%20Ornithologists'%20Union.	http://example.org/1001399#Agent710-26	n85033037	
Lockridge, Richard, 1898-1982	n80045195	n80045195	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Britton,%20Barbara.	http://example.org/1350666#Agent100-12		
Grave, Jonquil.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grave,%20Jonquil.	http://example.org/1350666#Agent700-25		
Northwest Territories. Dept. of Renewable Resources.		n98053127	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories.%20Dept.%20of%20Renewable%20Resources.	http://example.org/1350666#Agent710-26	n98053127	
Canada. Energy, Mines and Resources Canada.		n79058470	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Energy,%20Mines%20and%20Resources%20Canada.	http://example.org/1334974#Agent710-20	n79058470	
Laverychev, V. I︠A︡. (Vladimir I︠A︡kovlevich)	n83034629	n83034629	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laverychev,%20V.%20I͡A.%20(Vladimir%20I͡Akovlevich)	http://example.org/1341592#Agent100-11		
Solovʹeva, A. M. (Aida Mikhaĭlovna)	n85227495	n85227495	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Solovʹeva,%20A.%20M.%20(Aida%20Mikhaĭlovna)	http://example.org/1341592#Agent700-23		
Jenness, Doug	n97111718	n97111718	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jenness,%20Doug.	http://example.org/1310571#Agent700-22		
Guevara, Che, 1928-1967	n79018345	n79018345	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mandel,%20Ernest.	http://example.org/1310571#Agent700-23		
‏Lenin, Vladimir Ilʹich, 1870-1924‏	n80067085	n80067085	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lenin,%20Vladimir%20Ilʹich,%201870-1924.	http://example.org/1310571#Agent700-24		
Arts Manitoba		n80046909	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitobahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitoba	n80046909	http://example.org/1399611#Agent610-32
Arts Manitoba.		n80046909	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitoba.	http://example.org/1399611#Agent710-34	n80046909	
Knudsvig, Peter	nr95002075	n88625380	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rekkenze%20Ensemble.,	http://example.org/1300457#Agent110-15	n88625380	
Farkas, Ferenc, 1905-2000.	n80086158	n80086158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Farkas,%20Ferenc,%201905-2000.	http://example.org/1300457#Agent700-30		
Tomkins, Thomas, 1572-1656	n79081351	n79081351	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tomkins,%20Thomas,%201572-1656.	http://example.org/1300457#Agent700-31		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1300457#Agent700-32	n81073693	
Stravinsky, Igor, 1882-1971	n79070061	n79070061	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernstein,%20Leonard,%201918-1990.	http://example.org/1300457#Agent700-33	n81139912	
Joplin, Scott, 1868-1917.	n50039880	n50039880	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joplin,%20Scott,%201868-1917.	http://example.org/1300457#Agent700-34		
Armstrong, Louis, 1901-1971.	n50001506	n50001506	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Armstrong,%20Louis,%201901-1971.	http://example.org/1300457#Agent700-35	no91029812	
Elfman, Danny	n91078009	n91078009	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Daniel,%20Pete.	http://example.org/1353065#Agent100-12		
McCarthy, James J., 1962-....	n2009183582	n79083253	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Fertility%20Survey.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Fertility%20Survey.	n79083253	http://example.org/1335619#Agent610-18
United Nations. Dept. of International Economic and Social Affairs. Population Division.		n80139861	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations.%20Dept.%20of%20International%20Economic%20and%20Social%20Affairs. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Population%20Division.	http://example.org/1335619#Agent710-23	n80139861	
McCarthy, James J., 1962-....	n2009183582	n79083253	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Fertility%20Survey.	http://example.org/1335619#Agent710-24	n79083253	
Ali, Muhammad, 1942-2016	n79054611	n79054611	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fern,%20William.	http://example.org/1378132#Agent700-21		
Drohobycz-Boryslaw Reunion (1985 : South Fallsburg, N.Y.)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Drohobycz-Boryslaw%20Reunion%20(1985%20:%20South%20Fallsburg, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20N.Y.)	http://example.org/1378132#Agent711-22		
Franck, Irène M.	n79017204	n79017204	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20Irene%20M.	http://example.org/1000809#Agent100-12		
Brownstone, David M.	n79053617	n79053617	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brownstone,%20David%20M.	http://example.org/1000809#Agent700-28		
Canada. Geographical Services Division.		n89119116	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Geographical%20Services%20Division.	http://example.org/1333823#Agent110-14	n89119116	
Reeves, Randall R.	n78069422	n79058470	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Natural%20Resources%20Canadahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Natural%20Resources%20Canada	n79058470	http://example.org/1333823#Agent610-26
Canada. Map Office.		no92002685	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Map%20Office.	http://example.org/1333823#Agent710-30	no92002685	
Canada. Geographical Services Division.		n89119116	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Geographical%20Services%20Division.	http://example.org/1333821#Agent110-15	n89119116	
Martin, Paul, 1938-....	no94027385	n79142778	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Parliament.%20House%20of%20Commonshttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Parliament.%20House%20of%20Commons	n79142778	http://example.org/1333821#Agent610-29
Elections Canada		no93008925	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Elections%20Canadahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Elections%20Canada	no93008925	http://example.org/1333821#Agent610-30
Canada. Energy, Mines and Resources Canada.		n79058470	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Energy,%20Mines%20and%20Resources%20Canada.	http://example.org/1333821#Agent710-34	n79058470	
Canada. Map Office.		no92002685	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Map%20Office.	http://example.org/1333821#Agent710-35	no92002685	
May, Robin	n50007061	n50007061	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22May,%20Robin.	http://example.org/1363812#Agent100-13		
Canute I, King of England, 995?-1035	n81097818	n81097818	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Canute%20I,%20King%20of%20England,%20995?-1035http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canute%20I,%20King%20of%20England,%20995?-1035	nb2008006483	http://example.org/1363812#Agent600-26
Wesley, Charles, 1707-1788.	n50003882	n50003882	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wood,%20Gerald	http://example.org/1363812#Agent700-31		
Donovan, Kenneth Joseph, 1950-	n87906175	n87906175	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donovan,%20Kenneth%20Joseph,%201950-	http://example.org/1372777#Agent700-25		
Bergin, Joseph, 1948-....	n85022611	n85022611	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bergin,%20Joseph,%201948-	http://example.org/1354896#Agent100-19		
Richelieu, Armand-Jean du Plessis, duc de, 1585-1642	n50074523	n50074523	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Richelieu,%20Armand%20Jean%20du%20Plessis,%20duc%20de,%201585-1642http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Richelieu,%20Armand%20Jean%20du%20Plessis,%20duc%20de,%201585-1642		http://example.org/1354896#Agent600-29
Kuttner, Henry	n50061631	n50061631	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Noel,%20Keith.	http://example.org/1001365#Agent700-22		
Erickson, Diane	n2002158051	n2002158051	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Erickson,%20Diane.	http://example.org/1351414#Agent100-11		
Girardot, Annie, 1931-2011.	n81072357	n81072357	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Veit,%20Suzanne.	http://example.org/1351414#Agent700-25	n78083550	
Northwest Territories. Dept. of Social Services.		n87118580	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories.%20Dept.%20of%20Social%20Services.	http://example.org/1351414#Agent710-26	n87118580	
Angola. Comissão Nacional Preparatória do Carnaval da Vitória.		n85329605	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Angola.%20Comissão%20Nacional%20Preparatória%20do%20Carnaval%20da %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Vitória.	http://example.org/1322198#Agent710-21	n85329605	
Koel, Leonard	n85181266	n85181266	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koel,%20Leonard.	http://example.org/1304554#Agent100-13		
Román Umaña, Lina	n88648833	n88648833	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Román%20Umaña,%20Lina.	http://example.org/1313819#Agent100-9		
Inter-American Agricultural Documentation, Information, and Communication Center.		n80160592	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Inter-American%20Agricultural%20Documentation,%20Information,%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Communication%20Center.	http://example.org/1313819#Agent710-19	n80160592	
Yoshioka, Minoru, 1919-1990	n84106667	n84106667	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yoshioka,%20Minoru,%201919-1990.	http://example.org/1299746#Agent100-13		
Onuma, Tadayoshi, 1943-	n84168213	n84168213	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Onuma,%20Tadayoshi,%201943-	http://example.org/1299746#Agent700-28		
Ōe, Kenzaburō, 1935-	n81033861	n81033861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ōoka,%20Makoto,%201931-	http://example.org/1299746#Agent700-29		
Tsuruoka, Yoshihisa, 1936-	n81081977	n81081977	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tsuruoka,%20Yoshihisa,%201936-	http://example.org/1299746#Agent700-30		
Iijima, Kōichi 1930-2013	n82011976	n82011976	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Iijima,%20Kōichi,%201930-2013.	http://example.org/1299746#Agent700-31		
Collins, H.M. (Harry M.), 1943-	n81099696	n81099696	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Collins,%20H.%20M.%20(Harry%20M.),%201943-	http://example.org/1330469#Agent100-14		
Parker, William, 1952-....	no98127532	no98127532	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Campbell,%20Gayle.	http://example.org/1316728#Agent100-10		
Porporino, Frank J.	n87945129	n87945129	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porporino,%20Frank%20J.	http://example.org/1316728#Agent700-22		
Wevrick, Len	n89642241	n89642241	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wevrick,%20Len.	http://example.org/1316728#Agent700-23		
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.	http://example.org/1316728#Agent710-24	n82119823	
Gibbons, Gail	n79022044	n79022044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gibbons,%20Gail.	http://example.org/1373688#Agent100-13		
Serageldin, Ismail, 1944-	n82160262	n79043403	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Bank.	http://example.org/1360247#Agent710-26	n79043403	
