Column 1	fname	lname	ID	Column 2	Column 3
Armstrong, Louis, 1901-1971.	 Louis	Armstrong	195226	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Armstrong,%20Louis,%201901-1971.
Nystedt, Knut, 1915-2014	 Knut	Nystedt	17414688	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nystedt,%20Knut,%201915-2014
Medbøe, Katja 1945-1996	 Katja	Medbøe	224961457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medbøe,%20Katja.
Øien, Per, 1937-		Norske solistkor	51900691	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Norske%20solistkor.
Sandvika storband.		Sandvika storband		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Sandvika%20storband.
Saetre pikekor.		Saetre pikekor		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saetre%20pikekor.
Øien, Per, 1937-		Norske blåsekvintett	51900691	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Norske%20blåsekvintett.
Baerum orkesterforening.		Baerum orkesterforening		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Baerum%20orkesterforening.
Lituanistikos institutas (U.S.). Suvažiavimas (1981 : Chicago, Ill.)	 Ill)	Lituanistikos institutas (US) Suvažiavimas (1981 : Chicago		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Lituanistikos%20institutas%20(U.S.).%20Suvažiavimas%20(1981%20:%20Chicago, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Ill.)
Užgiris, Ina Č	 Ina Č	Užgiris	162921851	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Užgiris,%20Ina%20Č.
Lituanistikos institutas (U.S.). Suvažiavimas.		Lituanistikos institutas (US) Suvažiavimas		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Lituanistikos%20institutas%20(U.S.).%20Suvažiavimas.
Kabulov, A. V. (Anvar Vasilovich)	 A V (Anvar Vasilovich)	Kabulov	39146998370918940233	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kabulov,%20A.%20V.%20(Anvar%20Vasilovich)
Zufarov, B. I. (Bakhtier Ilʹi︠a︡sovich)	 B I (Bakhtier Ilʹi͡asovich)	Zufarov	61146998490118941656	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zufarov,%20B.%20I.%20(Bakhtier%20Ilʹi͡asovich)
"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR."		"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR"		Organization	"http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nauchno-proizvodstvennoe%20obʺedinenie%20""Kibernetika""%20AN %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20UzSSR."
Scubla, Lucien	 Lucien	Scubla	12436959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scubla,%20Lucien.
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		Ecole polytechnique (France) Centre de recherche sur l'épistémologie et l'autonomie		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.
Stravinsky, Igor, 1882-1971	 Igor	Stravinsky	17309155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stravinsky,%20Igor,%201882-1971.
McAlister, Clark	 Clark	McAlister	45380524	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McAlister,%20Clark.
Borge, Tomás, 1930-2012	 Tomás	Borge	4947372	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borge,%20Tomás,%201930-2012.
Pilon, J.-L. (Jean-Luc)	 J-L (Jean-Luc)	Pilon	40759064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilon,%20J.-L.%20(Jean-Luc)
Canada. NOGAP Secretariat.		Canada NOGAP Secretariat		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20NOGAP%20Secretariat.
Decker, Michel de 1948-	 Michel de	Decker	7389055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Decker,%20Michel%20de.
Worth, Katharine, 1922-....	 Katharine	Worth	94570876	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Worth,%20Katharine,%201922-
Consortium for Drama and Media in Higher Education.		Consortium for Drama and Media in Higher Education		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Consortium%20for%20Drama%20and%20Media%20in%20Higher%20Education.
Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)	 Italy)	Convegno di studi sulla Magna Grecia (24th : 1984 : Taranto		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.%20(24th%20:%201984%20:%20Taranto, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Italy)
Istituto per la storia e l'archeologia della Magna Grecia.		Istituto per la storia e l'archeologia della Magna Grecia		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20per%20la%20storia%20e%20l'archeologia%20della%20Magna %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Grecia.
Convegno di studi sulla Magna Grecia.		Convegno di studi sulla Magna Grecia		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.
Viola, Herman J.	 Herman J	Viola	14888634	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Viola,%20Herman%20J.
Margolis, Carolyn	 Carolyn	Margolis	50645005	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Margolis,%20Carolyn.
Ovidius Naso, Publius	 Rudolf	Stephan	88342447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephan,%20Rudolf.
Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)	 Germany)	Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Internationales%20Gustav-Mahler-Symposium%20(1979%20:%20Düsseldorf, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Germany)
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	 Arkadiĭ Natanovich	Strugat͡skiĭ	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Arkadiĭ%20Natanovich.
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	 Boris Natanovich	Strugat͡skiĭ	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Boris%20Natanovich.
Martin, David, 1929-....	 David	Lancaster	108286953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lancaster,%20David.
Unesco. Regional Office for Education in Asia and the Pacific.		Unesco Regional Office for Education in Asia and the Pacific		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Regional%20Office%20for%20Education%20in%20Asia%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Pacific.
Dickson, Gary W.	 Gary W	Dickson	109379426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Gary%20W.
Wetherbe, James C.	 James C	Wetherbe	93694907	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetherbe,%20James%20C.
Lynch, Beverly P.	 Beverly P	Lynch	30904355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lynch,%20Beverly%20P.
Winters, Christopher, 1944-	 Christopher	Winters	112329859	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winters,%20Christopher,%201944-
University of Chicago. Library. Map Collection.		University of Chicago Library Map Collection		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collection.
Medžitova, Èl'mira Dževatovna.	 Ė D (Ėlʹmira Dzhevatovna)	Medzhitova	59507817	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medzhitova,%20Ė.%20D.%20(Ėlʹmira%20Dzhevatovna)
Kline, Morris, 1908-1992	 Morris	Kline	59116073	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kline,%20Morris,%201908-1992.
Botta, Carlo, 1766-1837	 E G	Carli	51713723	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli,%20E.%20G.
Rowling, J.K., 1965-	 K E	Newton	116796842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Newton,%20K.%20E.
Telfer, J.S.	 J S	Telfer	104230053	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Telfer,%20J.%20S.
Herlihy, David.	 David	Herlihy	108552936	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Herlihy,%20David.
Hooke, Della	 Della	Hooke	12336873	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hooke,%20Della.
University of Oxford. Dept. for External Studies.		University of Oxford Dept for External Studies		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Oxford.%20Dept.%20for%20External%20Studies.
Castellanos, Rosario, 1925-1974.	 Rosario	Castellanos	97344364	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Castellanos,%20Rosario.
Johansson, Boo, 1952-	 Boo	Johansson	276463123	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johansson,%20Boo.
Cherubini, Luigi, 1760-1842.	 Luigi	Cherubini	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Charles X, King of France, 1757-1836	 King of France	Louis XVIII	96583780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XVIII,%20King%20of%20France,%201755-1824.
Carli Ballola, Giovanni, 1932-....	 Giovanni	Carli Ballola	76392744	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli%20Ballola,%20Giovanni,%201932-
Ovid, 43 B.C.-17 A.D. or 18 A.D.	 43 BC-17 AD or 18 AD	Ovid	88342447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ovid,%2043%20B.C.-17%20A.D.%20or%2018%20A.D.
Augustine, Saint, Bishop of Hippo	 D E	Hill	66806872	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20D.%20E.
Eimert, Herbert, 1897-1972		National Research Council Canada	52110	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Research%20Council%20Canada.
Vedernikov, Aleksandr Filippovič (1927- ).	 A N	Zolotov	84496281	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zolotov,%20A.%20N.
Pronicheva, Margarita Vladimirovna	 Margarita Vladimirovna	Pronicheva	25912837	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pronicheva,%20Margarita%20Vladimirovna.
Rozhdestvenskiĭ, Aleksandr Petrovich, 1864-1931	 Aleksandr Petrovich	Rozhdestvenskiĭ	38211911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozhdestvenskiĭ,%20Aleksandr%20Petrovich.
Mansfield, Edwin.	 Edwin	Mansfield	44376649	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mansfield,%20Edwin.
Williamson, A.M. (Alice Muriel), 1869-1933	 M J	Norris	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.
Canada. Indian and Northern Affairs Canada.		Canada Indian and Northern Affairs Canada		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Canada Indian and Northern Affairs Canada Corporate Policy Research Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Statistics Canada. Demography Division.		Statistics Canada Demography Division		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.%20Demography%20Division.
Arnold, Grant	 Grant	Arnold	13809033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arnold,%20Grant.
Forsyth, Mina, 1920-	 Mina	Forsyth	96445347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-
O'Brian, John, 1944-....		Mendel Art Gallery	85445774	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.
Godfrey Dean Cultural Centre.		Godfrey Dean Cultural Centre		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Godfrey%20Dean%20Cultural%20Centre.
Mermut, A. R. (Ahmet R.)	 A R	Mermut	275142181	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mermut,%20A.%20R.
Phillips, Peter W. B.		Saskatchewan Agriculture Development Fund	71461569	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan.%20Agriculture%20Development%20Fund.
Lôbo, Duarte 1565-1646	 Duarte	Lobo	87553403	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lobo,%20Duarte,%201565-1646.
Lasso, Orlando di 1532-1594	 Bruno	Turner	23356192	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Turner,%20Bruno.
Cherubini, Luigi, 1760-1842.	 Luigi	Cherubini	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Mörike, Eduard, 1804-1875	 Hugo	Ulrich	12312842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ulrich,%20Hugo.
Belok, Michael	 Michael	Belok	246001894	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belok,%20Michael.
Murphy, Warren	 John W	Murphy	17227233	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Murphy,%20John%20W.
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)	 DC)	International Symposium on Moisture and Humidity (1985 : Washington		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Washington,%20D.C.)
Mason, B. J. (Basil John)		American Meteorological Society	100889	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Meteorological%20Society.
International Symposium on Moisture and Humidity.		International Symposium on Moisture and Humidity		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity.
Parent, Marie-Danielle	 Marie-Danielle	Parent	75363953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Marie-Danielle.
Parent, Yolande	 Yolande	Parent	12166293	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Yolande.
Vaillancourt, Lorraine, 1947-	 Lorraine	Vaillancourt	12500888	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillancourt,%20Lorraine,%201943-
Garant, Serge, 1929-1986	 Serge	Garant	66730205	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garant,%20Serge,%201929-1986.
Grinhauz, Luis, 1942-	 Luis	Grinhauz	104833102	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grinhauz,%20Luis,%201942-
Dumouchel, Michael	 Michael	Dumouchel	187240491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dumouchel,%20Michael.
Béluse, Pierre, 1935-		Société de musique contemporaine du Québec	49418402	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Société%20de%20musique%20contemporaine%20du%20Québec.
Gili︠a︡rov, M. S.	 M S	Gili͡arov	30923585	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili͡arov,%20M.%20S.
Motrošilova, Nelli Vasilʹevna, 1934-		Akademii͡a nauk SSSR	24728491	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Akademii͡a%20nauk%20SSSR.
Peyton, K.M.	 G	Rowe	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rowe,%20G.
Williamson, A.M. (Alice Muriel), 1869-1933	 M J	Norris	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.
Corak, Miles		Statistics Canada	22423183	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Canada Indian and Northern Affairs Canada Corporate Policy Research Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Canada. Dept. of Indian Affairs and Northern Development.		Canada Dept of Indian Affairs and Northern Development		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.
Josquin, des Prez, -1521	 des Prez	Josquin	100226284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Josquin,%20des%20Prez,%20-1521.
Higginbottom, Edward, 1946-....	 Edward	Higginbottom	277476608	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Higginbottom,%20Edward.
Christophers, Harry, 1953-....		New College (University of Oxford) Choir	14957840	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20College%20(University%20of%20Oxford).%20Choir.
Moore, Larry F., 1934-	 Larry F	Moore	17338249	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Larry%20F.,%201934-
Vancouver Volunteer Centre.		Vancouver Volunteer Centre		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Vancouver%20Volunteer%20Centre.
Magill, Richard A.	 Richard A	Magill	12429199	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Magill,%20Richard%20A.
Canada. Dept. of Communications.		Canada Dept of Communications		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Communications.
Bose, N.K. (Nirmal K.), 1940-	 N K (Nirmal K)	Bose	108149097	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bose,%20N.%20K.%20(Nirmal%20K.),%201940-
Guiver, J. P.	 J P	Guiver	306071207	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guiver,%20J.%20P.
Northwest Territories Association of Municipalities.		Northwest Territories Association of Municipalities		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.
Northwest Territories Association of Municipalities.		Northwest Territories Association of Municipalities		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)	 Alta)	Canadian Assembly on National Parks and Protected Areas (1985 : Banff		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Assembly%20on%20National%20Parks%20and%20Protected%20Areas%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Banff,%20Alta.)
Goodall, Jane, 1934-....	 Gary	Morris	108443470	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morris,%20Gary.
Stevenson, Robert Louis, 1850-1894.	 John	Anderson	95207986	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20John.
McCoy, Charlie, 1941-	 Charlie	McCoy	27145971492032332094	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCoy,%20Charlie.
Tillis, Pam, 1957-	 Pam	Tillis	44502738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tillis,%20Pam.
Brooks, Karen McConnell.	 Karen	Brooks	218230408	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brooks,%20Karen.
Allen, Rex, 1924-	 Rex	Allen		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%201924-
Allen, Rex, 1947-	 Rex	Allen	6654731	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%20Jr.
Rogers, Roy, 1911-1998	 Roy	Rogers	100231037	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rogers,%20Roy,%201911-1998.
Travis, Randy	 Randy	Travis	25402151	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Travis,%20Randy.
Leadon, Bernie		Nitty Gritty Dirt Band	7572566	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nitty%20Gritty%20Dirt%20Band.
Pinkard &amp; Bowden.		Pinkard &amp; Bowden		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pinkard%20&amp;%20Bowden.
Hariharan, M. (Muthuswamy), 1951-	 M (Muthuswamy)	Hariharan	109253579	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hariharan,%20M.%20(Muthuswamy),%201951-
Gowri Kuppuswamy, 1933-	 1933-	Gowri Kuppuswamy	9896798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gowri%20Kuppuswamy,%201933-
Gerlach, Reinhard, 1934-	 Reinhard	Gerlach	110753763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerlach,%20Reinhard,%201934-
Patenaude, Gilbert		Petits Chanteurs du Mont-Royal	18967371	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petits%20Chanteurs%20du%20Mont-Royal.
Patenaude, Gilbert	 Gilbert	Patenaude	18967371	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patenaude,%20Gilbert.
Seutin, Didier	 Didier	Seutin	316955871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seutin,%20Didier.
Kotarski, Edmund	 Edmund	Kotarski	101736897	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kotarski,%20Edmund.
Kohn, Rita T.	 Rita T	Kohn	91986822	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kohn,%20Rita%20T.
Hodgins, Bruce W., 1931-	 Bruce W	Hodgins	92912260	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hodgins,%20Bruce%20W.,%201931-
Hobbs, Margaret (Margaret Helen)	 Margaret (Margaret Helen)	Hobbs	58106158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hobbs,%20Margaret%20(Margaret%20Helen)
Donnert, Erich, 1928-....	 Erich	Donnert	54163493	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donnert,%20Erich.
Reitan, Ralph M.	 Ralph M	Reitan	54951450	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reitan,%20Ralph%20M.
Wolfson, Deborah.	 Deborah	Wolfson	161770610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolfson,%20Deborah.
Akeh-Osu, Lawrence	 Lawrence	Akeh-Osu	26054751	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akeh-Osu,%20Lawrence.
Freeman, Milton M.R., 1934-	 Milton M R	Freeman	30897698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeman,%20Milton%20M.%20R.,%201934-
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)	 Calif)	Western Regional Science Association Meeting (23rd : 1984 : Monterey		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.%20(23rd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Monterey,%20Calif.)
Western Regional Science Association. Meeting.		Western Regional Science Association Meeting		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.
Aristotle		Aristotle	7524651	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Aristotle.
Irwin, Terence	 Terence	Irwin	14807866	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Irwin,%20Terence.
Händel, Georg Friedrich, 1685-1759.	 George Frideric	Handel	5126950	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.
Shaw, Watkins, 1911-1996	 Watkins	Shaw	51740222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20Watkins,%201911-1996.
Bâ, Âmadou Hampâté, 1901-1991	 Amadou Hampaté	Bâ	97713321	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bâ,%20Amadou%20Hampaté.
MacNaughton, Margot.	 Margot	MacNaughton		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacNaughton,%20Margot.
Muren, Marie.	 Marie	Muren		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muren,%20Marie.
Tyson, Ian, 1933-		National Library of Canada	32267035	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Library%20of%20Canada.
King, Kenneth, 1940-....	 Kenneth	King	109317167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22King,%20Kenneth,%201940-
Ageev, M., 1898-1973	 M	Agi͡eev	61540706	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agi͡eev,%20M.
Cheney, E. W. (Elliott Ward), 1929-	 E W (Elliott Ward)	Cheney	9922483	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheney,%20E.%20W.%20(Elliott%20Ward),%201929-
Kincaid, David (David Ronald)	 David (David Ronald)	Kincaid	42076967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kincaid,%20David%20(David%20Ronald)
Field, Peggy-Anne	 Peggy-Anne	Field	15508736	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Field,%20Peggy-Anne.
Morse, Janice M.	 Janice M	Morse	49965158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morse,%20Janice%20M.
Back, Sílvio 1937-....	 S	Back	24659201	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Back,%20S.,%201937-
