Column 1	fname	lname	ID	Column 2	Column 3
Rosendorfer, Herbert, 1934-2012	 Herbert	Rosendorfer	56666929	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosendorfer,%20Herbert,%201934-2012.
Maugham, W. Somerset (William Somerset), 1874-1965	 W Somerset (William Somerset)	Maugham	66470937	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maugham,%20W.%20Somerset%20(William%20Somerset),%201874-1965.
France, Hector, 1837-1908	 Marie	Harrington	2508018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harrington,%20Marie.
Kerr, K. Austin (Kathel Austin)	 K Austin (Kathel Austin)	Kerr	14998016	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20K.%20Austin%20(Kathel%20Austin)
Alberta. Alberta Municipal Affairs. Planning Services Division.		Alberta Alberta Municipal Affairs Planning Services Division		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Municipal%20Affairs.%20Planning%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Ghiazza, Silvana.	 Silvana	Ghiazza	37745	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ghiazza,%20Silvana.
Stankovsky, Jan	 Jan	Stankovsky	35006900	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stankovsky,%20Jan.
Мирослав	 Myroslav	Marusyn	65319121	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marusyn,%20Myroslav.
Gass, Boris	 Boris	Gass	93373943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gass,%20Boris.
Conseil des artistes peintres du Québec.		Conseil des artistes peintres du Québec		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Conseil%20des%20artistes%20peintres%20du%20Québec.
Thuillier, Jacques		Galeries nationales du Grand Palais (France)	9854212	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Galeries%20nationales%20du%20Grand%20Palais%20(France)
Maison de la culture Côte-des-Neiges.		Maison de la culture Côte-des-Neiges		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Maison%20de%20la%20culture%20Côte-des-Neiges.
Wilshere, E. R.	 E R	Wilshere	25852531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.
Lydon, John, 1956-....	 G M	Cochrane	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.
Oxfordshire Area Health Authority.		Oxfordshire Area Health Authority		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.
Hocks, Paula	 Paula	Hocks	34730229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hocks,%20Paula.
Hill, Peter, 1948-....	 Peter	Hill	114523566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20Peter,%201948-%20,
Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)	 I A (Igorʹ Aleksandrovich)	Khotenovskiı̆		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Khotenovskiı̆,%20I.%20A.%20(Igorʹ%20Aleksandrovich)
Smirnov, N. N.		Zoologicheskiĭ institut (Akademii͡a nauk SSSR)	5108995	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Zoologicheskiĭ%20institut%20(Akademii͡a%20nauk%20SSSR)
Block, Lawrence, 1938-....	 Paul	Kavanagh	110546896	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kavanagh,%20Paul.
Tisdell, C. A. (Clement Allan)		University of Newcastle	61618060	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Newcastle.
Editorial Letras Cubanas.		Editorial Letras Cubanas		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Editorial%20Letras%20Cubanas.
Georgievski, Hristo, 1943-	 Hristo	Georgievski	20088464	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Georgievski,%20Hristo,%201943-
Živković, Dragiša, 1914-2002	 Dragiša	Živković	71429410	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Živković,%20Dragiša.
Kondoleon, Harry	 Harry	Kondoleon	93685698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.
Beard, Mark	 Mark	Beard	22788544	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.
Sussler, Betsy	 Betsy	Sussler	37079714	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sussler,%20Betsy.
Rattray, David, 1958-2007	 David	Rattray	21657009	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rattray,%20David.
Anderman, Janusz, 1949-....	 Janusz	Anderman	93697938	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderman,%20Janusz,%201949-
Lihamba, Amandina.	 Amandina	Lihamba	119624943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lihamba,%20Amandina.
Corea, Gamani, 1925-....		United Nations Conference on Trade and Development Secretariat	109735750	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Secretariat.
Canadian Association of University Teachers.		Canadian Association of University Teachers		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Association%20of%20University%20Teachers.
Jabotinsky, Vladimir, 1880-1940	 Vladimir	Jabotinsky	90637373	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jabotinsky,%20Vladimir,%201880-1940.
Nimmo, A. P	 A P	Nimmo	104289823	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nimmo,%20A.%20P.
British Columbia Provincial Museum.		British Columbia Provincial Museum		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Columbia%20Provincial%20Museum.
Good, Colin H.	 Colin H	Good	17268988	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Good,%20Colin%20H.
Mok, Bong-ho	 Bong-ho	Mok	65589781	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mok,%20Bong-ho.
Ricken, Ulrich.	 Ulrich	Ricken	59088566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ricken,%20Ulrich.
International Workshop on Alluvial River Problems. (2nd : 1985 : University of Roorkee)		International Workshop on Alluvial River Problems (2nd : 1985 : University of Roorkee)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Workshop%20on%20Alluvial%20River%20Problems.%20(2nd%20:%201985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20University%20of%20Roorkee)
Goswami, D. Yogi.		University of Roorkee	10136329	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Roorkee.
India. Central Board of Irrigation and Power.		India Central Board of Irrigation and Power		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22India.%20Central%20Board%20of%20Irrigation%20and%20Power.
World Sanskrit Conference. (5th : 1981 : Varanasi, India)	 India)	World Sanskrit Conference (5th : 1981 : Varanasi		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Sanskrit%20Conference.%20(5th%20:%201981%20:%20Varanasi, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20India)
Dandekar, Ramchandra Narayan, 1909-2001	 Ramchandra Narayan	Dandekar	108463582	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dandekar,%20Ramchandra%20Narayan.
Navathe, P.D.	 P D	Navathe	63085474	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Navathe,%20P.%20D.
Yoshida, Kazuhiko, 1954-		World Sanskrit Conference	111455682	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Sanskrit%20Conference.
Conference on Curriculum Theory in Physical Education (4th : 1985 : Athens, Ga.)	 Ga)	Conference on Curriculum Theory in Physical Education (4th : 1985 : Athens		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Conference%20on%20Curriculum%20Theory%20in%20Physical%20Education%20(4th%20:%201985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Athens,%20Ga.)
Carnes, M. Martha	 M Martha	Carnes	94087971	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carnes,%20M.%20Martha.
Kopelman, Faigie	 Faigie	Kopelman	28691380	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kopelman,%20Faigie.
Moyer, Sharon	 Sharon	Moyer	11108861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moyer,%20Sharon.
Canada. Ministry of the Solicitor General. Programs Branch.		Canada Ministry of the Solicitor General Programs Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Canada. Ministry of the Solicitor General. Research Division.		Canada Ministry of the Solicitor General Research Division		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Canada. Solicitor General Canada. Ministry Secretariat.		Canada Solicitor General Canada Ministry Secretariat		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Solicitor%20General%20Canada.%20Ministry %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Secretariat.
Laidler, David E. W., 1938-		Commission of the European Communities	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.		Council of the European Communities	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Laidler, David E. W., 1938-		Commission of the European Communities	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.		Council of the European Communities	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Canada. Public Works Canada.		Canada Public Works Canada		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Public%20Works%20Canada.
Thurber Consultants Ltd.		Thurber Consultants Ltd		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Thurber%20Consultants%20Ltd.
Austria. Bundespressedienst.		Austria Bundespressedienst		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Austria.%20Bundespressedienst.
Arsenov, V. G.	 V G	Arsenov		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arsenov,%20V.%20G.
Moore, Colleen Grogan	 Colleen Grogan	Moore	21124477	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Colleen%20Grogan.
Siskin, Cheryl	 Cheryl	Siskin	23583116	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Siskin,%20Cheryl.
Dirlam, Richard	 Richard	Dirlam	18794952	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dirlam,%20Richard.,
Cernea, Michael M.	 Michael M	Cernea	116758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cernea,%20Michael%20M.
Serageldin, Ismail, 1944-		World Bank	95308382	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Bank.
Leroux, André, 1963-		Quatuor de saxophones de Montréal	106281846	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Quatuor%20de%20saxophones%20de%20Montréal.
Québec (Province). Ministère de l'énergie et des ressources.		Québec (Province) Ministère de l'énergie et des ressources		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Ministère%20de%20l'énergie%20et%20des %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20ressources.
Ivanov, V. N. (Vilen Nikolaevich), 1934-	 V N (Vilen Nikolaevich)	Ivanov	108882257	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ivanov,%20V.%20N.%20(Vilen%20Nikolaevich),%201934-
Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)		Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institut%20sot͡siologicheskikh%20issledovaniĭ%20(Akademii͡a%20nauk %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20SSSR)
Bulpin, Thomas Victor	 Thomas Victor	Bulpin	11091480	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bulpin,%20Thomas%20Victor.
Mayhew, Vic	 Vic	Mayhew	11095707	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mayhew,%20Vic.
Gallop, Jane, 1952-....	 Jane	Gallop	97833756	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gallop,%20Jane,%201952-
McGinn, Noel F., 1934-....	 Noel F	McGinn	111772403	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McGinn,%20Noel%20F.,%201934-
Barra Gallardo, Nancy	 Nancy	Barra	86259388	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barra,%20Nancy.
Harris, C. C. (Christopher Charles)	 C C (Christopher Charles)	Harris	56580609	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harris,%20C.%20C.%20(Christopher%20Charles)
Unesco. Division of Educational Policy and Planning.		Unesco Division of Educational Policy and Planning		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Division%20of%20Educational%20Policy%20and%20Planning.
Flores, Romeo M.	 Romeo M	Flores	24690566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Flores,%20Romeo%20M.
Davis, Richard A., Jr., 1937-		Society of Economic Paleontologists and Mineralogists	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Canadian Coast Guard. Ship Operations.		Canadian Coast Guard Ship Operations		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Coast%20Guard.%20Ship%20Operations.
Gautier, Donald L.	 Donald L	Gautier	94491167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gautier,%20Donald%20L.
Kharaka, Yousif K.	 Yousif K	Kharaka	1585071	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kharaka,%20Yousif%20K.
Surdam, Ronald C.	 Ronald C	Surdam	91798334	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Surdam,%20Ronald%20C.
Davis, Richard A., Jr., 1937-		Society of Economic Paleontologists and Mineralogists	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Westfall, Richard S.	 Richard S	Westfall	292198614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Westfall,%20Richard%20S.
Osler, Margaret J., 1942-....	 Margaret J	Osler	24654832	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Osler,%20Margaret%20J.,%201942-2010.
Farber, Paul Lawrence, 1944-....	 Paul Lawrence	Farber	104672061	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Farber,%20Paul%20Lawrence,%201944-
Ungar, Joseph, 1948-	 Joseph	Ungar	278271144	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ungar,%20Joseph,%201948-
Welsum, Desiree van		United Nations Conference on Trade and Development Trade and Development Board	62721202	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development.%20Trade%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development%20Board.
Prebisch, Raúl, 1901-1986		United Nations Conference on Trade and Development	34543132	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development.
Canada. Ministry of the Solicitor General. Programs Branch.		Canada Ministry of the Solicitor General Programs Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Fernie, John, 1948-....	 John	Fernie	45832437	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fernie,%20John,%201948-
Pitkethly, Alan S.	 Alan	Pitkethly	18668214	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pitkethly,%20Alan.
Serfaty, Thierry, 1967-....	 Joanna	Anderson	84689290	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20Joanna.
Brontë, Patrick Branwell, 1817-1848	 Jean	Benson	7404498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Benson,%20Jean.
Allsop, William		Institution of Civil Engineers (Great Britain)	6735364	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institution%20of%20Civil%20Engineers%20(Great%20Britain)
