Column 1	VIAF-ID	score	Column 2	Column 3	Column 4	LCID
Richter-Devroe, Sophie	306387474	1	Person		http://example.org/6669688#Agent700-35	http://id.loc.gov/authorities/names/no2014018978
Rabia-Queder, Sarab abu	299393292	1	Person		http://example.org/6669688#Agent700-36	http://id.loc.gov/authorities/names/n2014018630
Ratcliffe, Richard	307433318	1	Person		http://example.org/6669688#Agent700-37	http://id.loc.gov/authorities/names/n2014018629
Nsasra, Mansour	307433317	0.9375	Person		http://example.org/6711002#Agent700-35	http://id.loc.gov/authorities/names/n2014018627
Ratcliffe, Richard	307433318	1	Person		http://example.org/6711002#Agent700-36	http://id.loc.gov/authorities/names/n2014018629
Rabia-Queder, Sarab abu	299393292	1	Person		http://example.org/6711002#Agent700-37	http://id.loc.gov/authorities/names/n2014018630
Richter-Devroe, Sophie	306387474	1	Person		http://example.org/6711002#Agent700-38	http://id.loc.gov/authorities/names/no2014018978
Shapira, Anita	112721546	1	Person		http://example.org/6805050#Agent700-36	http://id.loc.gov/authorities/names/n83328282
Stern, Yedidia Z	66695027	0.9411764705882353	Person		http://example.org/6805050#Agent700-37	http://id.loc.gov/authorities/names/n99018741
Yakobson, Alexander	485148947844354950001	1	Person		http://example.org/6805050#Agent700-38	http://id.loc.gov/authorities/names/n95081826
Haley, Jennifer	120600478	1	Person		http://example.org/6812595#Agent100-17	http://id.loc.gov/authorities/names/no2010069948
Collerton, Daniel	309830600	1	Person		http://example.org/6797167#Agent700-32	http://id.loc.gov/authorities/names/n2014187113
Mosimann, Urs Peter			Person		http://example.org/6797167#Agent700-33	
Perry, Elaine	37071206	0.8125	Person		http://example.org/6797167#Agent700-34	http://id.loc.gov/authorities/names/nr2002021663
Simon, Joel, 1964-	107642500	1	Person		http://example.org/6786495#Agent100-17	http://id.loc.gov/authorities/names/n2014035190
Patt, Avinoam J	48977311	0.9375	Person		http://example.org/6803363#Agent700-23	http://id.loc.gov/authorities/names/no2006027894
Shechner, Mark	92576648	1	Person		http://example.org/6803363#Agent700-24	
Aarons, Victoria	27302256	1	Person		http://example.org/6803363#Agent700-25	
MacDonald, Tara	315246722	1	Person		http://example.org/6814049#Agent100-20	http://id.loc.gov/authorities/names/no2015057238
Phillips, Christopher J. (Christopher James), 1982-	307472386	1	Person		http://example.org/6786030#Agent100-24	http://id.loc.gov/authorities/names/no2014042878
Stanley, Andy	18320158	1	Person		http://example.org/6813166#Agent100-12	
Keeble, Richard, 1948-	114026549	0.8461538461538461	Person		http://example.org/6710632#Agent100-21	http://id.loc.gov/authorities/names/n93104274
Reeves, Iain			Person		http://example.org/6710632#Agent700-35	
Harris, Stephen L., 1937-	66695321	1	Person		http://example.org/6697892#Agent100-16	http://id.loc.gov/authorities/names/n80046241
Gottdiener, Mark	29581217	1	Person		http://example.org/6812601#Agent100-18	http://id.loc.gov/authorities/names/n84123730
Hutchison, Ray	17105628	0.9333333333333333	Person		http://example.org/6812601#Agent700-36	http://id.loc.gov/authorities/names/nr94020749
Ryan, Michael T	56164903	0.9375	Person		http://example.org/6812601#Agent700-37	http://id.loc.gov/authorities/names/n81064062
New York (N.Y.). Police Department			Jurisdiction		http://example.org/6775780#Agent610-30	
Eterno, John, 1959-	1849547	0.8260869565217391	Person		http://example.org/6775780#Agent700-34	http://id.loc.gov/authorities/names/n2003094682
Burnham, Douglas	118714367	1	Person		http://example.org/6773732#Agent100-24	
Nietzsche, Friedrich Wilhelm, 1844-1900	89798474	1	Person		http://example.org/6773732#Agent600-36	http://id.loc.gov/authorities/names/n79021132
Dakers, Diane	121056102	1	Person		http://example.org/6786713#Agent100-19	http://id.loc.gov/authorities/names/n2010028112
Dakers, Diane	121056102	1	Person		http://example.org/6786713#Agent800-34	
Williams, Robin, 1953-	46828378	0.8461538461538461	Person		http://example.org/6784542#Agent100-18	http://id.loc.gov/authorities/names/n96045732
Hancock, Ronald	80771083	1	Person		http://example.org/6735474#Agent700-37	
Wolf, Hubert	27231787	1	Person		http://example.org/6789665#Agent100-16	http://id.loc.gov/authorities/names/n93086939
Sant'Ambrogio della Massima (Monastery : Rome, Italy)			Organization		http://example.org/6789665#Agent610-27	http://id.loc.gov/authorities/names/no2007158466
Catholic Church			Organization		http://example.org/6789665#Agent610-28	http://id.loc.gov/authorities/names/n79041716
Kenny, Tom, 1954-	18446485	1	Person		http://example.org/6797143#Agent100-24	http://id.loc.gov/authorities/names/n2005180894
Carr, Cynthia E	217144782726628825902	0.9375	Person		http://example.org/6775668#Agent100-17	http://id.loc.gov/authorities/names/no2015139867
Deaver, Jeffery	98682359	1	Person		http://example.org/6815172#Agent100-13	http://id.loc.gov/authorities/names/n82232411
Oord, Thomas Jay	48148933399954300715	1	Person		http://example.org/6813070#Agent700-32	
Rader, Richard	310624239	1	Person		http://example.org/6813521#Agent100-20	http://id.loc.gov/authorities/names/no2014108522
Aeschylus	268526195	0.9	Person		http://example.org/6813521#Agent600-32	http://id.loc.gov/authorities/names/n79055702
Losee, John	92084249	0.9166666666666666	Person		http://example.org/6799428#Agent100-21	
Kierkegaard, Søren, 1813-1855	7392250	0.9666666666666667	Person		http://example.org/6799428#Agent600-32	
Tillich, Paul, 1886-1965	76323576	0.96	Person		http://example.org/6799428#Agent600-33	
Thorpe, Dave, 1954-	31513051	1	Person		http://example.org/6747471#Agent100-19	http://id.loc.gov/authorities/names/nb2004308470
Hewett, Beth L	70781055	0.9333333333333333	Person		http://example.org/6799402#Agent100-11	http://id.loc.gov/authorities/names/n2004044411
O'Neill, Lindsay	307475599	1	Person		http://example.org/6775508#Agent100-19	
Weinbren, Daniel	1755716	1	Person		http://example.org/6765989#Agent100-17	http://id.loc.gov/authorities/names/n97067602
Open University			Organization		http://example.org/6765989#Agent610-28	http://id.loc.gov/authorities/names/n79032959
Islam, Nazmul	311457367	1	Person		http://example.org/6748987#Agent700-25	http://id.loc.gov/authorities/names/no2015036804
Malone, Christopher			Person		http://example.org/6775545#Agent700-40	http://id.loc.gov/authorities/names/n2007012930
Martinez, George			Person		http://example.org/6775545#Agent700-41	
Mooney, Carol Garhart	259145541823996600977	1	Person		http://example.org/6799393#Agent100-18	http://id.loc.gov/authorities/names/n97111237
Herman, Andrew, 1957-	43011864	1	Person		http://example.org/6798547#Agent700-31	http://id.loc.gov/authorities/names/n98077128
Hadlaw, Jan	309819223	0.9166666666666666	Person		http://example.org/6798547#Agent700-32	http://id.loc.gov/authorities/names/n2014035861
Swiss, Thomas, 1952-			Person		http://example.org/6798547#Agent700-33	http://id.loc.gov/authorities/names/n85230941
West, Stephen H	114562628	0.9375	Person		http://example.org/6803421#Agent700-32	http://id.loc.gov/authorities/names/n77006665
Idema, W. L. (Wilt L.)	94738192	1	Person		http://example.org/6803421#Agent700-33	http://id.loc.gov/authorities/names/n82126684
Gawronski, Bertram	279400728	1	Person		http://example.org/6803089#Agent700-31	http://id.loc.gov/authorities/names/n2009066262
Bodenhausen, Galen V. (Galen Von), 1961-	61463033	1	Person		http://example.org/6803089#Agent700-32	http://id.loc.gov/authorities/names/nr98042291
Kuznetsov, Alexander S	309821241	0.9565217391304348	Person		http://example.org/6773758#Agent100-19	http://id.loc.gov/authorities/names/n2014038381
Van Veenendaal, Michel	290358819	1	Person		http://example.org/6783700#Agent100-16	http://id.loc.gov/authorities/names/nb2015002941
Laats, Adam	136283224	1	Person		http://example.org/6813625#Agent100-29	http://id.loc.gov/authorities/names/n2010052405
Van Rij, Inge	236928128	1	Person		http://example.org/6800005#Agent100-18	http://id.loc.gov/authorities/names/no2007005988
Berlioz, Hector, 1803-1869	71577105	0.9629629629629629	Person		http://example.org/6800005#Agent600-29	http://id.loc.gov/authorities/names/no2004025009
Constable, Karen	220850672	1	Person		http://example.org/6765436#Agent100-18	http://id.loc.gov/authorities/names/n2011087965
Green, Sandy			Person		http://example.org/6765436#Agent700-31	http://id.loc.gov/authorities/names/nb99173495
Compton, Wayde, 1972-	17464408	1	Person		http://example.org/6742816#Agent100-17	http://id.loc.gov/authorities/names/n99836192
Baltagi, Badi H. (Badi Hani)	85284734	1	Person		http://example.org/6790539#Agent700-31	http://id.loc.gov/authorities/names/n87148047
Bruun, Christer	17353287	0.9375	Person		http://example.org/6788455#Agent700-32	http://id.loc.gov/authorities/names/nr92035490
Edmondson, Jonathan	59117790	0.95	Person		http://example.org/6788455#Agent700-33	http://id.loc.gov/authorities/names/n88020136
Thatcher, Adrian	304350285	1	Person		http://example.org/6815137#Agent700-32	http://id.loc.gov/authorities/names/n77010262
Béland, Daniel	71608065	1	Person		http://example.org/6803518#Agent700-31	http://id.loc.gov/authorities/names/nr2002037035
Howard, Christopher, 1961-	33169208	0.8666666666666667	Person		http://example.org/6803518#Agent700-32	http://id.loc.gov/authorities/names/n96116182
Morgan, Kimberly J., 1970-	65189099	0.8666666666666667	Person		http://example.org/6803518#Agent700-33	http://id.loc.gov/authorities/names/no00096490
Ferrari, Virginia Busey	310617953	1	Person		http://example.org/6861338#Agent100-16	http://id.loc.gov/authorities/names/n2014187537
Heller, Michelle E	83513115	0.9473684210526315	Person		http://example.org/6861338#Agent700-32	http://id.loc.gov/authorities/names/n2009181244
Bilezikian, John P	51865631	0.9473684210526315	Person		http://example.org/6752269#Agent700-39	http://id.loc.gov/authorities/names/n93801516
Marcus, Robert (Physician)			Person		http://example.org/6752269#Agent700-40	
Levine, Michael A., 1950-	7623152	1	Person		http://example.org/6752269#Agent700-41	http://id.loc.gov/authorities/names/n93801547
Marcocci, Claudio	5356149719140211130007	1	Person		http://example.org/6752269#Agent700-42	
Silverberg, Shonni J	523149719127911130009	0.9523809523809523	Person		http://example.org/6752269#Agent700-43	
Potts, John T., 1932-	108460215	0.84	Person		http://example.org/6752269#Agent700-44	http://id.loc.gov/authorities/names/n83237002
Baswell, Christopher	297965421	1	Person		http://example.org/6669921#Agent700-34	
Sharpe, William	108162106	0.8333333333333334	Person		http://example.org/6669921#Agent700-35	
Barnard College			Organization		http://example.org/6669921#Agent710-36	http://id.loc.gov/authorities/names/nr94037504
Barnard College Conference on Medieval and Renaissance Studies (8th : 1986)			Meeting		http://example.org/6669921#Agent711-37	
Berger, Stefan			Person		http://example.org/6811050#Agent100-22	http://id.loc.gov/authorities/names/n94040346
Conrad, Christoph			Person		http://example.org/6811050#Agent700-38	
Moniz, Richard J	161584526	0.9411764705882353	Person		http://example.org/6679644#Agent700-40	http://id.loc.gov/authorities/names/no2011171317
Moats, Jean	309820486	1	Person		http://example.org/6679644#Agent700-41	http://id.loc.gov/authorities/names/n2014037433
Kelby, Scott	71620071	0.9230769230769231	Person		http://example.org/6809177#Agent100-18	http://id.loc.gov/authorities/names/no00087609
Dewis, Glyn	315185908	0.9166666666666666	Person		http://example.org/6809178#Agent100-18	http://id.loc.gov/authorities/names/no2015035526
Fischer-Cripps, Anthony C	19898709	0.9615384615384616	Person		http://example.org/6811278#Agent100-15	http://id.loc.gov/authorities/names/n99053831
Esposito, Salvatore	48598758	1	Person		http://example.org/6809340#Agent100-16	http://id.loc.gov/authorities/names/n2003015978
Majorana, Ettore	32030934	1	Person		http://example.org/6809340#Agent600-27	
Webster, John G., 1932-	108343333	0.8518518518518519	Person		http://example.org/6786167#Agent700-28	http://id.loc.gov/authorities/names/n80046645
Guillain, Adam	61064414	1	Person		http://example.org/6758270#Agent100-19	http://id.loc.gov/authorities/names/nb2005018923
Guillain, Charlotte	949150323894209971940	1	Person		http://example.org/6758270#Agent700-36	
Van Wyk, Rupert	78273923	1	Person		http://example.org/6758270#Agent700-37	http://id.loc.gov/authorities/names/nb99007175
Guillain, Adam	61064414	1	Person		http://example.org/6760250#Agent100-19	http://id.loc.gov/authorities/names/nb2005018923
Guillain, Charlotte	949150323894209971940	1	Person		http://example.org/6760250#Agent700-34	
Van Wyk, Rupert	78273923	1	Person		http://example.org/6760250#Agent700-35	http://id.loc.gov/authorities/names/nb99007175
Beitchman, Philip, 1939-	1667145857138722922909	0.9583333333333334	Person		http://example.org/6790615#Agent100-17	http://id.loc.gov/authorities/names/n87910114
Crowell, Thomas A	60990064	0.9444444444444444	Person		http://example.org/6752661#Agent100-18	http://id.loc.gov/authorities/names/n2007012503
Branche, Jerome	71712608	1	Person		http://example.org/6775750#Agent100-16	http://id.loc.gov/authorities/names/no2002020156
Taylor, Marcus (Marcus Edward)	15384290	1	Person		http://example.org/6756588#Agent100-21	http://id.loc.gov/authorities/names/n2006088412
Mercille, Julien	296401795	1	Person		http://example.org/6710605#Agent100-19	http://id.loc.gov/authorities/names/nb2013004147
Hearns-Branaman, Jesse Owen	263148933375054300397	1	Person		http://example.org/6807381#Agent100-21	http://id.loc.gov/authorities/names/n2014075948
Moore, Nina M., 1966-	263259941	1	Person		http://example.org/6802418#Agent100-21	http://id.loc.gov/authorities/names/n00085277
Wulfstan, Archbishop of York, -1023	261470123	1	Person		http://example.org/6760133#Agent100-17	
Wulfstan, Archbishop of York, -1023	261470123	1	Person		http://example.org/6760133#Agent600-27	http://id.loc.gov/authorities/names/n50027889
Rabin, Andrew	122337528	0.9285714285714286	Person		http://example.org/6760133#Agent700-28	http://id.loc.gov/authorities/names/n2010042007
Cox, Michaelene	48697294	1	Person		http://example.org/6807360#Agent100-20	
Stoddard, John L. (John Lawson), 1850-1931	67503882	1	Person		http://example.org/6807360#Agent600-31	http://id.loc.gov/authorities/names/n86114716
Tagore, Rabindranath, 1861-1941	24608356	0.9393939393939394	Person		http://example.org/6813460#Agent600-30	http://id.loc.gov/authorities/names/n80036680
Bhattacharya, Arnab	296159714	1	Person		http://example.org/6813460#Agent700-31	http://id.loc.gov/authorities/names/no2013021979
Renganathan, Mala	120439257	1	Person		http://example.org/6813460#Agent700-32	http://id.loc.gov/authorities/names/n2010022252
Mathiesen, Thomas	79414917	1	Person		http://example.org/6700968#Agent100-19	
Savigny, Heather	307272923	1	Person		http://example.org/6811227#Agent700-31	http://id.loc.gov/authorities/names/n2007075308
Warner, Helen, editor			Person		http://example.org/6811227#Agent700-32	
Stephan, Benjamin			Person		http://example.org/6710602#Agent700-32	http://id.loc.gov/authorities/names/n2012064003
Lane, Richard	92021200	1	Person		http://example.org/6710602#Agent700-33	http://id.loc.gov/authorities/names/n87119655
Padot, Rebecca	308755507	0.8235294117647058	Person		http://example.org/6803248#Agent100-19	http://id.loc.gov/authorities/names/n2014031389
Scoones, Ian	73968038	1	Person		http://example.org/6811212#Agent700-36	http://id.loc.gov/authorities/names/no93022210
Leach, Melissa	24758339	1	Person		http://example.org/6811212#Agent700-37	http://id.loc.gov/authorities/names/n91079691
Newell, Peter (Peter John)	261550085	1	Person		http://example.org/6811212#Agent700-38	http://id.loc.gov/authorities/names/n99252760
Peterson, Derek	21971996	1	Person		http://example.org/6849256#Agent700-24	http://id.loc.gov/authorities/names/no2008172757
Gavua, Kodzo	68579807	1	Person		http://example.org/6849256#Agent700-25	http://id.loc.gov/authorities/names/no2001034017
Rassool, Ciraj	238720084	1	Person		http://example.org/6849256#Agent700-26	http://id.loc.gov/authorities/names/no95031295
Hickey, Samuel, 1972-	16622857	0.84	Person		http://example.org/6799742#Agent700-28	http://id.loc.gov/authorities/names/n2004097062
Sen, Kunal, 1961-	28839331	1	Person		http://example.org/6799742#Agent700-29	http://id.loc.gov/authorities/names/n97928544
Bukenya, Badru	88148752100841201716	1	Person		http://example.org/6799742#Agent700-30	http://id.loc.gov/authorities/names/nb2015001369
Fouskas, Vassilis K., 1963-	22312566	1	Person		http://example.org/6773515#Agent700-36	http://id.loc.gov/authorities/names/n2013053118
Gee, Graham	285037695	1	Person		http://example.org/6800002#Agent100-22	http://id.loc.gov/authorities/names/n2014062505
Hazell, Robert	160063871	1	Person		http://example.org/6800002#Agent700-36	http://id.loc.gov/authorities/names/n97106727
Malleson, Kate	113990561	1	Person		http://example.org/6800002#Agent700-37	http://id.loc.gov/authorities/names/n94079252
O'Brien, Patrick, 1981-	220755093	1	Person		http://example.org/6800002#Agent700-38	http://id.loc.gov/authorities/names/no2011187335
Doyle, Martha	53596346	1	Person		http://example.org/6815461#Agent100-17	http://id.loc.gov/authorities/names/n2007012911
Marcus, Bonnie R., 1948-	313488162	1	Person		http://example.org/6849500#Agent100-16	http://id.loc.gov/authorities/names/n2015005171
Meyer, David S	5188778	0.9333333333333333	Person		http://example.org/6672229#Agent100-16	http://id.loc.gov/authorities/names/n88241597
Chastain, Ragen	308230353	1	Person		http://example.org/6813504#Agent700-34	http://id.loc.gov/authorities/names/n2014022706
Phillips, Anne			Person		http://example.org/6849295#Agent100-14	http://id.loc.gov/authorities/names/n81060639
Moorhead, John, 1948-	103736	0.84	Person		http://example.org/6798544#Agent100-20	http://id.loc.gov/authorities/names/n91061956
Bhaskar, Roy, 1944-2014	109228446	1	Person		http://example.org/6713671#Agent100-16	http://id.loc.gov/authorities/names/n83800276
Newcomb, Karen	11368035	1	Person		http://example.org/6812316#Agent100-15	
Massumi, Brian	70087424	1	Person		http://example.org/6813056#Agent100-18	
Sinanis, Tony	313298336	1	Person		http://example.org/6760053#Agent100-13	http://id.loc.gov/authorities/names/no2015001715
Sanfelippo, Joseph	313298162	1	Person		http://example.org/6760053#Agent700-28	http://id.loc.gov/authorities/names/no2015001516
Blanco, Maria-José			Person		http://example.org/6786632#Agent700-32	http://id.loc.gov/authorities/names/n2014036593
Vidal, Ricarda	159036278	1	Person		http://example.org/6786632#Agent700-33	http://id.loc.gov/authorities/names/no2013068728
London, Manuel			Person		http://example.org/6669759#Agent100-18	http://id.loc.gov/authorities/names/n81121870
Black, Jeremy, 1955-	12327241	0.8333333333333334	Person		http://example.org/6811056#Agent100-12	http://id.loc.gov/authorities/names/n84074881
Bond, Michael Shaw	63364532	0.9473684210526315	Person		http://example.org/6704246#Agent100-13	http://id.loc.gov/authorities/names/n2002024810
Mosley, Eric	187437425	1	Person		http://example.org/6802178#Agent100-14	
Irvine, Derek	174905554	1	Person		http://example.org/6802178#Agent700-26	
Limoncelli, Tom	311178749	1	Person		http://example.org/6712288#Agent100-18	http://id.loc.gov/authorities/names/n2001009993
Chalup, Strata R	162928288	0.9411764705882353	Person		http://example.org/6712288#Agent700-34	http://id.loc.gov/authorities/names/n2007025326
Hogan, Christina J	28976661	0.9473684210526315	Person		http://example.org/6712288#Agent700-35	http://id.loc.gov/authorities/names/no2007077683
Harvey, Clare G	44608396	0.9375	Person		http://example.org/6775506#Agent100-20	http://id.loc.gov/authorities/names/no95054215
Harvey, Clare G	44608396	0.9375	Person		http://example.org/6775506#Agent700-39	http://id.loc.gov/authorities/names/no95054215
Korte, Andreas	15437050	1	Person		http://example.org/6775506#Agent700-40	http://id.loc.gov/authorities/names/nr98023613
Lewith, George	94401769	1	Person		http://example.org/6775506#Agent700-41	http://id.loc.gov/authorities/names/n82102101
Gerber, Richard	72929062	1	Person		http://example.org/6775506#Agent700-42	http://id.loc.gov/authorities/names/n98095119
Miller, Luke	6665862	1	Person		http://example.org/6849506#Agent100-13	http://id.loc.gov/authorities/names/n96097277
Hyer, Eric, 1953-	34367330	1	Person		http://example.org/6802850#Agent100-22	http://id.loc.gov/authorities/names/nr98001206
Hawkes, C. F. C. (Charles Francis Christopher), 1905-1992	88828165	1	Person		http://example.org/6811195#Agent100-20	http://id.loc.gov/authorities/names/n50035268
Piggott, Stuart	109311576	1	Person		http://example.org/6813519#Agent700-35	http://id.loc.gov/authorities/names/n50009852
Bradley, Richard, 1946-	30091	1	Person		http://example.org/6811196#Agent100-22	http://id.loc.gov/authorities/names/n81150072
Childe, V. Gordon (Vere Gordon), 1892-1957	76388231	1	Person		http://example.org/6785980#Agent100-20	
Miller, Joseph Calder	46779932	1	Person		http://example.org/6811059#Agent700-30	http://id.loc.gov/authorities/names/n80090138
Norton, M. Scott	18888975	1	Person		http://example.org/6711127#Agent100-20	http://id.loc.gov/authorities/names/n93017206
Domjan, Michael, 1947-	50488294	0.8461538461538461	Person		http://example.org/6748807#Agent100-15	http://id.loc.gov/authorities/names/n78076814
Grau, James W	166249418	0.9285714285714286	Person		http://example.org/6748807#Agent700-25	http://id.loc.gov/authorities/names/n2001128463
Tortajada, Cecilia	36145003629861340002	1	Person		http://example.org/6790392#Agent700-26	
González-Gómez, Francisco			Person		http://example.org/6790392#Agent700-27	
Biswas, Asit K	44525699	0.9333333333333333	Person		http://example.org/6790392#Agent700-28	http://id.loc.gov/authorities/names/n50026220
García-Rubio, Miguel A	307448226	0.875	Person		http://example.org/6790392#Agent700-29	http://id.loc.gov/authorities/names/no2013109663
Speak, Daniel	81746881	0.9285714285714286	Person		http://example.org/6815668#Agent100-18	http://id.loc.gov/authorities/names/no2014159949
Sennewald, Charles A., 1931-	272941111	1	Person		http://example.org/6809436#Agent100-19	http://id.loc.gov/authorities/names/n78016509
Tsukayama, John K	75089183	0.9444444444444444	Person		http://example.org/6809436#Agent700-37	http://id.loc.gov/authorities/names/n00103241
Gottschall, Jonathan	119886183	1	Person		http://example.org/6804839#Agent100-16	http://id.loc.gov/authorities/names/n2005012346
Gottschall, Jonathan	119886183	1	Person		http://example.org/6804839#Agent600-26	
Payne, Robert, 1973-	310614358	1	Person		http://example.org/6755102#Agent100-18	http://id.loc.gov/authorities/names/n2014051619
Shengold, Leonard	9950386	1	Person		http://example.org/6773374#Agent100-19	
Bevan, Thomas E	309829575	0.9375	Person		http://example.org/6796666#Agent100-20	http://id.loc.gov/authorities/names/n2014185817
Barrett, Lisa Feldman	35544389	1	Person		http://example.org/6799199#Agent700-33	
Russell, James A. (James Albert), 1947-	313473065	1	Person		http://example.org/6799199#Agent700-34	http://id.loc.gov/authorities/names/no2011035954
Uusiautti, Satu	90484732	1	Person		http://example.org/6709445#Agent100-18	http://id.loc.gov/authorities/names/nb2009014753
Määttä, Kaarina	16210470	1	Person		http://example.org/6709445#Agent700-34	http://id.loc.gov/authorities/names/n85206163
Keegan, Sheila	314795977	1	Person		http://example.org/6808481#Agent100-23	http://id.loc.gov/authorities/names/n2009029458
Schinke, Robert J	864978	0.9444444444444444	Person		http://example.org/6710634#Agent700-38	http://id.loc.gov/authorities/names/n2008076321
McGannon, Kerry R	309819325	0.9444444444444444	Person		http://example.org/6710634#Agent700-39	http://id.loc.gov/authorities/names/n2014035986
Woods, Stephen A	153872752	0.9411764705882353	Person		http://example.org/6711183#Agent100-15	http://id.loc.gov/authorities/names/nb2010017133
West, Michael A., 1951- 	90723522	0.8518518518518519	Person		http://example.org/6711183#Agent700-29	http://id.loc.gov/authorities/names/n90625462
Curtis, Kathleen A	51007670	0.9473684210526315	Person		http://example.org/6717589#Agent100-19	http://id.loc.gov/authorities/names/n98085902
Newman, Peggy DeCelle	6793297	1	Person		http://example.org/6717589#Agent700-37	http://id.loc.gov/authorities/names/n2004123800
Brown, Robert E., 1945-	309818671	1	Person		http://example.org/6773901#Agent100-18	http://id.loc.gov/authorities/names/n2014035180
Woodrow, George, Jr	310612415	0.8947368421052632	Person		http://example.org/6758525#Agent100-21	http://id.loc.gov/authorities/names/n2014049222
Arnold, Elana K	239249838	0.9375	Person		http://example.org/6815486#Agent100-15	http://id.loc.gov/authorities/names/no2012053999
Gross, Aaron	310710269	1	Person		http://example.org/6786552#Agent100-18	http://id.loc.gov/authorities/names/n2011076656
Gigantino, James J., II, 1983-	307475772	0.8823529411764706	Person		http://example.org/6742829#Agent100-18	http://id.loc.gov/authorities/names/no2014046904
Knapp, Herschel	68360090	0.9375	Person		http://example.org/6740757#Agent100-20	http://id.loc.gov/authorities/names/n2006065046
French, Lyn, 1958-	168909292	0.8181818181818182	Person		http://example.org/6675455#Agent700-33	http://id.loc.gov/authorities/names/n2011180987
Klein, Reva, 1951-	169077663	0.8181818181818182	Person		http://example.org/6675455#Agent700-34	http://id.loc.gov/authorities/names/n2011180988
Whittaker, James K	47307122	0.9473684210526315	Person		http://example.org/6711158#Agent700-32	http://id.loc.gov/authorities/names/n79042155
Fernandez del Valle, Jorge	307430138	1	Person		http://example.org/6711158#Agent700-33	
Holmes, Lisa	90491349	1	Person		http://example.org/6711158#Agent700-34	
Baker, Jennifer S., 1953-	309819782	1	Person		http://example.org/6765662#Agent100-22	http://id.loc.gov/authorities/names/n2014036576
Hussein, Cherine	313283367	1	Person		http://example.org/6813028#Agent100-18	http://id.loc.gov/authorities/names/n2014077132
Church, Michael			Person		http://example.org/6802808#Agent100-21	
Leinberger, Eric	68249315	0.9411764705882353	Person		http://example.org/6802808#Agent700-35	http://id.loc.gov/authorities/names/n98094734
Church, Michael			Person		http://example.org/6815697#Agent100-26	
Goh, Irving	310656350	1	Person		http://example.org/6775873#Agent100-16	http://id.loc.gov/authorities/names/n2014038898
Lopez, Sarah Lynn	308767592	1	Person		http://example.org/6798495#Agent100-23	http://id.loc.gov/authorities/names/no2014073200
Ruggiero, Guido, 1944-	32059162	0.8461538461538461	Person		http://example.org/6811062#Agent100-21	http://id.loc.gov/authorities/names/n79141505
Pagnoni, Gian Andrea	310611678	1	Person		http://example.org/6849247#Agent100-14	http://id.loc.gov/authorities/names/n2014048329
Roche, Stephen	310611685	1	Person		http://example.org/6849247#Agent700-26	http://id.loc.gov/authorities/names/n2014048337
Marcus, Gary F. (Gary Fred)	74960026	1	Person		http://example.org/6759533#Agent700-31	http://id.loc.gov/authorities/names/no96013582
Freeman, Jeremy	14410778	1	Person		http://example.org/6759533#Agent700-32	http://id.loc.gov/authorities/names/no2008106815
Ahrens, Misha B			Person		http://example.org/6759533#Agent700-33	
Bertolino, Bob, 1965-	116470973	1	Person		http://example.org/6744057#Agent100-21	http://id.loc.gov/authorities/names/n97091721
Brill, Hal, 1956-	4260021	0.85	Person		http://example.org/6809431#Agent100-20	http://id.loc.gov/authorities/names/n99005421
Kramer, Michael			Person		http://example.org/6809431#Agent700-36	http://id.loc.gov/authorities/names/n2003110742
Peck, Christopher	21454581	0.85	Person		http://example.org/6809431#Agent700-37	http://id.loc.gov/authorities/names/n98044611
Robinson, Simon, 1984-	310616343	1	Person		http://example.org/6752612#Agent100-18	http://id.loc.gov/authorities/names/n2014054089
Marsden, Gary	58807792	1	Person		http://example.org/6752612#Agent700-32	
Jones, Matt, 1968-	122181382	1	Person		http://example.org/6752612#Agent700-33	http://id.loc.gov/authorities/names/no2003034050
Robinson, Simon, 1984-	310616343	1	Person		http://example.org/6752367#Agent100-26	http://id.loc.gov/authorities/names/n2014054089
Marsden, Gary	58807792	1	Person		http://example.org/6752367#Agent700-42	http://id.loc.gov/authorities/names/no2005018860
Jones, Matt, 1968-	122181382	1	Person		http://example.org/6752367#Agent700-43	http://id.loc.gov/authorities/names/no2003034050
Gantner, Clemens	214013362	1	Person		http://example.org/6811113#Agent700-40	
McKitterick, Rosamond	57146998427518940877	1	Person		http://example.org/6811113#Agent700-41	
Meeder, Sven			Person		http://example.org/6811113#Agent700-42	
Rinaldi, Francesca Romana	313310142	1	Person		http://example.org/6766207#Agent100-21	http://id.loc.gov/authorities/names/no2015022356
Testa, Salvo	24305063	1	Person		http://example.org/6766207#Agent700-37	http://id.loc.gov/authorities/names/no2004012494
Rinaldi, Loredana Maria			Person		http://example.org/6766207#Agent700-38	
Carver, Matthew	261931802	1	Person		http://example.org/6752732#Agent100-16	
Lake, Nick			Person		http://example.org/6790422#Agent100-17	http://id.loc.gov/authorities/names/n2009042085
Torstendahl, Rolf	110982536	1	Person		http://example.org/6775769#Agent100-16	http://id.loc.gov/authorities/names/n80090098
Wheaton, Gerry	310713445	1	Person		http://example.org/6849305#Agent100-14	http://id.loc.gov/authorities/names/n2014061012
Coyne, John	39496845	1	Person		http://example.org/6774249#Agent100-18	http://id.loc.gov/authorities/names/n80033950
Bell, Peter (Peter J.)			Person		http://example.org/6774249#Agent700-35	http://id.loc.gov/authorities/names/nb2014002975
