Column 1	uri	test	Column 3	acc	Column 5
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ht/24/wm/94/ht24wm94d		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/hx/11/xj/08/hx11xj08s		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/j0/98/zc/25/j098zc25j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jd/47/2x/07/jd472x07m	http://terms.library.ualberta.ca/draft	| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jd/47/2x/52/jd472x52f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jh/34/3w/03/jh343w035		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jh/34/3w/20/jh343w20t	http://terms.library.ualberta.ca/draft	| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jm/21/4r/79/jm214r79j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jq/08/5n/94/jq085n945		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jw/82/7f/08/jw827f08j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jw/82/7f/09/jw827f09t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k0/69/89/56/k0698956j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k0/69/8b/27/k0698b279		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k6/43/b3/81/k643b381c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k6/43/b3/92/k643b392w		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k6/43/b3/94/k643b394f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k9/30/c0/77/k930c0771		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kd/17/cw/70/kd17cw70f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dq/31/kh04dq31k	http://terms.library.ualberta.ca/draft	| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kk/91/fp/39/kk91fp39d		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ks/65/hf/28/ks65hf28f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ks/65/hg/10/ks65hg106		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m6/13/n1/39/m613n1397		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m9/00/nx/16/m900nx160		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m9/00/nx/17/m900nx178		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rk/73/mk61rk73c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rk/75/mk61rk75x		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rk/78/mk61rk78r		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mp/48/sg/49/mp48sg49t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mp/48/sg/51/mp48sg51v		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mw/22/v7/83/mw22v783d		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/n0/09/w3/23/n009w3239		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/n0/09/w5/11/n009w511x		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/n8/70/zt/80/n870zt80n		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nk/32/2h/09/nk322h09b		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nk/32/2h/10/nk322h103		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/np/19/3d/18/np193d18t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ns/06/48/53/ns064853f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nz/80/62/50/nz8062502		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nz/80/62/55/nz806255f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p2/67/6z/06/p2676z06w		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p2/67/6z/14/p2676z14k		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p5/54/7v/11/p5547v110		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p5/54/7v/12/p5547v128		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pk/02/cd/58/pk02cd58x		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pk/02/cd/69/pk02cd69f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pn/89/d9/25/pn89d925v		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pv/63/g3/44/pv63g344j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pv/63/g3/51/pv63g351z		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q5/24/jp/93/q524jp93q		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q5/24/jr/58/q524jr58j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q8/11/kn/17/q811kn17j		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qf/85/nd/95/qf85nd95f		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qr/46/r3/63/qr46r3635		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qr/46/r3/77/qr46r377h		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qz/20/sv/92/qz20sv92q		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r4/94/vn/81/r494vn81z		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r7/81/wj/66/r781wj663		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r7/81/wj/67/r781wj67c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r7/81/wj/85/r781wj859		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rb/68/xf/46/rb68xf464		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rb/68/xf/55/rb68xf553		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rf/55/zb/52/rf55zb52h		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rr/17/20/80/rr172080m		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s1/78/4p/63/s1784p63s		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s4/65/5k/53/s4655k53s		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s7/52/6g/19/s7526g19q		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sf/26/87/99/sf2687996		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sf/26/88/01/sf2688011		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sf/26/88/04/sf268804v		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sn/00/b1/46/sn00b146n		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sq/87/bx/47/sq87bx477		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sq/87/bx/51/sq87bx51t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sq/87/bx/54/sq87bx54n		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/st/74/cs/93/st74cs93c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sx/61/dn/81/sx61dn81m		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sx/61/dp/56/sx61dp56g		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t1/48/fj/15/t148fj15k		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t1/48/fm/05/t148fm05r		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t4/35/gg/71/t435gg71c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/th/83/m1/89/th83m189t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/th/83/m1/98/th83m198s		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/tq/57/nv/04/tq57nv049		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/tx/31/qm/59/tx31qm595		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v4/05/sd/52/v405sd521		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v6/92/t7/21/v692t721t		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v9/79/v5/95/v979v595b		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v9/79/v6/20/v979v620g		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vd/66/w2/82/vd66w282h		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vd/66/w2/86/vd66w286m		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vt/15/0m/87/vt150m87w		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vx/02/1h/99/vx021h99x		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w0/89/2d/82/w0892d828		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w6/63/46/07/w66346076		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w6/63/46/10/w6634610h		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w6/63/46/16/w66346165		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w6/63/46/19/w66346190		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wh/24/6v/96/wh246v96q		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wp/98/8k/44/wp988k448	http://terms.library.ualberta.ca/draft	| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wp/98/8m/75/wp988m75g		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wp/98/8n/55/wp988n556		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/x6/33/f3/79/x633f3793		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/x9/20/g0/83/x920g083x		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/xd/07/gw/97/xd07gw97m		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z3/16/q4/40/z316q440h		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zc/77/sq/78/zc77sq78m		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zg/64/tn/89/zg64tn89k		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zg/64/tp/62/zg64tp62c		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zk/51/vk/32/zk51vk32w		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zk/51/vk/43/zk51vk43d		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zp/38/wg/31/zp38wg314		| http://purl.org/dc/elements/1.1/subject	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/02/87/0z/57/02870z57v		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/02/87/0z/61/02870z61f		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/08/61/2r/11/08612r11q		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0c/48/3m/97/0c483m97m		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0c/48/3n/04/0c483n04t		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0r/96/76/42/0r9676427		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/12/57/9v/20/12579v20v		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/12/57/9v/99/12579v991		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/18/31/cm/95/1831cm956		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1c/18/dj/33/1c18dj33x		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1c/18/dj/41/1c18dj41m		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1j/92/gb/12/1j92gb12m		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1j/92/gb/20/1j92gb209		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1r/66/j2/89/1r66j289k		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1z/40/kw/58/1z40kw583		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1z/40/kw/62/1z40kw62p		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/22/27/ms/68/2227ms68w		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/25/14/np/11/2514np110		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/25/14/np/16/2514np16c		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/28/01/pj/34/2801pj34b		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/28/01/pk/19/2801pk19f		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/28/01/pk/35/2801pk35t		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2b/88/qg/22/2b88qg227		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2b/88/qg/29/2b88qg295		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/rb/85/2f75rb85j		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/rb/91/2f75rb91p		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/rb/99/2f75rb99w		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2r/36/v1/48/2r36v148d		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2v/23/vx/37/2v23vx37z		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2v/23/vx/51/2v23vx51s		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3j/33/34/96/3j3334963		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3n/20/41/89/3n204189x		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3x/81/6q/45/3x816q45n		| http://purl.org/dc/terms/language	http://terms.library.ualberta.ca/draft	
