s,m
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/05/w9505105g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/11/w9505111m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/24/w9505124p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/39/w95051399,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/40/w95051402,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/52/w9505152v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/54/w9505154d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/63/w9505163c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/77/w9505177q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/83/w9505183v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/85/w9505185d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/89/w9505189h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/51/92/w9505192t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/03/w95052034,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/25/w95052255,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/31/w95052319,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/32/w9505232k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/35/w9505235d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/36/w9505236p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/38/w95052387,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/45/w9505245n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/49/w9505249r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/51/w9505251s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/52/w95052522,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/54/w9505254m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/62/w95052629,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/68/w9505268z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/69/w95052697,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/70/w95052700,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/74/w95052743,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/75/w9505275c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/81/w9505281h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/83/w95052832,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/85/w9505285m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/86/w9505286w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/91/w9505291r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/92/w95052921,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/98/w9505298p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/52/99/w9505299z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/00/w9505300h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/01/w9505301s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/07/w9505307f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/08/w9505308q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/09/w95053090,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/11/w95053111,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/15/w95053154,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/w9/50/53/16/w9505316d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5w/36/wd375w36m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5w/44/wd375w449,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5w/61/wd375w61z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5w/62/wd375w627,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5w/80/wd375w805,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/09/wd375x09x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/34/wd375x348,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/35/wd375x35j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/42/wd375x42z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/43/wd375x437,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/49/wd375x49w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/57/wd375x57k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/59/wd375x594,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5x/73/wd375x73z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/13/wd375z13q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/14/wd375z140,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/18/wd375z183,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/19/wd375z19c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/22/wd375z22p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/26/wd375z26s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/29/wd375z29m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/31/wd375z31n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/32/wd375z32x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/33/wd375z336,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/34/wd375z34g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/35/wd375z35r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/37/wd375z379,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/38/wd375z38k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/39/wd375z39v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/43/wd375z43f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/44/wd375z44q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/45/wd375z450,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/46/wd375z468,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/47/wd375z47j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/48/wd375z48t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/50/wd375z50v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/53/wd375z53p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/55/wd375z557,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/57/wd375z57s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/62/wd375z62n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/63/wd375z63x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/64/wd375z646,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/68/wd375z689,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/69/wd375z69k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/70/wd375z70b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/71/wd375z71m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/74/wd375z74f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/76/wd375z760,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/77/wd375z778,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/79/wd375z79t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/80/wd375z80k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/83/wd375z83d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/84/wd375z84p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/5z/92/wd375z92c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wd/37/60/00/wd3760001,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6s/28/wh246s285,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6s/32/wh246s32r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6s/60/wh246s60x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/02/wh246t027,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/10/wh246t10x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/30/wh246t30d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/39/wh246t39w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/46/wh246t469,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/92/wh246t92d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/94/wh246t94z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/95/wh246t957,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/97/wh246t97s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/98/wh246t982,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6t/99/wh246t99b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/00/wh246v00w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/02/wh246v02f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/04/wh246v040,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/06/wh246v06j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/07/wh246v07t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/08/wh246v083,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/09/wh246v09c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/12/wh246v12p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/13/wh246v13z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/16/wh246v16s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/18/wh246v18b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/19/wh246v19m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/21/wh246v21n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/22/wh246v22x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/24/wh246v24g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/30/wh246v30m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/32/wh246v325,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/33/wh246v33f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/35/wh246v350,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/36/wh246v368,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/37/wh246v37j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/39/wh246v393,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/42/wh246v42d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/43/wh246v43p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/44/wh246v44z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/47/wh246v47s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/48/wh246v482,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/50/wh246v503,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/53/wh246v53x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/59/wh246v59k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/62/wh246v62w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/63/wh246v635,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/65/wh246v65q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/66/wh246v660,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/75/wh246v75z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/77/wh246v77h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wh/24/6v/85/wh246v856,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7n/98/wm117n98w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/04/wm117p04t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/24/wm117p249,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/26/wm117p26v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/47/wm117p47m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/56/wm117p56k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/65/wm117p65j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/68/wm117p68c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/90/wm117p90w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/93/wm117p93q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7p/94/wm117p940,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/31/wm117q31x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/66/wm117q661,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/67/wm117q679,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/69/wm117q69v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/70/wm117q70m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/71/wm117q71w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/72/wm117q725,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/76/wm117q768,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/77/wm117q77j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/79/wm117q793,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/80/wm117q80v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/81/wm117q814,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/83/wm117q83p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/87/wm117q87s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/93/wm117q93x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/96/wm117q96r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/98/wm117q989,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7q/99/wm117q99k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/05/wm117r05h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/07/wm117r072,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/09/wm117r09m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/10/wm117r10c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/13/wm117r136,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/18/wm117r18k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/19/wm117r19v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/20/wm117r20m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/21/wm117r21w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/22/wm117r225,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/23/wm117r23f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/25/wm117r250,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/26/wm117r268,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/27/wm117r27j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/28/wm117r28t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/29/wm117r293,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/33/wm117r33p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/34/wm117r34z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/37/wm117r37s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/43/wm117r43x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wm/11/7r/51/wm117r51m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8j/91/wp988j91f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8j/92/wp988j92q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/02/wp988k02r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/13/wp988k138,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/34/wp988k341,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/39/wp988k39d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/47/wp988k473,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/58/wp988k58m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/65/wp988k651,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/67/wp988k67k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/79/wp988k79c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/93/wp988k936,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8k/94/wp988k94g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/00/wp988m00d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/16/wp988m169,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/17/wp988m17k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/25/wp988m258,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/53/wp988m53f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/56/wp988m568,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/61/wp988m614,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/63/wp988m63p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/64/wp988m64z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/66/wp988m66h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/69/wp988m69b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/70/wp988m703,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/74/wp988m746,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/78/wp988m789,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/79/wp988m79k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/81/wp988m81m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/85/wp988m85q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/86/wp988m860,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/88/wp988m88j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/89/wp988m89t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/92/wp988m924,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/94/wp988m94p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/95/wp988m95z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8m/96/wp988m967,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/02/wp988n025,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/03/wp988n03f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/06/wp988n068,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/07/wp988n07j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/09/wp988n093,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/10/wp988n10v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/12/wp988n12d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/16/wp988n16h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/20/wp988n203,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/22/wp988n22n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/26/wp988n26r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/30/wp988n30b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/31/wp988n31m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/33/wp988n335,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/34/wp988n34f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/35/wp988n35q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/39/wp988n39t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/42/wp988n424,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/wp/98/8n/47/wp988n47h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9f/65/ws859f652,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9f/77/ws859f77v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9f/83/ws859f830,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9f/89/ws859f89n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9f/96/ws859f962,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/13/ws859g13h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/15/ws859g152,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/16/ws859g16b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/28/ws859g284,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/33/ws859g330,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/39/ws859g39n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/65/ws859g658,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/ws/85/9g/85/ws859g85r,IRItem
