Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Ghose, Aurobindo, 1872-1950	66462996	66462996	0.9642857143	Ghose, Aurobindo, 1872-1950			Person		http://example.org/1066602#Agent600-20	
Radhakrishnan, Sarvepalii, Sir, 1888-				Radhakrishnan, Sarvepalii, Sir, 1888-			Person		http://example.org/1066602#Agent600-21	
Sahitya Akademi		146245441		Sahitya Akademi	146245441	1	Organization		http://example.org/1098805#Agent110-10	
Chatterjee, Margaret, 1925-	109012759	109012759	0.8709677419	Chatterjee, Margaret, 1925-			Person		http://example.org/1043318#Agent100-11	
Lal, Basant Kumar	14866242	14866242	1	Lal, Basant Kumar			Person		http://example.org/1068537#Agent100-12	
Evans, Ellis D	79420579	79420579	0.9333333333	Evans, Ellis D			Person		http://example.org/1071943#Agent100-18	
Read, Gardner, 1913-2005	92438781	92438781	1	Read, Gardner, 1913-2005			Person		http://example.org/108445#Agent100-18	
Wright, Quincy, 1890-1970	9921592	9921592	0.9615384615	Wright, Quincy, 1890-1970			Person		http://example.org/1055369#Agent100-13	
Sanders, Bruce L., 1935- 	261462781	261462781	0.8571428571	Sanders, Bruce L., 1935- 			Person		http://example.org/1053502#Agent100-11	
Durbin, Alan C	8910797	8910797	0.9333333333	Durbin, Alan C			Person		http://example.org/1053502#Agent700-21	
Rienow, Robert, 1907-1989	111099508	111099508	1	Rienow, Robert, 1907-1989			Person		http://example.org/1053492#Agent100-10	
Frankel, Joseph, 1913-	108348218	108348218	0.8461538462	Frankel, Joseph, 1913-			Person		http://example.org/1054446#Agent100-12	
Paulsen, Frank Robert	23387086	23387086	1	Paulsen, Frank Robert			Person		http://example.org/1056968#Agent100-12	
Good, Shirley Ruth, 1930-	3755766	3755766	1	Good, Shirley Ruth, 1930-			Person		http://example.org/1028230#Agent100-11	
Kerr, Janet C., 1940-	35979593	35979593	1	Kerr, Janet C., 1940- 			Person		http://example.org/1028230#Agent700-21	
Jain, Harish C., 1936-	94270705	94270705	0.8461538462	Jain, Harish C., 1936-			Person		http://example.org/1053205#Agent100-15	
Clarizio, Harvey F., 1934-	272462443	272462443	1	Clarizio, Harvey F., 1934- 			Person		http://example.org/1044189#Agent100-10	
Craig, Robert C				Craig, Robert C			Person		http://example.org/1044189#Agent700-20	
Mehrens, William A	65293363	65293363	0.9473684211	Mehrens, William A			Person		http://example.org/1044189#Agent700-21	
Lass, Norman J	40668715	40668715	0.9333333333	Lass, Norman J			Person		http://example.org/102820#Agent700-22	
Howells, John G	12838308	12838308	0.9375	Howells, John G			Person		http://example.org/1037149#Agent700-18	
Society of Clinical Psychiatrists		149553082		Society of Clinical Psychiatrists	149553082	1	Organization		http://example.org/1037149#Agent710-19	
Kawakita, Michiaki, 1914-1995	72717365	72717365	1	Kawakita, Michiaki, 1914-1995			Person		http://example.org/1087123#Agent100-14	
Ko, Wŏn, 1925- 				Ko, Wŏn, 1925- 			Person		http://example.org/102960#Agent100-15	
Kreps, Juanita Morris	33288516	33288516	1	Kreps, Juanita Morris			Person		http://example.org/1040191#Agent100-13	
Somers, Gerald George	10082135	10082135	1	Somers, Gerald George			Person		http://example.org/1040191#Agent700-23	
Perlman, Richard	41900433	41900433	0.9411764706	Perlman, Richard			Person		http://example.org/1040191#Agent700-24	
Fogel, Walter A	45542068	45542068	0.9375	Fogel, Walter A			Person		http://example.org/1002198#Agent100-11	
Kleengartner, Archie				Kleengartner, Archie			Person		http://example.org/1002198#Agent700-23	
Spencer, Jean Elizabeth, 1933-				Spencer, Jean Elizabeth, 1933-			Person		http://example.org/1052106#Agent100-11	
McGuire, Joseph William	110549701	110549701	1	McGuire, Joseph William			Person		http://example.org/1005519#Agent100-14	
Segal, Harold, 1941-	14153133	14153133	1	Segal, Harold, 1941-			Person		http://example.org/1045217#Agent100-12	
Boone, Louis E	8661577	8661577	0.9333333333	Boone, Louis E			Person		http://example.org/1045217#Agent700-21	
Kurtz, David L	85276094	85276094	0.9333333333	Kurtz, David L			Person		http://example.org/1045217#Agent700-22	
Govoni, Norman A. P	274687851	274687851	1	Govoni, Norman A. P			Person		http://example.org/1010985#Agent100-12	
Boone, Louis E	8661577	8661577	0.9333333333	Boone, Louis E			Person		http://example.org/1064244#Agent100-11	
Kurtz, David L	85276094	85276094	0.9333333333	Kurtz, David L			Person		http://example.org/1064244#Agent700-20	
Velázquez Chávez, Agustín	1.01146998522019E+020	1.01146998522019E+020	1	Velázquez Chávez, Agustín			Person		http://example.org/1085258#Agent100-11	
Canadian Music Council		133147228		Canadian Music Council	133147228	1	Organization		http://example.org/1083868#Agent110-13	
Hamm, Charles				Hamm, Charles			Person		http://example.org/1070406#Agent100-17	
Nettl, Bruno, 1930-	34488203	34488203	0.8260869565	Nettl, Bruno, 1930-			Person		http://example.org/1070406#Agent700-27	
Byrnside, Ronald L., 1933-	116091270	116091270	1	Byrnside, Ronald L., 1933-			Person		http://example.org/1070406#Agent700-28	
Reeser, Eduard, 1908-2002	22260340	22260340	1	Reeser, Eduard, 1908-2002			Person		http://example.org/1073388#Agent100-11	
Paap, Wouter, 1908-1981	116358695	116358695	1	Paap, Wouter, 1908-1981			Person		http://example.org/1073388#Agent700-21	
Music Educators' National Conference Committee on Contemporary Music				Music Educators' National Conference Committee on Contemporary Music			Meeting		http://example.org/1074126#Agent111-10	
Romulo, Carlos P. (Carlos Peña), 1899-1985	25682380	25682380	0.9318181818	Romulo, Carlos P. (Carlos Peña), 1899-1985			Person		http://example.org/1041693#Agent100-10	
Indian Council for Cultural Relations		312569722		Indian Council for Cultural Relations	312569722	1	Organization		http://example.org/1041693#Agent710-19	
American Society of Contemporary Ophthalmology		131382631		American Society of Contemporary Ophthalmology	131382631	1	Organization		http://example.org/102811#Agent110-11	
Guibor, Pierre	57855203	57855203	1	Guibor, Pierre			Person		http://example.org/102811#Agent700-21	
Smith, Byron C., 1908-	268069804	268069804	0.8461538462	Smith, Byron C., 1908-			Person		http://example.org/102811#Agent700-22	
Diamond, Malcolm Luria	76039300	76039300	1	Diamond, Malcolm Luria			Person		http://example.org/1024421#Agent100-15	
Kijowski, Andrzej, 1928-1985	111687174	111687174	1	Kijowski, Andrzej, 1928-1985			Person		http://example.org/1097185#Agent100-12	
Matuszewski, Ryszard	34473627	34473627	1	Matuszewski, Ryszard			Person		http://example.org/1097184#Agent100-11	
Charlesworth, James C. (James Clyde), 1900-1974	7451545	7451545	1	Charlesworth, James C. (James Clyde), 1900-1974			Person		http://example.org/1041074#Agent700-24	
Sargent, Lyman Tower, 1940-	2.58314585710282E+021	2.58314585710282E+021	0.962962963	Sargent, Lyman Tower, 1940-			Person		http://example.org/1038944#Agent100-13	
Rouček, Joseph S. (Joseph Slabey), 1902-1984	74416	74416	1	Rouček, Joseph S. (Joseph Slabey), 1902-1984			Person		http://example.org/1040125#Agent100-12	
Pool, Ithiel de Sola, 1917-1984	108137856	108137856	1	Pool, Ithiel de Sola, 1917-1984			Person		http://example.org/1041077#Agent700-23	
American Political Science Association		141881235		American Political Science Association	141881235	0.9210526316	Organization		http://example.org/1041077#Agent710-24	
De Crespigny, Anthony	91318910	91318910	1	De Crespigny, Anthony			Person		http://example.org/1040970#Agent100-13	
Wertheimer, Alan	51729871	51729871	0.9411764706	Wertheimer, Alan			Person		http://example.org/1040970#Agent700-24	
Meehan, Eugene J	54226692	54226692	0.9411764706	Meehan, Eugene J			Person		http://example.org/1041022#Agent100-16	
Gould, James A., 1922-	110736055	110736055	1	Gould, James A., 1922- 			Person		http://example.org/1038918#Agent100-16	
Thursby, Vincent V	55686457	55686457	0.9473684211	Thursby, Vincent V			Person		http://example.org/1038918#Agent700-27	
Ottawa (Ont.) National Gallery of Canada				Ottawa (Ont.) National Gallery of Canada			Jurisdiction		http://example.org/1087342#Agent110-13	
Šefčáková, Eva				Šefčáková, Eva			Person		http://example.org/1087342#Agent700-26	
Petrová, Eva	92373297	92373297	1	Petrová, Eva			Person		http://example.org/1087342#Agent700-27	
Rees, Alan M., 1929-				Rees, Alan M., 1929-			Person		http://example.org/1075528#Agent700-22	
American Society for Information Science		135545651		American Society for Information Science	135545651	0.9756097561	Organization		http://example.org/1075528#Agent710-23	
Levin, Peter A	306195736	306195736	1	Levin, Peter A			Person		http://example.org/1033145#Agent700-26	
American Bar Association		143905371		American Bar Association	143905371	0.9166666667	Organization		http://example.org/1033145#Agent710-27	
American Medical Association		139178561		American Medical Association	139178561	0.9285714286	Organization		http://example.org/1033145#Agent710-28	
Lovett Doust, John				Lovett Doust, John			Person		http://example.org/104133#Agent100-10	
Coleman, James C. (James Covington)	13591551	13591551	1	Coleman, James C. (James Covington)			Person		http://example.org/1033917#Agent100-13	
Hammen, Constance L	2626051	2626051	0.95	Hammen, Constance L			Person		http://example.org/1033917#Agent700-24	
Harlan, Gene				Harlan, Gene			Person		http://example.org/1024385#Agent100-10	
Scott, Alan, 1912-2001	28371502	28371502	1	Scott, Alan, 1912-2001			Person		http://example.org/1024385#Agent700-19	
Phillips, Jordan Blake	117267685	117267685	1	Phillips, Jordan Blake			Person		http://example.org/1010513#Agent100-11	
Gregor, A. James (Anthony James), 1929-	107740767	107740767	1	Gregor, A. James (Anthony James), 1929-			Person		http://example.org/1042349#Agent100-12	
O'Keefe, Cyril B	198117634	198117634	0.9411764706	O'Keefe, Cyril B			Person		http://example.org/1047681#Agent100-12	
Nelson, Gideon E	51797375	51797375	0.9411764706	Nelson, Gideon E			Person		http://example.org/1007484#Agent100-11	
Ray, James Davis, 1918-	68644530	68644530	1	Ray, James Davis, 1918-			Person		http://example.org/1007484#Agent700-20	
Luthans, Fred	37087323	37087323	0.9285714286	Luthans, Fred			Person		http://example.org/1013838#Agent100-13	
Petry, Ray C., 1903-1992	109282466	109282466	1	Petry, Ray C., 1903-1992			Person		http://example.org/1032314#Agent600-20	
Petry, Ray C., 1903-1992	109282466	109282466	1	Petry, Ray C., 1903-1992			Person		http://example.org/1032314#Agent600-21	
Petry, Ray C., 1903-1992	109282466	109282466	1	Petry, Ray C., 1903-1992			Person		http://example.org/1032314#Agent700-23	
Shriver, George H	92585184	92585184	0.9444444444	Shriver, George H			Person		http://example.org/1032314#Agent700-24	
Zinnes, Dina A	71479466	71479466	0.9333333333	Zinnes, Dina A			Person		http://example.org/103582#Agent100-11	
Lindgren, Henry Clay, 1914-	71410845	71410845	1	Lindgren, Henry Clay, 1914- 			Person		http://example.org/1025131#Agent100-19	
Montagu-Nathan, M. (Montagu), 1877-1958	70171256	70171256	1	Montagu-Nathan, M. (Montagu), 1877-1958			Person		http://example.org/1082456#Agent100-13	
Herron, William G	14920922	14920922	0.9444444444	Herron, William G			Person		http://example.org/1069986#Agent700-24	
Reginald, R				Reginald, R			Person		http://example.org/1066555#Agent100-12	
Baldwin, John, 1922-	46306422	46306422	1	Baldwin, John, 1922-			Person		http://example.org/1084540#Agent100-13	
Lee, Raymond Lawrence, 1911- 	57857975	57857975	0.875	Lee, Raymond Lawrence, 1911- 			Person		http://example.org/1027131#Agent100-10	
Nordskog, John Eric, 1893-1974	92291423	92291423	1	Nordskog, John Eric, 1893-1974			Person		http://example.org/1025141#Agent100-11	
Sorokin, Pitirim Aleksandrovich, 1889-1968	79990	79990	0.976744186	Sorokin, Pitirim Aleksandrovich, 1889-1968			Person		http://example.org/1023465#Agent100-12	
Katz, Fred E	58359385	58359385	0.9230769231	Katz, Fred E			Person		http://example.org/1024687#Agent100-12	
Rouček, Joseph S. (Joseph Slabey), 1902-1984	74416	74416	1	Rouček, Joseph S. (Joseph Slabey), 1902-1984			Person		http://example.org/1023461#Agent100-10	
Ablin, Fred	274594873	274594873	1	Ablin, Fred			Person		http://example.org/1058931#Agent100-13	
Churchward, L. G	52931499	52931499	0.875	Churchward, L. G			Person		http://example.org/1050750#Agent100-18	
Sala Gaspar		124996671		Sala Gaspar	124996671	1	Organization		http://example.org/1079675#Agent710-24	
National Gallery of Canada		152365555		National Gallery of Canada	152365555	0.962962963	Organization		http://example.org/1079675#Agent710-25	
Meilach, Dona Z	4.41449286573544E+019	4.41449286573544E+019	1	Meilach, Dona Z			Person		http://example.org/1084557#Agent100-14	
Bertocci, Peter Anthony	109875629	109875629	1	Bertocci, Peter Anthony			Person		http://example.org/109284#Agent600-20	
Bertocci, Peter Anthony	109875629	109875629	1	Bertocci, Peter Anthony			Person		http://example.org/109284#Agent600-21	
Howie, John				Howie, John			Person		http://example.org/109284#Agent700-24	
Buford, Thomas O., 1932-	59213952	59213952	1	Buford, Thomas O., 1932-			Person		http://example.org/109284#Agent700-25	
Bertocci, Peter Anthony	109875629	109875629	1	Bertocci, Peter Anthony			Person		http://example.org/109284#Agent700-26	
Hald, Arthur	76788026	76788026	1	Hald, Arthur			Person		http://example.org/1088395#Agent100-11	
Skawonius, Sven-Erik	31300618	31300618	1	Skawonius, Sven-Erik			Person		http://example.org/1088395#Agent700-25	
Kampf, Avram	59708490	59708490	1	Kampf, Avram			Person		http://example.org/1077445#Agent100-11	
Perkins, Geoffrey	72830530	72830530	1	Perkins, Geoffrey			Person		http://example.org/1052104#Agent100-13	
Gellner, Ernest	108183250	108183250	1	Gellner, Ernest			Person		http://example.org/1035242#Agent100-12	
Short, Edmund C	279019962	279019962	1	Short, Edmund C			Person		http://example.org/1063200#Agent100-16	
Marconnit, George D	4085409	4085409	0.95	Marconnit, George D			Person		http://example.org/1063200#Agent700-27	
Hyman, Ronald T	111395318	111395318	0.9375	Hyman, Ronald T			Person		http://example.org/1059702#Agent100-15	
Symposia on Contemporary Topics in the Study of Diabetes and Metabolic Endocrinology, Jerusalem, 1974				Symposia on Contemporary Topics in the Study of Diabetes and Metabolic Endocrinology, Jerusalem, 1974			Meeting		http://example.org/104495#Agent111-11	
Shafrir, Eleazar	37639647	37639647	1	Shafrir, Eleazar			Person		http://example.org/104495#Agent700-23	
Agudah ha-Yiśreʼelit le-sukeret		167587998		Agudah ha-Yiśreʼelit le-sukeret	167587998	0.9375	Organization		http://example.org/104495#Agent710-24	
Agudah ha-Yisreʻelit le-endokrinologyah				Agudah ha-Yisreʻelit le-endokrinologyah			Organization		http://example.org/104495#Agent710-25	
European Association for the Study of Diabetes		154700176		European Association for the Study of Diabetes	154700176	0.9787234043	Organization		http://example.org/104495#Agent710-26	
Ostrowski, Wacław	32006822	32006822	1	Ostrowski, Wacław			Person		http://example.org/1032903#Agent100-12	
Iparraguirre, Ignacio	2625107	2625107	1	Iparraguirre, Ignacio			Person		http://example.org/1067301#Agent100-12	
Ignatius, of Loyola, Saint, 1491-1556	88881025	88881025	1	Ignatius, of Loyola, Saint, 1491-1556			Person		http://example.org/1067301#Agent600-22	
Jesuits		141318503		Jesuits	141318503	1	Organization		http://example.org/1067301#Agent610-23	
Jesuits		141318503		Jesuits	141318503	1	Organization		http://example.org/1067301#Agent610-24	
Jesuits		141318503		Jesuits	141318503	1	Organization		http://example.org/1067301#Agent710-25	
Rusalem, Herbert	40615922	40615922	0.9411764706	Rusalem, Herbert			Person		http://example.org/104645#Agent700-21	
Malikin, David, 1913-1980	92115196	92115196	1	Malikin, David, 1913-1980			Person		http://example.org/104645#Agent700-22	
Arts Council of Great Britain		144407211		Arts Council of Great Britain	144407211	0.9655172414	Organization		http://example.org/1084932#Agent110-14	
Yugoslavia. Komisija za kulturne veze sa inostranstvom		130157146		Yugoslavia. Komisija za kulturne veze sa inostranstvom	130157146	1	Jurisdiction		http://example.org/1084932#Agent710-25	
Hayward Gallery		130911148		Hayward Gallery	130911148	0.9375	Organization		http://example.org/1084932#Agent710-26	
Contenotte, Bruno, 1922-	317074871	317074871	0.9583333333	Contenotte, Bruno, 1922-			Person		http://example.org/1088440#Agent100-10	
Galleria d'arte Cortina		126122887		Galleria d'arte Cortina	126122887	1	Organization		http://example.org/1088440#Agent710-18	
North, Robert C., 1914-2002	22223325	22223325	1	North, Robert C., 1914-2002			Person		http://example.org/1054424#Agent100-11	
Berelson, Bernard, 1912-1979	109526010	109526010	1	Berelson, Bernard, 1912-1979			Person		http://example.org/1088851#Agent100-10	
Epstein, A. L. (Arnold Leonard)	32087703	32087703	1	Epstein, A. L. (Arnold Leonard)			Person		http://example.org/1078714#Agent700-22	
Antal, László, 1930-1993	111333025	111333025	1	Antal, László, 1930-1993			Person		http://example.org/1089421#Agent100-12	
Roelke, Patricia Lynn				Roelke, Patricia Lynn			Person		http://example.org/1018484#Agent100-9	
Indiana University. School of Education		157989698		Indiana University. School of Education	157989698	0.9487179487	Jurisdiction		http://example.org/1018484#Agent810-19	
Farrand, J. T	261102917	261102917	0.9285714286	Farrand, J. T			Person		http://example.org/103777#Agent100-10	
International Labour Office				International Labour Office			Organization		http://example.org/1002096#Agent110-9	
International Labour Conference. (41st : 1958 : Geneva, Switzerland)				International Labour Conference. (41st : 1958 : Geneva, Switzerland)			Meeting		http://example.org/1002096#Agent711-20	
International Labour Conference		134342186		International Labour Conference	134342186	0.96875	Meeting		http://example.org/1002096#Agent711-21	
Ferguson, Jean				Ferguson, Jean			Person		http://example.org/1040781#Agent100-9	
Perrault, Charles, 1628-1703	34461426	34461426	0.9655172414	Perrault, Charles, 1628-1703			Person		http://example.org/1019502#Agent100-11	
Diop, Birago	9845585	9845585	1	Diop, Birago			Person		http://example.org/1020774#Agent100-12	
Hutchinson, Joyce A	190665507	190665507	0.95	Hutchinson, Joyce A			Person		http://example.org/1020774#Agent700-23	
Diop, Birago	9845585	9845585	1	Diop, Birago			Person		http://example.org/1020774#Agent700-24	
Diop, Birago	9845585	9845585	1	Diop, Birago			Person		http://example.org/1020774#Agent700-25	
Saint-Germain, Claude, 1944-	93329370	93329370	0.8928571429	Saint-Germain, Claude, 1944-			Person		http://example.org/1008836#Agent100-9	
Serrahima, Maurici	27224580	27224580	1	Serrahima, Maurici			Person		http://example.org/1095001#Agent100-10	
Fréchette, Louis Honoré, 1839-1908				Fréchette, Louis Honoré, 1839-1908			Person		http://example.org/1065528#Agent100-9	
Beaulieu, Victor Lévy, 1945-	115613629	115613629	0.9642857143	Beaulieu, Victor Lévy, 1945-			Person		http://example.org/1065528#Agent700-18	
Lambert, Lisette	282793678	282793678	1	Lambert, Lisette			Person		http://example.org/1080492#Agent100-9	
Kaba, Alkaly, 1936-	49227323	49227323	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent100-9	
Kaba, Alkaly, 1936-	49227323	49227323	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent700-18	
Kaba, Alkaly, 1936-	49227323	49227323	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent700-19	
Méraville, Marie-Aimée, 1902-1963	69050828	69050828	0.9696969697	Méraville, Marie-Aimée, 1902-1963			Person		http://example.org/1037512#Agent100-9	
Chodźko, Alexander, 1804-1891	69066012	69066012	1	Chodźko, Alexander, 1804-1891			Person		http://example.org/10462#Agent100-9	
Viau, Roger	41471127	41471127	1	Viau, Roger			Person		http://example.org/1062709#Agent100-9	
Dumézil, Georges, 1898-1986	68928415	68928415	0.9642857143	Dumézil, Georges, 1898-1986			Person		http://example.org/1099039#Agent100-10	
Maupassant, Guy de, 1850-1893	29537765	29537765	0.9333333333	Maupassant, Guy de, 1850-1893			Person		http://example.org/1023026#Agent100-9	
Forestier, Louis				Forestier, Louis			Person		http://example.org/1023026#Agent700-19	
Faucher de Saint-Maurice, 1844-1897	163793	163793	1	Faucher de Saint-Maurice, 1844-1897			Person		http://example.org/1043977#Agent100-9	
Holas, B. (Bohumil), 1909-1979	17224051	17224051	1	Holas, B. (Bohumil), 1909-1979			Person		http://example.org/107580#Agent700-19	
Royer, France Marie	2.241482076333E+020	2.241482076333E+020	1	Royer, France Marie			Person		http://example.org/1078453#Agent100-10	
Thériault, Yves, 1915-1983	56618401	56618401	1	Thériault, Yves, 1915-1983			Person		http://example.org/1001824#Agent100-10	
Elliott, John B				Elliott, John B			Person		http://example.org/103342#Agent700-20	
Indiana Historical Society		141823885		Indiana Historical Society	141823885	0.9230769231	Organization		http://example.org/103342#Agent710-21	
Marx, Karl, 1818-1883	49228757	49228757	0.9545454545	Marx, Karl, 1818-1883			Person		http://example.org/1000923#Agent600-21	
Dewey, John, 1859-1952	76314623	76314623	0.9565217391	Dewey, John, 1859-1952			Person		http://example.org/1000923#Agent600-22	
Gavin, W. J. (William J.), 1943-	76362626	76362626	1	Gavin, W. J. (William J.), 1943-			Person		http://example.org/1000923#Agent700-23	
Carterette, Edward C	11093317	11093317	0.9523809524	Carterette, Edward C			Person		http://example.org/1065058#Agent100-10	
Jones, Margaret Hubbard, 1915-	99896514	99896514	1	Jones, Margaret Hubbard, 1915- 			Person		http://example.org/1065058#Agent700-19	
University of California, Los Angeles		122477083		University of California, Los Angeles	122477083	0.9736842105	Organization		http://example.org/1065058#Agent710-20	
Bradshaw, James A	58922590	58922590	0.9444444444	Bradshaw, James A			Person		http://example.org/1072353#Agent700-21	
Langton, Patricia G	46603786	46603786	0.95	Langton, Patricia G			Person		http://example.org/1072353#Agent700-22	
Patterson, Virginia W	55392314	55392314	0.9545454545	Patterson, Virginia W			Person		http://example.org/1072353#Agent700-23	
Western Interstate Commission for Higher Education		139076502		Western Interstate Commission for Higher Education	139076502	1	Organization		http://example.org/1072353#Agent710-24	
Axline, W. Andrew	105879795	105879795	1	Axline, W. Andrew			Person		http://example.org/1042001#Agent700-31	
Black, Naomi, 1957-	93476375	93476375	1	Black, Naomi, 1957-			Person		http://example.org/1042001#Agent700-32	
Clay, Dean N	104924142	104924142	1	Clay, Dean N			Person		http://example.org/1069886#Agent100-11	
Canada. Parliament. Library. Research Branch				Canada. Parliament. Library. Research Branch			Jurisdiction		http://example.org/1069886#Agent810-24	
Glueck, Sheldon, 1896-1980	41902085	41902085	1	Glueck, Sheldon, 1896-1980			Person		http://example.org/1075174#Agent100-12	
Sullivan, Walter				Sullivan, Walter			Person		http://example.org/1035751#Agent100-12	
Gray, Cecil, 1895-1951	67341114	67341114	1	Gray, Cecil, 1895-1951			Person		http://example.org/1073101#Agent100-10	
Chʻiao, Chien				Chʻiao, Chien			Person		http://example.org/1072812#Agent100-11	
Etter, David C				Etter, David C			Person		http://example.org/1072583#Agent100-13	
Oregon. Educational Coordinating Council		126665647		Oregon. Educational Coordinating Council	126665647	1	Jurisdiction		http://example.org/1072583#Agent710-24	
Oregon State System of Higher Education. Division of Continuing Education		137173775		Oregon State System of Higher Education. Division of Continuing Education	137173775	1	Organization		http://example.org/1072583#Agent710-25	
Taylor, Bryon				Taylor, Bryon			Person		http://example.org/1059552#Agent100-10	
Ontario Association for Continuing Education		141838872		Ontario Association for Continuing Education	141838872	1	Organization		http://example.org/1059552#Agent710-20	
Fisher, David I	78248073	78248073	0.9375	Fisher, David I			Person		http://example.org/1012978#Agent100-13	
Walsh, Francis J	92830660	92830660	0.9411764706	Walsh, Francis J			Person		http://example.org/1012978#Agent700-24	
Conference Board				Conference Board			Organization		http://example.org/1012978#Agent710-25	
Alford, Harold J	108728805	108728805	0.9411764706	Alford, Harold J			Person		http://example.org/1071772#Agent100-14	
W.K. Kellogg Foundation		140140023		W.K. Kellogg Foundation	140140023	0.9583333333	Organization		http://example.org/1071772#Agent710-23	
Nakamoto, June	6608452	6608452	1	Nakamoto, June			Person		http://example.org/1030279#Agent100-10	
Verner, Coolie	4.87145857993423E+020	4.87145857993423E+020	1	Verner, Coolie			Person		http://example.org/1030279#Agent700-20	
Nakamoto, June	6608452	6608452	1	Nakamoto, June			Person		http://example.org/1025209#Agent100-10	
