PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
E13,13968,385,387,2,CC tuba,CC tuba,,f,Faculty recital,"Faculty Recital, Albertasaurus, Tuba Quartet",1999-06-19,Convocation Hall,"Sonata, organ, BWV 526, C minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Eastep, Michael"
M172,13968,385,387,2,euphonium,euphonium,,f,Faculty recital,"Faculty Recital, Albertasaurus, Tuba Quartet",1999-06-19,Convocation Hall,"Sonata, organ, BWV 526, C minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"McPherson, John"
R354,13968,385,387,2,euphonium,euphonium,,f,Faculty recital,"Faculty Recital, Albertasaurus, Tuba Quartet",1999-06-19,Convocation Hall,"Sonata, organ, BWV 526, C minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Reid, David"
W568,13968,385,387,2,F tuba,F tuba,,f,Faculty recital,"Faculty Recital, Albertasaurus, Tuba Quartet",1999-06-19,Convocation Hall,"Sonata, organ, BWV 526, C minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Whetham, Scott"
A887,14221,941,942,1,viola da gamba,viola da gamba,,dd,DMus recital,"DMus Recital, Aaron Au, viola and violin",2007-04-02,Convocation Hall,"Sonata, viola da gamba, harpsichord, BWV 1029, G minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Au, Aaron"
S837,14224,696,723,27,double bass,double bass,,o,Other,The University of Alberta Strings,2000-11-06,Convocation Hall,"Sonata, viola da gamba, harpsichord, BWV 1029, G minor.  Adagio / edited for double bass and harpsichord by Lucas Drew","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Stepney, Mathew"
T953,14226,696,722,26,double bass,double bass,,o,Other,The University of Alberta Strings,2000-11-06,Convocation Hall,"Sonata, viola da gamba, harpsichord, BWV 1029, G minor.  Vivace / edited for double bass and harpsichord by Lucas Drew","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Turner, Toscha"
B798,15102,405,406,1,double bass,double bass,,v,Visiting artist recital,"Visting Artists, Jeff Bradetich, double bass & Sharon Lang, piano",1992-03-04,Convocation Hall,"Suite, cello, BWV 1007, G major / performed on double bass","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Bradetich, Jeff"
T243,15108,970,972,2,double bass,double bass,,dm,MMus recital,"MMus Recital, John Taylor, double bass",2006-02-05,Studio 27,"Suite, cello, BWV 1008, D minor / performed on double bass","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Taylor, John"
N428,15168,612,613,1,conductor,conductor,,eas,Academy Strings,Academy Strings and Chamber Winds,1988-03-08,Convocation Hall,"Suite, orchestra, BWV 1067, B minor","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Nelson, Norman"
S915,16578,563,568,5,conductor,conductor,,ecb,Concert Band,Concert Band,1989-12-03,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for band by Erik Leidzén","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Street, William H."
C855,16580,952,958,6,soprano saxophone,soprano saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Coulter, Lindsey"
D2608,16580,952,958,6,sopranino saxophone,soprano saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Davis, Dan"
E6835,16580,952,958,6,tenor saxohone,tenor saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Erickson, Jayson"
G6942,16580,952,958,6,tenor saxophone,tenor saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Goulet, Thomas"
M857,16580,952,958,6,soprano saxophone,soprano saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Morimoto, Michael"
S645,16580,952,958,6,tenor saxophone,tenor saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Toccata, organ, BWV 565, D minor / arranged for saxophone choir by John C. Worley","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Smith, Danielle"
K945,16601,899,904,5,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2005-11-05,Convocation Hall,"Toccata and fugue, organ, BWV 565, D minor / arranged for saxophone quartet by Roger Greenberg","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Ku, Po-Yuan"
P7792,16964,626,634,8,double bass,double bass,,ecm,Collegium Musicum,Collegium Musicum,1989-03-17,Convocation Hall,"Trio sonata, flute, violin and continuo, BWV 1038, G major.  1st movement / performed by flutes (2) and continuo","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Polushin, Paul"
P7792,16968,626,635,9,double bass,double bass,,ecm,Collegium Musicum,Collegium Musicum,1989-03-17,Convocation Hall,"Trio sonata, flute, violin and continuo, BWV 1038, G major.  3rd movement / performed by flutes (2) and continuo","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Polushin, Paul"
C136,17425,387,390,3,soprano,saprano,,f,Faculty recital,Music at Convocation Hall,1995-01-21,Convocation Hall,"Vereinigte Zweitracht der wechselnden Saiten, BWV 207.  Dem nur allein","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Cairns, Debra"
R238,17425,387,390,3,baritone,baritone,,f,Faculty recital,Music at Convocation Hall,1995-01-21,Convocation Hall,"Vereinigte Zweitracht der wechselnden Saiten, BWV 207.  Dem nur allein","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Ratzlaff, Leonard"
B858,17598,682,683,1,mezzo-soprano,mezzo-soprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Brinston, Gillian"
E462,17598,682,683,1,tenor,tenor,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Elliott, Paul"
F296,17598,682,683,1,organ (Cantata III),organ (Cantata),,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Fehr, Ondrea"
F2962,17598,682,683,1,soprano,saprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Fehr, Tracy"
G647,17598,682,683,1,"organ (Cantatas II, V, VI)",organ (Cantata),,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Goodine, Jennifer"
H178,17598,682,683,1,soprano,saprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Hall, Megan"
j48,17598,682,683,1,alto,alto,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,NA
K951,17598,682,683,1,soprano,saprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Kubash, Catherine"
K96,17598,682,683,1,baritone,baritone,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Kurschat, Michael"
M3465,17598,682,683,1,alto,alto,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Markovich, Shannon"
m381,17598,682,683,1,"organ (Cantatas I, IV)",organ (Cantata),,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,NA
P371,17598,682,683,1,soprano,saprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Peden, Casey"
R238,17598,682,683,1,conductor,conductor,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Ratzlaff, Leonard"
S3562,17598,682,683,1,soprano,saprano,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Schmolke, Christina"
S837,17598,682,683,1,double bass,double bass,,o,Other,BachFest 2000,2000-11-26,Francis Winspear Centre for Music,"Weihnachts-Oratorium, BWV 248","Bach, Johann Sebastian, 1685-1750",,http://www.musicbrainz.org/artist/24f1766e-9635-4d58-a4d4-9413f9f98a4c,Gate,"Stepney, Mathew"
C136,14640,866,881,15,Conductor,conductor,,ecc,Concert Choir,Concert Choir,2002-11-29,Convocation Hall,"Songs, for mixed chorus","Bäck, Sven-Erik",1365,,Gate,"Cairns, Debra"
L284,2833,279,282,3,french horn,french horn,,dm,MMus recital,"MMus Recital, Suzanne Langor, french horn",1995-04-26,Convocation Hall,"Concerto, horn and percussion","Badian, Maya",,http://www.musicbrainz.org/artist/28247ca0-024c-4b00-b050-56bf9a4a7367,CNMRCT,"Langor, Suzanne"
R238,2292,507,516,9,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1991-04-14,Convocation Hall,"Chansons bretonnes, for mixed chorus.  Complainte des Ames","Badings, Henk, 1907-",,http://www.musicbrainz.org/artist/90049375-3d5d-40c7-8ad3-49c6a6f71d52,Gate,"Ratzlaff, Leonard"
R238,2295,507,515,8,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1991-04-14,Convocation Hall,"Chansons bretonnes, for mixed chorus.  Nuit en mer","Badings, Henk, 1907-",,http://www.musicbrainz.org/artist/90049375-3d5d-40c7-8ad3-49c6a6f71d52,Gate,"Ratzlaff, Leonard"
R238,2298,507,517,10,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1991-04-14,Convocation Hall,"Chansons bretonnes, for mixed chorus.  Soir d'été","Badings, Henk, 1907-",,http://www.musicbrainz.org/artist/90049375-3d5d-40c7-8ad3-49c6a6f71d52,Gate,"Ratzlaff, Leonard"
P615,2761,317,319,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1995-03-29,Convocation Hall,"Concerto, flute and band","Badings, Henk, 1907-",,http://www.musicbrainz.org/artist/90049375-3d5d-40c7-8ad3-49c6a6f71d52,Gate,"Pier, Fordyce"
R238,17072,47,53,6,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1998-03-15,Convocation Hall,Trois chansons Bretonnes,"Badings, Henk, 1907-",,http://www.musicbrainz.org/artist/90049375-3d5d-40c7-8ad3-49c6a6f71d52,Gate,"Ratzlaff, Leonard"
V833,5401,776,781,5,clarinet,clarinet,,ccp,Composition class,A Concerto of New Compositions by University of Alberta Students,2002-04-09,Convocation Hall,"Four short pieces, for wind quintet","Bain, Russell",1386,,Prog. 12 Apr 1999,"Visscher, Angela"
G767,12692,968,971,3,conductor,conductor,,ecb,Concert Band,Concert Band,2006-12-03,Convocation Hall,Resurgam (I shall rise again): tone poem / arranged for concert ban dby Geoffrey Brand,"Ball, Eric, 1903-",,http://www.musicbrainz.org/artist/0d04bf79-fe9e-41e7-a963-ebde90c49867,Gate,"Grasdahl, Wendy"
P615,10645,759,762,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2003-03-19,Convocation Hall,"Omaggio, for band","Ball, Michael, 1938-",,http://www.musicbrainz.org/artist/09402904-94b8-467d-a894-4a7b40045eaf,"Gate, LCAUTH, OCLC WorldCat","Pier, Fordyce"
S915,10645,902,908,6,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2006-02-12,Convocation Hall,"Omaggio, for band","Ball, Michael, 1938-",,http://www.musicbrainz.org/artist/09402904-94b8-467d-a894-4a7b40045eaf,"Gate, LCAUTH, OCLC WorldCat","Street, William H."
P615,10649,625,632,7,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1990-03-21,Convocation Hall,"Omaggio, for band.  No. 1, Burla","Ball, Michael, 1938-",,http://www.musicbrainz.org/artist/09402904-94b8-467d-a894-4a7b40045eaf,"Gate, LCAUTH, OCLC WorldCat","Pier, Fordyce"
P615,10651,625,633,8,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1990-03-21,Convocation Hall,"Omaggio, for band.  No. 2, Barcarola","Ball, Michael, 1938-",,http://www.musicbrainz.org/artist/09402904-94b8-467d-a894-4a7b40045eaf,"Gate, LCAUTH, OCLC WorldCat","Pier, Fordyce"
G455,5149,613,626,13,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Festino nella sera del Giovedi Grasso avanti cena.  Contrappunto bestiale alle mente,"Banchieri, Adriano, d. 1634",1414,,"Gate, LCAUTH","Giesbrecht, Marnie"
O49,5149,613,626,13,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Festino nella sera del Giovedi Grasso avanti cena.  Contrappunto bestiale alle mente,"Banchieri, Adriano, d. 1634",1414,,"Gate, LCAUTH","Ollikkala, Debra"
C5945,542,815,817,2,baritone,baritone,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Clark, Rob"
C5945,542,814,816,2,baritone,baritone,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Clark, Rob"
H269,542,814,816,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Jenna"
H269,542,815,817,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Jenna"
H2691,542,814,816,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Joshua"
H2691,542,815,817,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Joshua"
H2692,542,815,817,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Leah"
H2692,542,814,816,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Hardy, Leah"
K192,542,814,816,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Kastendieck, Gillian"
K192,542,815,817,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Kastendieck, Gillian"
K1925,542,814,816,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Kastendieck, Savannah"
K1925,542,815,817,2,voice,voice,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Kastendieck, Savannah"
O65,542,815,817,2,director,director,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Ord, Alan"
O65,542,814,816,2,director,director,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Ord, Alan"
S359,542,814,816,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Schneider, Lindsay"
S359,542,815,817,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Schneider, Lindsay"
S5798,542,815,817,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Sikora, Lindsey"
S5798,542,814,816,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Sikora, Lindsey"
T2465,542,815,817,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-07,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Taylor, Tanis"
T2465,542,814,816,2,soprano,saprano,,eow,Opera Workshop,Opera Scenes,2004-02-06,Convocation Hall,Agame of chance,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Taylor, Tanis"
A286,564,159,162,3,soprano,saprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-07,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Ahmad, Aliya"
A546,564,163,166,3,baritone,baritone,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-06,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Anderson, Gil"
C592,564,163,166,3,soprano,saprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-06,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Clark, Danica"
F363,564,159,162,3,soprano,saprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-07,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Fernandes, Lisa"
G135,564,159,162,3,baritone/bass,baritone,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-07,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Gagnon, Kevin"
M978,564,159,162,3,mezzo-soprano,mezzo-soprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-07,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Murphy, Karen"
M978,564,163,166,3,mezzo-soprano,mezzo-soprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-06,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Murphy, Karen"
O65,564,159,162,3,artistic director,artistic director,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-07,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Ord, Alan"
O65,564,163,166,3,artistic director,artistic director,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-06,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Ord, Alan"
S531,564,163,166,3,mezzo-soprano,mezzo-soprano,,eow,Opera Workshop,Opera Workshop:  A Night of Twentieth Century Comic Opera,1998-02-06,Convocation Hall,AGame of chance: excerpts,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Sharkey, Maura"
A547,12243,640,645,5,soprano saxophone,soprano saxophone,,ecw,Chamber (Orchestral) Winds,"Chamber Winds & Brass Ensemble, Chamber Music for Winds",1998-03-10,All Saints' Anglican Cathedral,"Quartet, saxophones","Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Anderson, Jeff"
C564,12243,640,645,5,tenor saxophone,tenor saxophone,,ecw,Chamber (Orchestral) Winds,"Chamber Winds & Brass Ensemble, Chamber Music for Winds",1998-03-10,All Saints' Anglican Cathedral,"Quartet, saxophones","Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Chute, Michael"
G627,14740,667,670,3,mezzo-soprano,mezzo-soprano,,dm,MMus recital,"MMus Recital,  Julie Golosky, mezzo-soprano",2000-06-14,Convocation Hall,Songs of perfect propriety.  Chant for dark hours,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Golosky, Julie"
G627,14742,667,669,2,mezzo-soprano,mezzo-soprano,,dm,MMus recital,"MMus Recital,  Julie Golosky, mezzo-soprano",2000-06-14,Convocation Hall,Songs of perfect propriety.  Somebody's song,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Golosky, Julie"
G627,14744,667,668,1,mezzo-soprano,mezzo-soprano,,dm,MMus recital,"MMus Recital,  Julie Golosky, mezzo-soprano",2000-06-14,Convocation Hall,Songs of perfect propriety.  Song of perfect propriety,"Barab, Seymour",,http://www.musicbrainz.org/artist/5f9b7d29-344c-4bc7-8408-571eba0a3de8,Gate,"Golosky, Julie"
R595,473,46,48,2,conductor,conductor,,eas,Academy Strings,Academy Strings,1998-03-08,Convocation Hall,Adagio for strings,"Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Riseley, Martin"
