PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
P615,10019,256,260,4,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1999-12-08,Convocation Hall,"Music for a festival.  No. 6, March, band","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Pier, Fordyce"
P615,10021,256,258,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1999-12-08,Convocation Hall,"Music for a festival.  No. 8, Scherzo, band","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Pier, Fordyce"
S381,10637,1053,1059,6,conductor,conductor,,esw,Symphonic Wind Ensemble,Academy Winds and Percussion,2008-10-03,Convocation Hall,Old wine in new bottles: four old English tunes / arranged for wind instruments,"Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Schroeder, Angela"
T239,15182,310,317,7,conductor,conductor,,o,Other,Orchestral Winds,1994-03-08,Convocation Hall,"Suite, trombones (4)","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Taylor, Christopher"
S915,17728,96,102,6,conductor,conductor,,ecb,Concert Band,Concert Band,1996-12-01,Convocation Hall,William byrd suite,"Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Street, William H."
C564,17730,137,140,3,conductor,conductor,,dm,MMus recital,"MMus Recital, Michael Chute, wind band conductor",1998-01-28,Convocation Hall,William Byrd Suite,"Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Chute, Michael"
S915,17732,700,701,1,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"William Byrd suite, for band","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Street, William H."
S381,17734,1081,1083,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2008-02-15,Convocation Hall,"William Byrd suite, for band.  1. The Earle of Oxford's marche","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Schroeder, Angela"
G767,17736,955,964,9,conductor,conductor,,ecb,Concert Band,Concert Band,2005-04-10,Convocation Hall,"William Byrd suite, for band.  1. The Earle of Oxford's Marche","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Grasdahl, Wendy"
G767,17738,955,963,8,conductor,conductor,,ecb,Concert Band,Concert Band,2005-04-10,Convocation Hall,"William Byrd suite, for band.  2. Pavana","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Grasdahl, Wendy"
S381,17740,1081,1084,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2008-02-15,Convocation Hall,"William Byrd suite, for band.  2. Pavane","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Schroeder, Angela"
G767,17742,955,962,7,conductor,conductor,,ecb,Concert Band,Concert Band,2005-04-10,Convocation Hall,"William Byrd suite, for band.  3. Jhon come kisse me now","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Grasdahl, Wendy"
G767,17744,955,961,6,conductor,conductor,,ecb,Concert Band,Concert Band,2005-04-10,Convocation Hall,"William Byrd suite, for band.  5. Wolsey's wilde","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Grasdahl, Wendy"
S381,17746,1081,1085,4,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2008-02-15,Convocation Hall,"William Byrd suite, for band.  6. The bells","Jacob, Gordon, 1895-",,http://www.musicbrainz.org/artist/c5556dd0-acb5-4b55-914d-2ac1d0767e9c,Gate,"Schroeder, Angela"
H747,10589,440,443,3,conductor,conductor,,dm,MMus recital,"MMus Recital, Thomas Holm, conductor",1993-04-16,West End Christian Reformed Church,"O Jesu Christe, for voices (4) / performed with organ","Jacquet of Mantua, 1483-1559",,http://www.musicbrainz.org/artist/c9a88c58-9c22-4f16-bed3-087a2a19f54b,LCAUTH,"Holm, Thomas"
G767,15098,1063,1064,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble with 2009 University of Alberta Honour Band,2009-03-21,Convocation Hall,"Suite, band.  No. 3","Jager, Robert",,http://www.musicbrainz.org/artist/a749f8c7-fbd7-417a-9344-322ef7aa35f3,Gate,"Grasdahl, Wendy"
S915,15317,700,708,8,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"Suites, band.  No. 3","Jager, Robert",,http://www.musicbrainz.org/artist/a749f8c7-fbd7-417a-9344-322ef7aa35f3,Gate,"Street, William H."
P953,15321,625,626,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1990-03-21,Convocation Hall,"Suites, band.  No. 3.  March","Jager, Robert",,http://www.musicbrainz.org/artist/a749f8c7-fbd7-417a-9344-322ef7aa35f3,Gate,"Prime, Dennis"
G767,15359,846,848,2,conductor,conductor,,ecb,Concert Band,Concert Band,2004-12-05,Convocation Hall,"Suties, band.  No. 3","Jager, Robert",,http://www.musicbrainz.org/artist/a749f8c7-fbd7-417a-9344-322ef7aa35f3,Gate,"Grasdahl, Wendy"
D974,10084,643,666,23,conductor,conductor,,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Music makers / arranged by Jack Matthias,"James, Harry, 1916-",,http://www.musicbrainz.org/artist/ba5da9e7-21ad-4d6e-b38b-5e30ae63d536,LCAUTH,"Dust, Tom"
B2523,17152,643,675,32,"conductor (or Dust, Tom)","conductor (or Dust, Tom)",,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Two o'clock jump / arranged by Will Hudson,"James, Harry, 1916-",,http://www.musicbrainz.org/artist/ba5da9e7-21ad-4d6e-b38b-5e30ae63d536,LCAUTH,"Baril, Raymond"
D974,17152,643,675,32,"conductor (or Baril, Raymond)","conductor (or Baril, Raymond)",,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Two o'clock jump / arranged by Will Hudson,"James, Harry, 1916-",,http://www.musicbrainz.org/artist/ba5da9e7-21ad-4d6e-b38b-5e30ae63d536,LCAUTH,"Dust, Tom"
D974,17152,642,657,15,conductor,conductor,,esb,Stage Band,"Jazz Bands, Salute to the Bands",1997-03-03,Convocation Hall,Two o'clock jump / arranged by Will Hudson,"James, Harry, 1916-",,http://www.musicbrainz.org/artist/ba5da9e7-21ad-4d6e-b38b-5e30ae63d536,LCAUTH,"Dust, Tom"
P963,15180,652,656,4,conductor,conductor,,eas,Academy Strings,"Academy Strings, University Symphony Orchestra and Chamber Winds",2000-10-03,Convocation Hall,"Suite, strings","Janácek, Leoš, 1854-1928",,http://www.musicbrainz.org/artist/edfced8a-01bc-4c22-96b2-da58edd6b8af,Gate,"Prochazka, Tanya"
R559,2290,766,769,3,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2002-04-21,Convocation Hall,"Chansons (1528).  Réveillez vous, cueurs endormis]  Le chant des oiseaux","Janequin, Clement, ca. 1495-ca. 1560",8448,,Gate,"Ries, Ardelle"
C1872,764,715,717,2,conductor,conductor,,ecb,Concert Band,Concert Band,2001-12-02,Convocation Hall,"American overture, for band","Jenkins, Joseph Willcox",,http://www.musicbrainz.org/artist/e8869445-f1b9-4b04-bd5e-5adb011da319,LC78,"Campbell, Brock"
S915,764,320,321,1,conductor,conductor,,ecb,Concert Band,Concert Band,1994-04-05,Convocation Hall,"American overture, for band","Jenkins, Joseph Willcox",,http://www.musicbrainz.org/artist/e8869445-f1b9-4b04-bd5e-5adb011da319,LC78,"Street, William H."
S915,764,388,389,1,conductor,conductor,,v,Visiting artist recital,"Visiting Artist, Eugene Corporon, guest conductor",1994-03-23,Convocation Hall,"American overture, for band","Jenkins, Joseph Willcox",,http://www.musicbrainz.org/artist/e8869445-f1b9-4b04-bd5e-5adb011da319,LC78,"Street, William H."
B689,1040,548,554,6,conductor,conductor,,ecb,Concert Band,Concert Band,1990-12-02,Convocation Hall,"Arioso, band","Jenkins, Joseph Willcox",,http://www.musicbrainz.org/artist/e8869445-f1b9-4b04-bd5e-5adb011da319,LC78,"Bolichowski, Shannon"
S915,2373,25,26,1,conductor,conductor,,ecb,Concert Band,Concert Band,1997-11-30,Convocation Hall,Charles County overture,"Jenkins, Joseph Willcox",,http://www.musicbrainz.org/artist/e8869445-f1b9-4b04-bd5e-5adb011da319,LC78,"Street, William H."
D166,3363,506,508,2,"alto flute, piccolo","alto flute, piccolo",,o,Other,Sonor Borealis,1990-01-20,Convocation Hall,"Cucumber music, for alto flute, piccolo, viola, toy piano, celesta, piano and percussion","Jenni, Donald, 1937-",8470,,"Gate, LCAUTH, OCLC WorldCat","Damur, Bill"
M383,3363,506,508,2,"vibraphone, glockenspiel, tam-tams","vibraphone, glockenspiel, tam-tams",,o,Other,Sonor Borealis,1990-01-20,Convocation Hall,"Cucumber music, for alto flute, piccolo, viola, toy piano, celesta, piano and percussion","Jenni, Donald, 1937-",8470,,"Gate, LCAUTH, OCLC WorldCat","Martin, Scott"
G244,1045,130,140,10,soprano,saprano,,ecc,Concert Choir,Concert Choir,1998-03-29,Convocation Hall,Arirang,"Jennings, Kenneth",,http://www.musicbrainz.org/artist/4f8094db-2bfe-492a-a797-bd8bf424095c,Gate,"Gartner, Bernice"
G967,1045,130,140,10,conductor,conductor,,ecc,Concert Choir,Concert Choir,1998-03-29,Convocation Hall,Arirang,"Jennings, Kenneth",,http://www.musicbrainz.org/artist/4f8094db-2bfe-492a-a797-bd8bf424095c,Gate,"Guise, Paul"
B493,16672,130,141,11,conductor,conductor,,ecc,Concert Choir,Concert Choir,1998-03-29,Convocation Hall,Toraji Taryung,"Jennings, Kenneth",,http://www.musicbrainz.org/artist/4f8094db-2bfe-492a-a797-bd8bf424095c,Gate,"Berg, Joy"
E34,618,454,462,8,tenor,tenor,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,Ain't got time to die / arranged for mixed chorus by Hall Johnson,"Johnson, Hall, 1888-1970",,http://www.musicbrainz.org/artist/d8ac3aee-fce1-40f8-842d-18d7686da340,LCAUTH,"Eisentrager, Paul"
P3323,618,454,462,8,conductor,conductor,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,Ain't got time to die / arranged for mixed chorus by Hall Johnson,"Johnson, Hall, 1888-1970",,http://www.musicbrainz.org/artist/d8ac3aee-fce1-40f8-842d-18d7686da340,LCAUTH,"Paulson, Gerry"
C1362,2596,381,391,10,conductor,conductor,,ecc,Concert Choir,Concert Choir,1994-03-25,Convocation Hall,City called heaven,"Johnson, Hall, 1888-1970",,http://www.musicbrainz.org/artist/d8ac3aee-fce1-40f8-842d-18d7686da340,LCAUTH,"Cairns-Ollikkala, Debra"
K39,1068,1092,1110,18,soprano,saprano,,f,Faculty recital,Music at Convocation Hall,2007-01-12,Convocation Hall,"As I walked forth, for voice and piano","Johnson, Robert, ca. 1583-1633",8487,,OCLC WorldCat,"Kerley, Jolaine"
B8248,15738,593,608,15,director,director,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Temporiser (Instrumental manuscript, Christ Church, Oxford)","Johnson, Robert, ca. 1583-1633",8487,,OCLC WorldCat,"Brauner, Mitchell P."
D718,15738,593,608,15,"director, recorder","director, recorder",,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Temporiser (Instrumental manuscript, Christ Church, Oxford)","Johnson, Robert, ca. 1583-1633",8487,,OCLC WorldCat,"Dorsey, Paul"
K628,15738,593,608,15,director,director,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Temporiser (Instrumental manuscript, Christ Church, Oxford)","Johnson, Robert, ca. 1583-1633",8487,,OCLC WorldCat,"Klakowich, Robert"
C136,13742,972,979,7,conductor,conductor,,ecc,Concert Choir,Concert Choir,2006-12-01,Convocation Hall,"Sofou, unga ástin mín, for mixed voices","Jón Asgeirsson, 1928-",8500,,LCAUTH,"Cairns, Debra"
P963,15867,181,183,2,conductor,conductor,,o,Other,Benefit Concert Featuring Cello Students and Professionals,1999-02-10,Convocation Hall,TheEntertainer / arranged for 4 celli by Werner Thomas-Mifune Scott,"Joplin, Scott, 1868-1917",,http://www.musicbrainz.org/artist/aec8a328-d2e8-4780-b2ea-318c7f8d6f75,Gate,"Prochazka, Tanya"
P615,15868,877,883,6,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble and Northern Alberta Honor Band,2001-03-24,Convocation Hall,Theentertainer / arranged for concert band by Alfred Reed,"Joplin, Scott, 1868-1917",,http://www.musicbrainz.org/artist/aec8a328-d2e8-4780-b2ea-318c7f8d6f75,Gate,"Pier, Fordyce"
M164,428,6,7,1,conductor,conductor,,dm,MMus recital,"MMus Recital, Alan McLellan, choral conductor",1997-10-29,Convocation Hall,Absalon fili mi / attributed to Josquin des Prez,"Josquin, des Prez, d.1521",8507,,Gate,"McLellan, Alan"
K32,1138,170,174,4,conductor,conductor,,ecc,Concert Choir,Concert Choir,1996-03-29,Convocation Hall,Ave Christe,"Josquin, des Prez, d.1521",8507,,Gate,"Kempster, William"
G455,9640,626,630,4,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-03-17,Convocation Hall,Missa L'homme armé sexti toni,"Josquin, des Prez, d.1521",8507,,Gate,"Giesbrecht, Marnie"
B8248,9648,594,603,9,director,director,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Missa Pange lingua.  Credo,"Josquin, des Prez, d.1521",8507,,Gate,"Brauner, Mitchell P."
B8248,9650,594,602,8,director,director,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Missa Pange lingue.  Gloria,"Josquin, des Prez, d.1521",8507,,Gate,"Brauner, Mitchell P."
B8248,9652,594,601,7,director,director,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Missa Pange lingue.  Kyrie,"Josquin, des Prez, d.1521",8507,,Gate,"Brauner, Mitchell P."
B875,9654,847,849,2,conductor,conductor,,ecc,Concert Choir,Concert Choir,2004-12-03,Convocation Hall,Missa pange linqua.  Kyrie,"Josquin, des Prez, d.1521",8507,,Gate,"Brough, John"
H747,9839,440,454,14,conductor,conductor,,dm,MMus recital,"MMus Recital, Thomas Holm, conductor",1993-04-16,West End Christian Reformed Church,"Motet, voices (5).  El grillo","Josquin, des Prez, d.1521",8507,,Gate,"Holm, Thomas"
B493,9873,486,487,1,alto,alto,,dm,MMus recital,"MMus Recital, Evelyn Pfeifer, conductor",1993-03-29,Convocation Hall,"Motets, mixed voices.  Ave verum corpus","Josquin, des Prez, d.1521",8507,,Gate,"Berg, Joy"
K63,9873,486,487,1,soprano,saprano,,dm,MMus recital,"MMus Recital, Evelyn Pfeifer, conductor",1993-03-29,Convocation Hall,"Motets, mixed voices.  Ave verum corpus","Josquin, des Prez, d.1521",8507,,Gate,"Klann, Heidi"
L662,9873,486,487,1,tenor,tenor,,dm,MMus recital,"MMus Recital, Evelyn Pfeifer, conductor",1993-03-29,Convocation Hall,"Motets, mixed voices.  Ave verum corpus","Josquin, des Prez, d.1521",8507,,Gate,"Levesque, Joseph"
P525,9873,486,487,1,conductor,conductor,,dm,MMus recital,"MMus Recital, Evelyn Pfeifer, conductor",1993-03-29,Convocation Hall,"Motets, mixed voices.  Ave verum corpus","Josquin, des Prez, d.1521",8507,,Gate,"Pfeifer, Evelyn"
P525,9880,486,488,2,conductor,conductor,,dm,MMus recital,"MMus Recital, Evelyn Pfeifer, conductor",1993-03-29,Convocation Hall,"Motets, mixed voices.  Laudate, pueri, Dominum","Josquin, des Prez, d.1521",8507,,Gate,"Pfeifer, Evelyn"
G455,11115,626,629,3,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-03-17,Convocation Hall,Petite camusette.  English and French,"Josquin, des Prez, d.1521",8507,,Gate,"Giesbrecht, Marnie"
K39,13001,264,266,2,conductor,conductor,,dm,MMus recital,"MMus Recital, Jolaine Kerley, choral conductor",2000-03-26,Convocation Hall,"Salve Regina, for 5 part mixed chorus","Josquin, des Prez, d.1521",8507,,Gate,"Kerley, Jolaine"
O49,13007,501,508,7,conductor,conductor,,ecc,Concert Choir,Concert Choir,1991-04-05,Convocation Hall,"Salve Regina, voices (5) / performed by mixed voices and recorders (3)","Josquin, des Prez, d.1521",8507,,Gate,"Ollikkala, Debra"
