Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Williams, Raymond	87380498	87380498	1	Williams, Raymond			Person		http://example.org/1306144#Agent100-14	
Diehl, Patrick S	27189580	27189580	0.9411764706	Diehl, Patrick S			Person		http://example.org/1306151#Agent100-14	
Plautus, Titus Maccius	66462281	66462281	1	Plautus, Titus Maccius			Person		http://example.org/1306245#Agent100-12	
Plautus, Titus Maccius	66462281	66462281	1	Plautus, Titus Maccius			Person		http://example.org/1306245#Agent600-24	
Uberti, Maria Luisa	62917903	62917903	1	Uberti, Maria Luisa			Person		http://example.org/1306245#Agent700-25	
Poppe, Eberhard	109135825	109135825	1	Poppe, Eberhard			Person		http://example.org/1306329#Agent100-11	
Dudek, Gerhard	301101774	301101774	1	Dudek, Gerhard			Person		http://example.org/1306446#Agent100-11	
Dostoyevsky, Fyodor, 1821-1881	104023256	104023256	1	Dostoyevsky, Fyodor, 1821-1881			Person		http://example.org/1306446#Agent600-21	
Moore, David S				Moore, David S			Person		http://example.org/1306469#Agent100-13	
Wigmore, Barrie A	38315294	38315294	0.9444444444	Wigmore, Barrie A			Person		http://example.org/1306521#Agent100-14	
Forberger, Rudolf, 1910-				Forberger, Rudolf, 1910-			Person		http://example.org/1306716#Agent100-12	
Böttger, Johann Friedrich, 1682-1719	84799079	84799079	0.972972973	Böttger, Johann Friedrich, 1682-1719			Person		http://example.org/1306716#Agent600-22	
Staatliche Porzellan-Manufaktur Meissen		154196913		Staatliche Porzellan-Manufaktur Meissen	154196913	0.9487179487	Organization		http://example.org/1306716#Agent610-23	
Grunsell, Rob	248841726	248841726	1	Grunsell, Rob			Person		http://example.org/1309360#Agent100-14	
Great Britain. School Curriculum Development Committee		132351052		Great Britain. School Curriculum Development Committee	132351052	1	Jurisdiction		http://example.org/1309360#Agent710-26	
Parisse, Michel	109136554	109136554	1	Parisse, Michel			Person		http://example.org/1309720#Agent700-25	
Université de Nancy II. Institut d'études médiévales		130970348		Université de Nancy II. Institut d'études médiévales	130970348	1	Organization		http://example.org/1309720#Agent710-26	
Centre européen de recherches sur les congrégations et ordres monastiques		312538683		Centre européen de recherches sur les congrégations et ordres monastiques	312538683	1	Organization		http://example.org/1309720#Agent710-27	
Schaef, Anne Wilson	305600905	305600905	1	Schaef, Anne Wilson			Person		http://example.org/1309836#Agent100-15	
Brainerd, Walter S	49918031	49918031	0.9473684211	Brainerd, Walter S			Person		http://example.org/1309894#Agent100-13	
Goldberg, Charles H	27762804	27762804	0.95	Goldberg, Charles H			Person		http://example.org/1309894#Agent700-24	
Gross, Jonathan L	85667491	85667491	0.9444444444	Gross, Jonathan L			Person		http://example.org/1309894#Agent700-25	
White, D. W. R	26203744	26203744	0.9333333333	White, D. W. R			Person		http://example.org/1309985#Agent700-22	
New Zealand. Dept. of Scientific and Industrial Research		136037882		New Zealand. Dept. of Scientific and Industrial Research	136037882	1	Jurisdiction		http://example.org/1309985#Agent710-23	
Jenness, Doug	46055045	46055045	1	Jenness, Doug			Person		http://example.org/1310571#Agent700-22	
