Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Carleton, Willard T.	n84148176	100	Carleton, Willard T	n84148176	n84148176	0.95	Carleton, Willard T			Person		http://example.org/1002457#Agent700-23	
Safir, Marilyn	n84144684	100	Safir, Marilyn	n84144684	n84144684	1	Safir, Marilyn			Person		http://example.org/1002490#Agent700-27	
Society for the Psychological Study of Social Issues	n79091471	100	Society for the Psychological Study of Social Issues		n79091471		Society for the Psychological Study of Social Issues	n79091471	0.9230769231	Organization		http://example.org/1002490#Agent710-28	
International Interdisciplinary Congress on Women. (1st : 1982 : University of Haifa)			International Interdisciplinary Congress on Women. (1st : 1982 : University of Haifa)				International Interdisciplinary Congress on Women. (1st : 1982 : University of Haifa)			Meeting		http://example.org/1002490#Agent711-29	
International Interdisciplinary Congress on Women	n84144683	100	International Interdisciplinary Congress on Women		n84144683		International Interdisciplinary Congress on Women	n84144683	1	Meeting		http://example.org/1002490#Agent711-30	
Thomson, Peter, 1938-	n80159018	100	Thomson, Peter, 1938-	n80159018	n80159018	0.84	Thomson, Peter, 1938-			Person		http://example.org/1002689#Agent100-12	
Salgādo, Gāmini, 1929-1985	n50016592	96	Salgādo, Gāmini, 1929-1985	n50016592	n50016592	0.8571428571	Salgādo, Gāmini, 1929-1985			Person		http://example.org/1002689#Agent700-22	
Allen, W. B. (William Barclay), 1944-	n83162877	100	Allen, W. B. (William Barclay), 1944-	n83162877	n83162877	0.972972973	Allen, W. B. (William Barclay), 1944-			Person		http://example.org/1002694#Agent700-23	
Lloyd, Gordon, 1942-	n84198728	100	Lloyd, Gordon, 1942-	n84198728	n84198728	0.8333333333	Lloyd, Gordon, 1942-			Person		http://example.org/1002694#Agent700-24	
Lloyd, Margie	n84198729	100	Lloyd, Margie	n84198729	n84198729	0.9285714286	Lloyd, Margie			Person		http://example.org/1002694#Agent700-25	
Eldin, Peter, 1939-	n85231436	100	Eldin, Peter, 1939-	n85231436	n85231436	1	Eldin, Peter, 1939-			Person		http://example.org/1002712#Agent100-11	
Rutland, Peter	n85060661	100	Rutland, Peter	n85060661	n85060661	1	Rutland, Peter			Person		http://example.org/1002793#Agent100-13	
Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)			Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)				Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)			Meeting		http://example.org/1002810#Agent111-10	
Gastech Ltd.	n83068668	100	Gastech Ltd		n83068668		Gastech Ltd	n83068668	0.9166666667	Organization		http://example.org/1002810#Agent710-25	
Kilner, Geoffrey	n77002485	100	Kilner, Geoffrey	n77002485	n77002485	1	Kilner, Geoffrey			Person		http://example.org/1002852#Agent100-13	
Omar Khayyam	n79105787	100	Omar Khayyam	n79105787	n79105787	0.9166666667	Omar Khayyam			Person		http://example.org/1295856#Agent100-11	
FitzGerald, Edward	n82152663	100	FitzGerald, Edward				FitzGerald, Edward			Person		http://example.org/1295856#Agent700-21	
Ram, Bali	n90727959	100	Ram, Bali	n90727959	n90727959	1	Ram, Bali			Person		http://example.org/1295879#Agent100-16	
Romani︠u︡k, A.	n96106440	100	Romani͡uk, A				Romani͡uk, A			Person		http://example.org/1295879#Agent700-30	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	100	Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch		n86813126		Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	1	Jurisdiction		http://example.org/1295879#Agent710-31	
Canada. Dept. of Indian Affairs and Northern Development	n82020765	95	Canada. Dept. of Indian Affairs and Northern Development				Canada. Dept. of Indian Affairs and Northern Development			Jurisdiction		http://example.org/1295879#Agent710-32	
Statistics Canada	n79095381	100	Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/1295879#Agent710-33	
Rowe, G.	n90695384	100	Rowe, G				Rowe, G			Person		http://example.org/1295882#Agent100-16	
Norris, M. J			Norris, M. J				Norris, M. J			Person		http://example.org/1295882#Agent700-30	
Statistics Canada	n79095381	100	Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/1295882#Agent710-31	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	100	Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch		n86813126		Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	1	Jurisdiction		http://example.org/1295882#Agent710-32	
Canada. Dept. of Indian Affairs and Northern Development	n82020765	95	Canada. Dept. of Indian Affairs and Northern Development				Canada. Dept. of Indian Affairs and Northern Development			Jurisdiction		http://example.org/1295882#Agent710-33	
Riley, Philip	n84030333	100	Riley, Philip	n84030333	n84030333	1	Riley, Philip			Person		http://example.org/1296421#Agent700-24	
Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues	n85235415	99	Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues		n85235415		Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues	n85235415	1	Organization		http://example.org/1296421#Agent710-25	
Grahn, Judy, 1940-	n78041632	100	Grahn, Judy, 1940-	n78041632	n78041632	0.8181818182	Grahn, Judy, 1940-			Person		http://example.org/1296705#Agent100-13	
Freedman, Estelle B., 1947-	n80129618	100	Freedman, Estelle B., 1947-	n80129618	n80129618	0.8709677419	Freedman, Estelle B., 1947-			Person		http://example.org/1296772#Agent700-22	
Obichere, Boniface I.	n80005121	100	Obichere, Boniface I	n80005121	n80005121	0.9523809524	Obichere, Boniface I			Person		http://example.org/1297008#Agent700-20	
Norris, M. J			Norris, M. J				Norris, M. J			Person		http://example.org/1297108#Agent100-12	
Canada. Indian and Northern Affairs Canada	n82014965	100	Canada. Indian and Northern Affairs Canada		n82014965		Canada. Indian and Northern Affairs Canada	n82014965	1	Jurisdiction		http://example.org/1297108#Agent710-26	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	100	Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch		n86813126		Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch	n86813126	1	Jurisdiction		http://example.org/1297108#Agent710-27	
Statistics Canada. Demography Division	n80114010	100	Statistics Canada. Demography Division		n80114010		Statistics Canada. Demography Division	n80114010	1	Organization		http://example.org/1297108#Agent710-28	
Jean Renart, 12th/13th century			Jean Renart, 12th/13th century				Jean Renart, 12th/13th century			Person		http://example.org/1297264#Agent100-14	
Levy, B. J. (Brian Joseph)	n77008394	100	Levy, B. J. (Brian Joseph)	n77008394	n77008394	1	Levy, B. J. (Brian Joseph)			Person		http://example.org/1297264#Agent700-28	
Hindley, A.	n77008395	100	Hindley, A	n77008395	n77008395	0.9090909091	Hindley, A			Person		http://example.org/1297264#Agent700-29	
Langley, Frederick William, 1938-	n77008396	100	Langley, Frederick William, 1938-	n77008396	n77008396	1	Langley, Frederick William, 1938-			Person		http://example.org/1297264#Agent700-30	
Lancaster, David	no2010124776	100	Lancaster, David				Lancaster, David			Person		http://example.org/1297397#Agent100-11	
Unesco. Regional Office for Education in Asia and the Pacific	n82074585	100	Unesco. Regional Office for Education in Asia and the Pacific		n82074585		Unesco. Regional Office for Education in Asia and the Pacific	n82074585	1	Organization		http://example.org/1297397#Agent710-25	
Singh, Tejvir, 1930-	n81082979	100	Singh, Tejvir, 1930-	n81082979	n81082979	1	Singh, Tejvir, 1930-			Person		http://example.org/1298015#Agent700-25	
Jagdish Kaur	n81083602	100	Jagdish Kaur	n81083602	n81083602	1	Jagdish Kaur			Person		http://example.org/1298015#Agent700-26	
Québec (Province). Assemblée nationale. Commission permanente de la culture	n86125618	99	Québec (Province). Assemblée nationale. Commission permanente de la culture		n86125618		Québec (Province). Assemblée nationale. Commission permanente de la culture	n86125618	1	Jurisdiction		http://example.org/1298184#Agent710-24	
Flores, Romeo M.	n81121838	100	Flores, Romeo M	n81121838	n81121838	0.9375	Flores, Romeo M			Person		http://example.org/1298245#Agent700-26	
Society of Economic Paleontologists and Mineralogists	n79055482	100	Society of Economic Paleontologists and Mineralogists		n79055482		Society of Economic Paleontologists and Mineralogists	n79055482	0.9814814815	Organization		http://example.org/1298245#Agent710-27	
Ashley, Gail Mowry	n88640906	83	Ashley, Gail Mowry				Ashley, Gail Mowry			Person		http://example.org/1298265#Agent700-21	
Shaw, John, M.D.	n85104995	100	Shaw, John, M.D	n85104995	n85104995	0.9375	Shaw, John, M.D			Person		http://example.org/1298265#Agent700-22	
Smith, Norman Kemp, 1872-1958	n81063044	100	Smith, Norman Kemp, 1872-1958	n81063044	n81063044	1	Smith, Norman Kemp, 1872-1958			Person		http://example.org/1298265#Agent700-23	
Society of Economic Paleontologists and Mineralogists	n79055482	100	Society of Economic Paleontologists and Mineralogists		n79055482		Society of Economic Paleontologists and Mineralogists	n79055482	0.9814814815	Organization		http://example.org/1298265#Agent710-24	
Gautier, Donald L.	n81019385	100	Gautier, Donald L	n81019385	n81019385	0.9444444444	Gautier, Donald L			Person		http://example.org/1298278#Agent100-10	
Kharaka, Yousif K.	n88619528	100	Kharaka, Yousif K	n88619528	n88619528	0.9444444444	Kharaka, Yousif K			Person		http://example.org/1298278#Agent700-26	
Surdam, Ronald C.	n84018031	100	Surdam, Ronald C	n84018031	n84018031	0.9411764706	Surdam, Ronald C			Person		http://example.org/1298278#Agent700-27	
Society of Economic Paleontologists and Mineralogists	n79055482	100	Society of Economic Paleontologists and Mineralogists		n79055482		Society of Economic Paleontologists and Mineralogists	n79055482	0.9814814815	Organization		http://example.org/1298278#Agent710-28	
Austria. Bundespressedienst	n80089838	100	Austria. Bundespressedienst		n80089838		Austria. Bundespressedienst	n80089838	0.9642857143	Jurisdiction		http://example.org/1298369#Agent710-22	
Austria. Bundespressedienst	n80089838	100	Austria. Bundespressedienst		n80089838		Austria. Bundespressedienst	n80089838	0.9642857143	Jurisdiction		http://example.org/1298371#Agent710-19	
Minnick, William H.	n84135289	100	Minnick, William H	n84135289	n84135289	0.9473684211	Minnick, William H			Person		http://example.org/1298603#Agent100-12	
Koniecko, Edward S., 1913-	n84238076	100	Koniecko, Edward S., 1913-	n84238076	n84238076	1	Koniecko, Edward S., 1913-			Person		http://example.org/1298993#Agent100-12	
Koniecko, Edward S., 1913-	n84238076	100	Koniecko, Edward S., 1913-	n84238076	n84238076	1	Koniecko, Edward S., 1913-			Person		http://example.org/1298993#Agent700-25	
Institution of Civil Engineers (Great Britain)	n80076409	100	Institution of Civil Engineers (Great Britain)		n80076409		Institution of Civil Engineers (Great Britain)	n80076409	1	Organization		http://example.org/1298995#Agent710-22	
Miller, Donald L., 1944-	n79003530	100	Miller, Donald L., 1944-	n79003530	n79003530	0.8571428571	Miller, Donald L., 1944-			Person		http://example.org/1299076#Agent100-13	
Sharpless, Richard E.	n85009785	100	Sharpless, Richard E	n85009785	n85009785	0.9523809524	Sharpless, Richard E			Person		http://example.org/1299076#Agent700-26	
Yoshioka, Minoru, 1919-1990	n84106667	100	Yoshioka, Minoru, 1919-1990	n84106667	n84106667	1	Yoshioka, Minoru, 1919-1990			Person		http://example.org/1299746#Agent100-13	
Onuma, Tadayoshi, 1943-	n84168213	100	Onuma, Tadayoshi, 1943-	n84168213	n84168213	1	Onuma, Tadayoshi, 1943-			Person		http://example.org/1299746#Agent700-28	
Ōoka, Makoto, 1931-	n81032972	83	Ōoka, Makoto, 1931-				Ōoka, Makoto, 1931-			Person		http://example.org/1299746#Agent700-29	
Tsuruoka, Yoshihisa, 1936-	n81081977	100	Tsuruoka, Yoshihisa, 1936-	n81081977	n81081977	1	Tsuruoka, Yoshihisa, 1936-			Person		http://example.org/1299746#Agent700-30	
Iijima, Kōichi, 1930-2013	n82011976	98	Iijima, Kōichi, 1930-2013	n82011976	n82011976	0.96	Iijima, Kōichi, 1930-2013			Person		http://example.org/1299746#Agent700-31	
Smith, Godfrey, 1926-	n50013419	100	Smith, Godfrey, 1926-	n50013419	n50013419	1	Smith, Godfrey, 1926-			Person		http://example.org/1299782#Agent100-12	
Veltruský, Jarmila F.	n85060312	97	Veltruský, Jarmila F	n85060312	n85060312	0.8636363636	Veltruský, Jarmila F			Person		http://example.org/1300143#Agent100-13	
Wotke, Herbert			Wotke, Herbert				Wotke, Herbert			Person		http://example.org/1300365#Agent700-22	
Austria. Bundespressedienst	n80089838	100	Austria. Bundespressedienst		n80089838		Austria. Bundespressedienst	n80089838	0.9642857143	Jurisdiction		http://example.org/1300365#Agent710-23	
Québec (Province). Ministère de l'énergie et des ressources	n83182729	86	Québec (Province). Ministère de l'énergie et des ressources				Québec (Province). Ministère de l'énergie et des ressources			Jurisdiction		http://example.org/1300857#Agent710-20	
Gordon, Bonnie Bilyeu	n83181559	100	Gordon, Bonnie Bilyeu	n83181559	n83181559	1	Gordon, Bonnie Bilyeu			Person		http://example.org/1301307#Agent700-22	
Bose, N. K. (Nirmal K.), 1940-	n79103423	100	Bose, N. K. (Nirmal K.), 1940-	n79103423	n79103423	0.9666666667	Bose, N. K. (Nirmal K.), 1940-			Person		http://example.org/1301767#Agent700-21	
Guiver, J. P.	n84078274	100	Guiver, J. P	n84078274	n84078274	0.9230769231	Guiver, J. P			Person		http://example.org/1301767#Agent700-22	
Rouillard, Jacques, 1945-	n81029848	100	Rouillard, Jacques, 1945-	n81029848	n81029848	0.8620689655	Rouillard, Jacques, 1945-			Person		http://example.org/1301789#Agent100-13	
Wright, R. Thomas	n85047252	100	Wright, R. Thomas				Wright, R. Thomas			Person		http://example.org/1301987#Agent100-12	
Henak, Richard M.	n79067946	100	Henak, Richard M	n79067946	n79067946	0.9411764706	Henak, Richard M			Person		http://example.org/1301987#Agent700-26	
Henak, Richard M.	n79067946	100	Henak, Richard M	n79067946	n79067946	0.9411764706	Henak, Richard M			Person		http://example.org/1301990#Agent100-12	
