Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Lenzini Moriondo, Margherita	n88202546	100	Lenzini Moriondo, Margherita	n88202546	n88202546	0.9655172414	Lenzini Moriondo, Margherita			Person		http://example.org/1079072#Agent700-22	
Epifanova, A. P			Epifanova, A. P				Epifanova, A. P			Person		http://example.org/1038741#Agent100-11	
Art͡sikhovskiĭ, Artemiĭ Vladimirovich, 1902-1978	n81037122	93	Art͡sikhovskiĭ, Artemiĭ Vladimirovich, 1902-1978				Art͡sikhovskiĭ, Artemiĭ Vladimirovich, 1902-1978			Person		http://example.org/1038741#Agent600-22	
Thiersch, Hermann, 1874-1939	nr2004005706	100	Thiersch, Hermann, 1874-1939	nr2004005706	nr2004005706	0.9655172414	Thiersch, Hermann, 1874-1939			Person		http://example.org/1070863#Agent100-10	
Artemis	nb2004313524	100	Artemis				Artemis			Person		http://example.org/1070863#Agent600-21	
Fleischer, Robert	n83233288	100	Fleischer, Robert				Fleischer, Robert			Person		http://example.org/1012918#Agent100-11	
Hagen, Oscar Frank Leonard			Hagen, Oscar Frank Leonard				Hagen, Oscar Frank Leonard			Person		http://example.org/1077719#Agent100-10	
Masotta, Oscar, 1930-	n81058806	100	Masotta, Oscar, 1930-	n81058806	n81058806	1	Masotta, Oscar, 1930-			Person		http://example.org/1061350#Agent100-10	
										Organization		http://example.org/1061350#Agent810-22	
Navigliovenezia (Gallery)			Navigliovenezia (Gallery)				Navigliovenezia (Gallery)			Organization		http://example.org/1081751#Agent710-18	
Jellinek, H	n82210398	83	Jellinek, H				Jellinek, H			Person		http://example.org/1044108#Agent100-12	
Moses, Robert, 1888-1981	n50007963	100	Moses, Robert, 1888-1981	n50007963	n50007963	0.96	Moses, Robert, 1888-1981			Person		http://example.org/1083821#Agent100-11	
Andrews &amp; Clark			Andrews &amp; Clark				Andrews &amp; Clark			Organization		http://example.org/1083821#Agent710-21	
Symposium on Arteries and Veins, London, 1973			Symposium on Arteries and Veins, London, 1973				Symposium on Arteries and Veins, London, 1973			Meeting		http://example.org/101951#Agent111-10	
Harcus, A. W.	nb90832812	100	Harcus, A. W	nb90832812	nb90832812	0.8333333333	Harcus, A. W			Person		http://example.org/101951#Agent700-20	
Adamson, L. (Leslie)	nb90675720	100	Adamson, L. (Leslie)	nb90675720	nb90675720	1	Adamson, L. (Leslie)			Person		http://example.org/101951#Agent700-21	
Balcon, R.	n86851475	100	Balcon, R	n86851475	n86851475	0.9	Balcon, R			Person		http://example.org/101951#Agent700-22	
Gudiol, José	n50035570	95	Gudiol, José	n50035570	n50035570	1	Gudiol, José			Person		http://example.org/1087031#Agent100-10	
Ainaud de Lasarte, Juan	n50058047	100	Ainaud de Lasarte, Juan	n50058047	n50058047	1	Ainaud de Lasarte, Juan			Person		http://example.org/1086888#Agent100-10	
Berenguer, Magín	n80145597	97	Berenguer, Magín	n80145597	n80145597	0.8823529412	Berenguer, Magín			Person		http://example.org/1079662#Agent100-10	
Navarro, José Gabriel, 1881-1965	n86811107	98	Navarro, José Gabriel, 1881-1965	n86811107	n86811107	1	Navarro, José Gabriel, 1881-1965			Person		http://example.org/1078053#Agent100-11	
Mâle, Emile, 1862-1954	n50044319	97	Mâle, Emile, 1862-1954	n50044319	n50044319	0.9545454545	Mâle, Emile, 1862-1954			Person		http://example.org/1076972#Agent100-12	
Bourdichon, Jean, 1457?-1521?	n86016233	100	Bourdichon, Jean, 1457?-1521?	n86016233	n86016233	1	Bourdichon, Jean, 1457?-1521?			Person		http://example.org/1076972#Agent600-20	
Benoît, Fernand, 1892-1969	n85042521	98	Benoît, Fernand, 1892-1969	n85042521	n85042521	1	Benoît, Fernand, 1892-1969			Person		http://example.org/1076915#Agent100-10	
Du Pont, Gratien, sieur de Drusac			Du Pont, Gratien, sieur de Drusac				Du Pont, Gratien, sieur de Drusac			Person		http://example.org/1092975#Agent100-10	
Francastel, Pierre	n50025374	100	Francastel, Pierre	n50025374	n50025374	1	Francastel, Pierre			Person		http://example.org/1080881#Agent100-10	
Bourgeacq, Jacques	n84237351	100	Bourgeacq, Jacques	n84237351	n84237351	1	Bourgeacq, Jacques			Person		http://example.org/109328#Agent100-10	
Marivaux, Pierre Carlet de Chamblain de, 1688-1763	n79004185	100	Marivaux, Pierre Carlet de Chamblain de, 1688-1763	n79004185	n79004185	0.9607843137	Marivaux, Pierre Carlet de Chamblain de, 1688-1763			Person		http://example.org/109328#Agent600-18	
Boylan, Marie A			Boylan, Marie A				Boylan, Marie A			Person		http://example.org/1078191#Agent100-10	
Pile, Naomi F.	no2016078935	100	Pile, Naomi F	no2016078935	no2016078935	0.9285714286	Pile, Naomi F			Person		http://example.org/1025335#Agent100-15	
Berndtson, Arthur, 1913-1997	n80152901	100	Berndtson, Arthur, 1913-1997	n80152901	n80152901	1	Berndtson, Arthur, 1913-1997			Person		http://example.org/1088605#Agent100-11	
Villacañas, Benito de			Villacañas, Benito de				Villacañas, Benito de			Person		http://example.org/1029580#Agent100-10	
Mendax, Fritz, pseud	nr97029276	80	Mendax, Fritz, pseud				Mendax, Fritz, pseud			Person		http://example.org/1080976#Agent100-10	
Brion, Marcel, 1895-1984	n50041404	100	Brion, Marcel, 1895-1984	n50041404	n50041404	0.96	Brion, Marcel, 1895-1984			Person		http://example.org/1080899#Agent100-10	
Wolf, Janice			Wolf, Janice				Wolf, Janice			Person		http://example.org/1062825#Agent700-18	
Cox, George James, 1884-			Cox, George James, 1884-				Cox, George James, 1884-			Person		http://example.org/1076367#Agent100-10	
Hoyland, Michael	nr93013510	100	Hoyland, Michael	nr93013510	nr93013510	1	Hoyland, Michael			Person		http://example.org/1078206#Agent100-13	
L'Orange, Hans Peter, 1903-1983	n79100780	100	L'Orange, Hans Peter, 1903-1983	n79100780	n79100780	1	L'Orange, Hans Peter, 1903-1983			Person		http://example.org/1076896#Agent100-16	
Discletianus, Emperor of Rome, 245-313			Discletianus, Emperor of Rome, 245-313				Discletianus, Emperor of Rome, 245-313			Person		http://example.org/1076896#Agent600-25	
Smyth, Peter S			Smyth, Peter S				Smyth, Peter S			Person		http://example.org/1078234#Agent100-10	
Lindsay, Zaidee	n50050878	100	Lindsay, Zaidee	n50050878	n50050878	0.9375	Lindsay, Zaidee			Person		http://example.org/1071608#Agent100-11	
Montgomery, Chandler	no2010038752	100	Montgomery, Chandler	no2010038752	no2010038752	1	Montgomery, Chandler			Person		http://example.org/1078223#Agent100-11	
O'Connor, Francis V.	nr93007523	100	O'Connor, Francis V	nr93007523	nr93007523	0.95	O'Connor, Francis V			Person		http://example.org/1077732#Agent100-13	
Federal Art Project	n50001014	100	Federal Art Project		n50001014		Federal Art Project	n50001014	1	Organization		http://example.org/1077732#Agent710-24	
Horn, George F.	n79078772	100	Horn, George F	n79078772	n79078772	0.9333333333	Horn, George F			Person		http://example.org/1078204#Agent100-11	
Heyne, Carl J.	n79091456	100	Heyne, Carl J				Heyne, Carl J			Person		http://example.org/1080729#Agent100-12	
Nicholas, Florence Williams, 1893-	n50004347	100	Nicholas, Florence Williams, 1893-	n50004347	n50004347	1	Nicholas, Florence Williams, 1893-			Person		http://example.org/1080729#Agent700-25	
Gaborit, Jean-René	n79070066	97	Gaborit, Jean-René	n79070066	n79070066	0.9473684211	Gaborit, Jean-René			Person		http://example.org/1058914#Agent100-10	
Musée du Québec	n80147861	93	Musée du Québec		n80147861		Musée du Québec	n80147861	0.9375	Organization		http://example.org/1058914#Agent710-20	
Montreal Museum of Fine Arts	n81082776	100	Montreal Museum of Fine Arts		n81082776		Montreal Museum of Fine Arts	n81082776	1	Organization		http://example.org/1058914#Agent710-21	
Association française d'action artistique	n80089859	99	Association française d'action artistique		n80089859		Association française d'action artistique	n80089859	0.9761904762	Organization		http://example.org/1058914#Agent710-22	
Malcolm, Dorothea C.	no99037786	100	Malcolm, Dorothea C	no99037786	no99037786	0.95	Malcolm, Dorothea C			Person		http://example.org/1044498#Agent100-11	
Reed, Carl	n88652657	100	Reed, Carl				Reed, Carl			Person		http://example.org/1007764#Agent100-12	
Orze, Joseph			Orze, Joseph				Orze, Joseph			Person		http://example.org/1007764#Agent700-23	
Reed, Carl	n88652657	100	Reed, Carl				Reed, Carl			Person		http://example.org/1078233#Agent100-11	
Orze, Joseph			Orze, Joseph				Orze, Joseph			Person		http://example.org/1078233#Agent700-21	
Charlot, Jean, 1898-1979	n81068686	100	Charlot, Jean, 1898-1979	n81068686	n81068686	1	Charlot, Jean, 1898-1979			Person		http://example.org/1080754#Agent100-11	
Art Gallery of Ontario	n81063191	100	Art Gallery of Ontario		n81063191		Art Gallery of Ontario	n81063191	0.9545454545	Organization		http://example.org/1079448#Agent110-16	
Art Gallery of Ontario	n81063191	100	Art Gallery of Ontario		n81063191		Art Gallery of Ontario	n81063191	0.9545454545	Organization		http://example.org/1079448#Agent610-25	
Durand, Marie (Lefébvre), Mme., 1885-			Durand, Marie (Lefébvre), Mme., 1885-				Durand, Marie (Lefébvre), Mme., 1885-			Person		http://example.org/1084833#Agent100-10	
Ivins, William Mills, 1881-1961	n50037807	100	Ivins, William Mills, 1881-1961	n50037807	n50037807	1	Ivins, William Mills, 1881-1961			Person		http://example.org/1076602#Agent100-11	
Fleury, Alcide, 1905-			Fleury, Alcide, 1905-				Fleury, Alcide, 1905-			Person		http://example.org/1009306#Agent100-11	
Kuh, Katharine	n50047961	100	Kuh, Katharine	n50047961	n50047961	1	Kuh, Katharine			Person		http://example.org/1080695#Agent100-11	
Sypher, Wylie	n79148033	100	Sypher, Wylie	n79148033	n79148033	1	Sypher, Wylie			Person		http://example.org/1078566#Agent100-10	
Redinger, Karl			Redinger, Karl				Redinger, Karl			Person		http://example.org/1067189#Agent100-9	
Rabenhorst, Gottlob Ludwig, 1806-1881			Rabenhorst, Gottlob Ludwig, 1806-1881				Rabenhorst, Gottlob Ludwig, 1806-1881			Person		http://example.org/1067189#Agent800-23	
Fraunfelter, George H.	n50025479	100	Fraunfelter, George H	n50025479	n50025479	0.9545454545	Fraunfelter, George H			Person		http://example.org/1050388#Agent100-11	
Boyd, Arthur, 1920-1999	n50043130	100	Boyd, Arthur, 1920-1999	n50043130	n50043130	1	Boyd, Arthur, 1920-1999			Person		http://example.org/1027690#Agent100-11	
Boyd, Arthur, 1920-1999	n50043130	100	Boyd, Arthur, 1920-1999	n50043130	n50043130	1	Boyd, Arthur, 1920-1999			Person		http://example.org/1027690#Agent600-20	
Tadgell, Christopher, 1939-	n85102757	100	Tadgell, Christopher, 1939-	n85102757	n85102757	0.8709677419	Tadgell, Christopher, 1939-			Person		http://example.org/1027690#Agent700-21	
Rudy Komon Gallery			Rudy Komon Gallery				Rudy Komon Gallery			Organization		http://example.org/1027690#Agent710-22	
Kellogg, Elijah, 1813-1901	n90666063	100	Kellogg, Elijah, 1813-1901	n90666063	n90666063	1	Kellogg, Elijah, 1813-1901			Person		http://example.org/1033948#Agent100-9	
Kellogg, Elijah, 1813-1901	n90666063	100	Kellogg, Elijah, 1813-1901	n90666063	n90666063	1	Kellogg, Elijah, 1813-1901			Person		http://example.org/1033948#Agent800-19	
Bryant, Keith L.	n81103688	100	Bryant, Keith L	n81103688	n81103688	0.9375	Bryant, Keith L			Person		http://example.org/1007896#Agent100-13	
Stilwell, Arthur Edward, 1861-1928	n82154678	100	Stilwell, Arthur Edward, 1861-1928	n82154678	n82154678	1	Stilwell, Arthur Edward, 1861-1928			Person		http://example.org/1007896#Agent600-22	
Wight, Frederick Stallknecht, 1902-1986	n50015693	100	Wight, Frederick Stallknecht, 1902-1986	n50015693	n50015693	1	Wight, Frederick Stallknecht, 1902-1986			Person		http://example.org/1085181#Agent100-10	
Dove, Arthur Garfield, 1880-1946	n81063231	100	Dove, Arthur Garfield, 1880-1946	n81063231	n81063231	0.96875	Dove, Arthur Garfield, 1880-1946			Person		http://example.org/1085181#Agent600-18	
Collaer, Paul, 1891-1989	n50029103	100	Collaer, Paul, 1891-1989	n50029103	n50029103	1	Collaer, Paul, 1891-1989			Person		http://example.org/107755#Agent100-9	
Cocteau, Jean, 1889-1963	n79007043	100	Cocteau, Jean, 1889-1963	n79007043	n79007043	0.96	Cocteau, Jean, 1889-1963			Person		http://example.org/107755#Agent600-17	
Honegger, Arthur, 1892-1955	n79108038	100	Honegger, Arthur, 1892-1955	n79108038	n79108038	0.9642857143	Honegger, Arthur, 1892-1955			Person		http://example.org/107755#Agent600-18	
Feschotte, Jacques	n00120196	100	Feschotte, Jacques	n00120196	n00120196	0.9473684211	Feschotte, Jacques			Person		http://example.org/101041#Agent100-10	
Honegger, Arthur, 1892-1955	n79108038	100	Honegger, Arthur, 1892-1955	n79108038	n79108038	0.9642857143	Honegger, Arthur, 1892-1955			Person		http://example.org/101041#Agent600-19	
Loomis, Roger Sherman, 1887-1966	n50042278	100	Loomis, Roger Sherman, 1887-1966	n50042278	n50042278	1	Loomis, Roger Sherman, 1887-1966			Person		http://example.org/1080136#Agent100-10	
Loomis, Laura Alandis Hibbard, 1883-1960	nr00017856	88	Loomis, Laura Alandis Hibbard, 1883-1960	nr00017856	nr00017856	0.8	Loomis, Laura Alandis Hibbard, 1883-1960			Person		http://example.org/1080136#Agent100-11	
Arthur, King	n79055479	100	Arthur, King				Arthur, King			Person		http://example.org/1080136#Agent600-19	
[Kilner, William H. B.]			[Kilner, William H. B.]				[Kilner, William H. B.]			Person		http://example.org/1008639#Agent100-10	
Letts, Arthur, 1862-1923			Letts, Arthur, 1862-1923				Letts, Arthur, 1862-1923			Person		http://example.org/1008639#Agent600-18	
Smith, Mary Florence (Baird), Mrs			Smith, Mary Florence (Baird), Mrs				Smith, Mary Florence (Baird), Mrs			Person		http://example.org/1072813#Agent100-10	
Smith, A. L. (Arthur Lionel), 1850-1924	no95032106	100	Smith, A. L. (Arthur Lionel), 1850-1924	no95032106	no95032106	1	Smith, A. L. (Arthur Lionel), 1850-1924			Person		http://example.org/1072813#Agent600-18	
Latimore, Sarah Briggs	nr96035294	100	Latimore, Sarah Briggs	nr96035294	nr96035294	1	Latimore, Sarah Briggs			Person		http://example.org/1084684#Agent100-11	
Rackham, Arthur, 1867-1939	n79041840	100	Rackham, Arthur, 1867-1939	n79041840	n79041840	0.962962963	Rackham, Arthur, 1867-1939			Person		http://example.org/1084684#Agent600-21	
Haskell, Grace Clark	nr96035297	100	Haskell, Grace Clark	nr96035297	nr96035297	1	Haskell, Grace Clark			Person		http://example.org/1084684#Agent700-22	
Hudson, Derek	n50028595	100	Hudson, Derek	n50028595	n50028595	1	Hudson, Derek			Person		http://example.org/1084682#Agent100-10	
Rackham, Arthur, 1867-1939	n79041840	100	Rackham, Arthur, 1867-1939	n79041840	n79041840	0.962962963	Rackham, Arthur, 1867-1939			Person		http://example.org/1084682#Agent600-18	
Shelley, Hugh	nb2007023576	100	Shelley, Hugh	nb2007023576	nb2007023576	0.9285714286	Shelley, Hugh			Person		http://example.org/1030240#Agent100-11	
Ransome, Arthur, 1884-1967	n80009839	100	Ransome, Arthur, 1884-1967	n80009839	n80009839	0.962962963	Ransome, Arthur, 1884-1967			Person		http://example.org/1030240#Agent600-22	
Kipling, Rudyard, 1865-1936	n79103792	100	Kipling, Rudyard, 1865-1936	n79103792	n79103792	0.9642857143	Kipling, Rudyard, 1865-1936			Person		http://example.org/1030240#Agent600-23	
De la Mare, Walter, 1873-1956	n80057178	100	De la Mare, Walter, 1873-1956	n80057178	n80057178	1	De la Mare, Walter, 1873-1956			Person		http://example.org/1030240#Agent600-24	
Sutcliff, Rosemary	n79062683	100	Sutcliff, Rosemary	n79062683	n79062683	0.9473684211	Sutcliff, Rosemary			Person		http://example.org/1030240#Agent700-25	
Clark, Leonard	n80039728	100	Clark, Leonard	n80039728	n80039728	1	Clark, Leonard			Person		http://example.org/1030240#Agent700-26	
Verbeek, Ernst	n79021913	100	Verbeek, Ernst	n79021913	n79021913	1	Verbeek, Ernst			Person		http://example.org/1034848#Agent100-10	
Rimbaud, Arthur, 1854-1891	n79054799	100	Rimbaud, Arthur, 1854-1891	n79054799	n79054799	0.962962963	Rimbaud, Arthur, 1854-1891			Person		http://example.org/1034848#Agent600-21	
Michaelis, Gustav	n2017182586	94	Michaelis, Gustav				Michaelis, Gustav			Person		http://example.org/1053084#Agent100-10	
Schopenhauer, Arthur, 1788-1860	n80032764	100	Schopenhauer, Arthur, 1788-1860	n80032764	n80032764	0.96875	Schopenhauer, Arthur, 1788-1860			Person		http://example.org/1053084#Agent600-18	
Segal, Arthur, 1875-1944	n50005644	100	Segal, Arthur, 1875-1944	n50005644	n50005644	1	Segal, Arthur, 1875-1944			Person		http://example.org/1011424#Agent100-10	
Segal, Arthur, 1875-1944	n50005644	100	Segal, Arthur, 1875-1944	n50005644	n50005644	1	Segal, Arthur, 1875-1944			Person		http://example.org/1011424#Agent600-18	
Nathanson, Richard	n83195040	100	Nathanson, Richard	n83195040	n83195040	1	Nathanson, Richard			Person		http://example.org/1011424#Agent700-19	
Young, Arthur, 1741-1820	n50013612	100	Young, Arthur, 1741-1820	n50013612	n50013612	1	Young, Arthur, 1741-1820			Person		http://example.org/1002928#Agent100-12	
Hunt, Elizabeth Pinney	no96040073	100	Hunt, Elizabeth Pinney	no96040073	no96040073	1	Hunt, Elizabeth Pinney			Person		http://example.org/1002928#Agent700-24	
Bohemia (Země). Sněm	n83139164	94	Bohemia (Země). Sněm		n83139164		Bohemia (Země). Sněm	n83139164	1	Jurisdiction		http://example.org/1011080#Agent110-10	
Pownall, David E., 1925-	n79054473	100	Pownall, David E., 1925-	n79054473	n79054473	0.8571428571	Pownall, David E., 1925-			Person		http://example.org/10991#Agent100-12	
Jamieson, Heber Carss, 1879-			Jamieson, Heber Carss, 1879-				Jamieson, Heber Carss, 1879-			Person		http://example.org/1043273#Agent100-9	
Canadian Medical Association	n80063028	100	Canadian Medical Association		n80063028		Canadian Medical Association	n80063028	0.9655172414	Organization		http://example.org/1043273#Agent710-18	
Davie, Donald	n80067119	100	Davie, Donald	n80067119	n80067119	0.9285714286	Davie, Donald			Person		http://example.org/1078572#Agent100-10	
Buchl, Thomas V., 1938-			Buchl, Thomas V., 1938-				Buchl, Thomas V., 1938-			Person		http://example.org/1022116#Agent100-9	
Goda, Sidney, 1925-	no2005097856	100	Goda, Sidney, 1925-	no2005097856	no2005097856	1	Goda, Sidney, 1925-			Person		http://example.org/1069284#Agent100-11	
Llano, Manuel	no91016802	100	Llano, Manuel	no91016802	no91016802	1	Llano, Manuel			Person		http://example.org/1009690#Agent100-10	
Aguilera y Santiago, Ignacio	n82084794	100	Aguilera y Santiago, Ignacio	n82084794	n82084794	1	Aguilera y Santiago, Ignacio			Person		http://example.org/1009690#Agent700-18	
Rogers, Spencer Lee, 1905-	n81094261	100	Rogers, Spencer Lee, 1905-	n81094261	n81094261	1	Rogers, Spencer Lee, 1905-			Person		http://example.org/102148#Agent100-9	
Canham, Allan E			Canham, Allan E				Canham, Allan E			Person		http://example.org/1022896#Agent100-12	
Dorfles, Gillo, 1910-	n79060347	100	Dorfles, Gillo, 1910-	n79060347	n79060347	0.84	Dorfles, Gillo, 1910-			Person		http://example.org/1088606#Agent100-10	
González Calderón, Juan Antonio, 1883-	no97067425	88	González Calderón, Juan Antonio, 1883-				González Calderón, Juan Antonio, 1883-			Person		http://example.org/1046256#Agent100-11	
Artigas, José Gervasio, 1764-1850	n50001870	98	Artigas, José Gervasio, 1764-1850	n50001870	n50001870	1	Artigas, José Gervasio, 1764-1850			Person		http://example.org/1046256#Agent600-19	
Ramírez, Carlos María, 1848-1898	n85057175	97	Ramírez, Carlos María, 1848-1898	n85057175	n85057175	1	Ramírez, Carlos María, 1848-1898			Person		http://example.org/1026852#Agent100-12	
