Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Hofmann, J. B. (Johann Baptist), 1886-1954	n88617934	100	Hofmann, J. B. (Johann Baptist), 1886-1954	n88617934	n88617934	1	Hofmann, J. B. (Johann Baptist), 1886-1954			Person		http://example.org/1089827#Agent700-20	
Berger, Elsbeth			Berger, Elsbeth				Berger, Elsbeth			Person		http://example.org/1089827#Agent700-21	
Langosch, Karl, 1903-1992	n85812403	100	Langosch, Karl, 1903-1992	n85812403	n85812403	1	Langosch, Karl, 1903-1992			Person		http://example.org/1092516#Agent100-10	
Sofer, Johann, 1901-	no2003079931	100	Sofer, Johann, 1901-	no2003079931	no2003079931	1	Sofer, Johann, 1901-			Person		http://example.org/100235#Agent100-10	
Isidore, of Seville, Saint, -636	n80139470	100	Isidore, of Seville, Saint, -636	n80139470	n80139470	1	Isidore, of Seville, Saint, -636			Person		http://example.org/100235#Agent600-19	
Doederlein, Ludwig von, 1791-1863	no2007103064	100	Doederlein, Ludwig von, 1791-1863	no2007103064	no2007103064	1	Doederlein, Ludwig von, 1791-1863			Person		http://example.org/1089835#Agent100-10	
Keller, Otto, 1838-1927	n85822281	100	Keller, Otto, 1838-1927	n85822281	n85822281	1	Keller, Otto, 1838-1927			Person		http://example.org/1039246#Agent100-11	
Bambeck, Manfred	nr88008991	100	Bambeck, Manfred	nr88008991	nr88008991	0.9411764706	Bambeck, Manfred			Person		http://example.org/1093101#Agent100-10	
Klein, Hans-Wilhelm, 1911-	n87106477	100	Klein, Hans-Wilhelm, 1911-	n87106477	n87106477	0.8666666667	Klein, Hans-Wilhelm, 1911-			Person		http://example.org/1014220#Agent100-11	
Dante Alighieri, 1265-1321	n78095495	100	Dante Alighieri, 1265-1321	n78095495	n78095495	0.962962963	Dante Alighieri, 1265-1321			Person		http://example.org/1014220#Agent600-20	
Tellini, Gino, 1946-	n79109876	100	Tellini, Gino, 1946-	n79109876	n79109876	0.8333333333	Tellini, Gino, 1946-			Person		http://example.org/1042939#Agent100-10	
Tozzi, Federigo, 1883-1920	n80028473	100	Tozzi, Federigo, 1883-1920	n80028473	n80028473	0.9615384615	Tozzi, Federigo, 1883-1920			Person		http://example.org/1042939#Agent600-19	
Löfstedt, Einar, 1880-1955	n84801855	98	Löfstedt, Einar, 1880-1955	n84801855	n84801855	1	Löfstedt, Einar, 1880-1955			Person		http://example.org/1094724#Agent100-10	
Instituttet for sammenlignend kilturforskning, Oslo			Instituttet for sammenlignend kilturforskning, Oslo				Instituttet for sammenlignend kilturforskning, Oslo			Organization		http://example.org/1094724#Agent810-21	
Meynaud, Jean	n50031330	100	Meynaud, Jean	n50031330	n50031330	1	Meynaud, Jean			Person		http://example.org/1007970#Agent100-11	
Coulombe, Françoise	n87818312	97	Coulombe, Françoise	n87818312	n87818312	0.9	Coulombe, Françoise			Person		http://example.org/1007970#Agent700-20	
Santoro, Eduardo, professor	n86840419	98	Santoro, Eduardo, profesor				Santoro, Eduardo, profesor			Person		http://example.org/1029916#Agent100-13	
Cremoux, Raúl	n82129022	96	Cremoux, Raúl	n82129022	n82129022	0.8571428571	Cremoux, Raúl			Person		http://example.org/1031242#Agent100-11	
Lucie-Smith, Edward	n79027218	100	Lucie-Smith, Edward	n79027218	n79027218	1	Lucie-Smith, Edward			Person		http://example.org/1078777#Agent100-14	
Martin, Paul S. (Paul Sidney), 1899-1974	nr96019089	100	Martin, Paul S. (Paul Sidney), 1899-1974	nr96019089	nr96019089	1	Martin, Paul S. (Paul Sidney), 1899-1974			Person		http://example.org/1021536#Agent100-11	
Rinaldo, John B. (John Beach), 1912-1999	no98065173	100	Rinaldo, John B. (John Beach), 1912-1999	no98065173	no98065173	1	Rinaldo, John B. (John Beach), 1912-1999			Person		http://example.org/1021504#Agent100-11	
Bluhm, Elaine A	no98065178	84	Bluhm, Elaine A				Bluhm, Elaine A			Person		http://example.org/1021504#Agent700-22	
Hansen, Hans Jürgen, 1921-	n50017750	98	Hansen, Hans Jürgen, 1921-	n50017750	n50017750	1	Hansen, Hans Jürgen, 1921-			Person		http://example.org/1077853#Agent100-13	
Flemming, Hanns Theodor	n82127037	100	Flemming, Hanns Theodor	n82127037	n82127037	0.9583333333	Flemming, Hanns Theodor			Person		http://example.org/1077853#Agent700-24	
Hoel, Lester A.	n50031223	100	Hoel, Lester A	n50031223	n50031223	0.9333333333	Hoel, Lester A			Person		http://example.org/1006671#Agent700-23	
United States. Dept. of Housing and Urban Development	n86729793	87	United States. Dept. of Housing and Urban Development		n79049260		United States. Dept. of Housing and Urban Development	n79049260	0.8965517241	Jurisdiction		http://example.org/1006671#Agent710-24	
Gardberg, Carl Jacob, 1926-2010	n79084271	100	Gardberg, Carl Jacob, 1926-2010	n79084271	n79084271	1	Gardberg, Carl Jacob, 1926-2010			Person		http://example.org/1007162#Agent100-10	
Scandinavian Joint Expedition to Sudanese Nubia	n81146672	100	Scandinavian Joint Expedition to Sudanese Nubia		n81146672		Scandinavian Joint Expedition to Sudanese Nubia	n81146672	0.9574468085	Meeting		http://example.org/1007162#Agent811-21	
Finkelstein, J. J. (Jacob J.), 1922-1974	n50005172	100	Finkelstein, J. J. (Jacob J.), 1922-1974	n50005172	n50005172	1	Finkelstein, J. J. (Jacob J.), 1922-1974			Person		http://example.org/1011474#Agent100-13	
Rommen, Heinrich Albert, 1897-1967	n79058308	100	Rommen, Heinrich Albert, 1897-1967	n79058308	n79058308	1	Rommen, Heinrich Albert, 1897-1967			Person		http://example.org/1040613#Agent100-10	
Suárez, Francisco, 1548-1617	n78095702	98	Suárez, Francisco, 1548-1617	n78095702	n78095702	0.9655172414	Suárez, Francisco, 1548-1617			Person		http://example.org/1040613#Agent600-19	
Gómez Arboleya, Enrique	no2010113521	88	Gómez Arboleya, Enrique				Gómez Arboleya, Enrique			Person		http://example.org/1040613#Agent700-22	
Sánchez Abelenda, Raúl			Sánchez Abelenda, Raúl				Sánchez Abelenda, Raúl			Person		http://example.org/1041383#Agent100-9	
Jungemann, Fredrick Henry, 1911-			Jungemann, Fredrick Henry, 1911-				Jungemann, Fredrick Henry, 1911-			Person		http://example.org/1093076#Agent100-10	
Mourelle de Lema, Manuel	n91093828	100	Mourelle de Lema, Manuel	n91093828	n91093828	1	Mourelle de Lema, Manuel			Person		http://example.org/1089267#Agent100-11	
Wente, Edward Frank, 1930-	n79122664	100	Wente, Edward Frank, 1930-	n79122664	n79122664	0.8666666667	Wente, Edward Frank, 1930-			Person		http://example.org/1098597#Agent100-11	
Černý, Jaroslav, paleographer			Černý, Jaroslav, paleographer				Černý, Jaroslav, paleographer			Person		http://example.org/1098597#Agent600-21	
Zarnecki, George	n50017565	100	Zarnecki, George	n50017565	n50017565	1	Zarnecki, George			Person		http://example.org/1083848#Agent100-11	
Lawrence, A. W. (Arnold Walter), 1900-	n82138985	93	Lawrence, A. W. (Arnold Walter), 1900-	n82138985	n82138985	0.9047619048	Lawrence, A. W. (Arnold Walter), 1900-			Person		http://example.org/1084765#Agent100-11	
Lane, Arthur, 1909-1963	n50070434	100	Lane, Arthur, 1909-1963	n50070434	n50070434	1	Lane, Arthur, 1909-1963			Person		http://example.org/1087702#Agent100-13	
Pinder-Wilson, Ralph H.	n50011073	100	Pinder-Wilson, Ralph H	n50011073	n50011073	0.9565217391	Pinder-Wilson, Ralph H			Person		http://example.org/1087702#Agent700-25	
Lear, Edward, 1812-1888	n79084245	100	Lear, Edward, 1812-1888	n79084245	n79084245	0.9583333333	Lear, Edward, 1812-1888			Person		http://example.org/1084680#Agent100-10	
Strachie, Constance (Braham), Strachey, baroness, d 1936			Strachie, Constance (Braham), Strachey, baroness, d 1936				Strachie, Constance (Braham), Strachey, baroness, d 1936			Person		http://example.org/1084680#Agent700-18	
Dorigo, Wladimiro	n82233659	100	Dorigo, Wladimiro	n82233659	n82233659	0.9444444444	Dorigo, Wladimiro			Person		http://example.org/1087008#Agent100-14	
Humbert, Paul, 1885-			Humbert, Paul, 1885-				Humbert, Paul, 1885-			Person		http://example.org/1097660#Agent100-10	
Université de Neuchâtel. Faculté des lettres	n82158263	96	Université de Neuchâtel. Faculté des lettres		n82158263		Université de Neuchâtel. Faculté des lettres	n82158263	1	Organization		http://example.org/1097660#Agent810-20	
Dansereau, Pierre, 1911-2011	n50037381	100	Dansereau, Pierre, 1911-2011	n50037381	n50037381	1	Dansereau, Pierre, 1911-2011			Person		http://example.org/1027027#Agent100-12	
Perroy, Edouard, 1901-1974	n50009727	100	Perroy, Edouard, 1901-1974	n50009727	n50009727	0.9615384615	Perroy, Edouard, 1901-1974			Person		http://example.org/1074389#Agent100-12	
Lacombe, Patrice, 1807-1863	no99090462	100	Lacombe, Patrice, 1807-1863	no99090462	no99090462	1	Lacombe, Patrice, 1807-1863			Person		http://example.org/1044142#Agent100-9	
Ukraïnsʹka Nat︠s︡ionalʹna Rada (1941-1946)	n50066065	99	Ukraïnsʹka Nat͡sionalʹna Rada (1941-1946)		n50066065		Ukraïnsʹka Nat͡sionalʹna Rada (1941-1946)	n50066065	0.9069767442	Organization		http://example.org/1073459#Agent710-23	
Browne, George, 1825-1880	no92025913	100	Browne, George, 1825-1880	no92025913	no92025913	1	Browne, George, 1825-1880			Person		http://example.org/107126#Agent100-10	
Great Britain. High Court of Justice. Probate, Divorce, and Admiralty Division	n86023444	100	Great Britain. High Court of Justice. Probate, Divorce, and Admiralty Division		n86023444		Great Britain. High Court of Justice. Probate, Divorce, and Admiralty Division	n86023444	1	Jurisdiction		http://example.org/107126#Agent610-21	
Latey, William	n88071321	100	Latey, William	n88071321	n88071321	1	Latey, William			Person		http://example.org/107126#Agent700-24	
Great Britain	n79023147	100	Great Britain				Great Britain			Jurisdiction		http://example.org/107126#Agent710-25	
Chenu, Marie-Dominique, 1895-1990	n50038218	100	Chenu, Marie-Dominique, 1895-1990	n50038218	n50038218	0.9705882353	Chenu, Marie-Dominique, 1895-1990			Person		http://example.org/1004593#Agent100-11	
Laberge, Pierre	n50041302	100	Laberge, Pierre				Laberge, Pierre			Person		http://example.org/1052291#Agent100-11	
Kant, Immanuel, 1724-1804	n79021614	100	Kant, Immanuel, 1724-1804	n79021614	n79021614	0.9615384615	Kant, Immanuel, 1724-1804			Person		http://example.org/1052291#Agent600-20	
Chazel, François	n83224882	97	Chazel, François	n83224882	n83224882	1	Chazel, François			Person		http://example.org/1035591#Agent100-10	
Parsons, Talcott, 1902-1979	n80015395	100	Parsons, Talcott, 1902-1979	n80015395	n80015395	0.9642857143	Parsons, Talcott, 1902-1979			Person		http://example.org/1035591#Agent600-19	
Radovanovitch, Milorad			Radovanovitch, Milorad				Radovanovitch, Milorad			Person		http://example.org/101137#Agent100-9	
Condillac, Etienne Bonnot de, 1714-1780	n79054773	100	Condillac, Etienne Bonnot de, 1714-1780	n79054773	n79054773	0.95	Condillac, Etienne Bonnot de, 1714-1780			Person		http://example.org/101137#Agent600-18	
Landry, Eugène			Landry, Eugène				Landry, Eugène			Person		http://example.org/1092420#Agent100-10	
Lorentz, H. A. (Hendrik Antoon), 1853-1928	n83239384	100	Lorentz, H. A. (Hendrik Antoon), 1853-1928	n83239384	n83239384	0.9761904762	Lorentz, H. A. (Hendrik Antoon), 1853-1928			Person		http://example.org/1078412#Agent100-9	
Buzzi, A. R.	no2008008171	100	Buzzi, A. R	no2008008171	no2008008171	0.9166666667	Buzzi, A. R			Person		http://example.org/1038252#Agent100-10	
Gramsci, Antonio, 1891-1937	n78095485	100	Gramsci, Antonio, 1891-1937	n78095485	n78095485	0.9642857143	Gramsci, Antonio, 1891-1937			Person		http://example.org/1038252#Agent600-19	
Louvain (Belgium) Université catholique. Faculté des sciences économiques, sociales et politiques. Publications nouv			Louvain (Belgium) Université catholique. Faculté des sciences économiques, sociales et politiques. Publications nouv				Louvain (Belgium) Université catholique. Faculté des sciences économiques, sociales et politiques. Publications nouv			Jurisdiction		http://example.org/1038252#Agent810-20	
Péguy, Charles, 1873-1914	n80038479	98	Péguy, Charles, 1873-1914	n80038479	n80038479	1	Péguy, Charles, 1873-1914			Person		http://example.org/1018890#Agent100-9	
Moldes, José Maria			Moldes, José Maria				Moldes, José Maria			Person		http://example.org/1072749#Agent100-10	
Aldecoa, Ignacio	n80051593	100	Aldecoa, Ignacio	n80051593	n80051593	1	Aldecoa, Ignacio			Person		http://example.org/1008176#Agent100-10	
Cotler, Julio	n81090703	100	Cotler, Julio	n81090703	n81090703	0.8571428571	Cotler, Julio			Person		http://example.org/1039140#Agent700-23	
Fagen, Richard R.	n79151539	100	Fagen, Richard R	n79151539	n79151539	0.9411764706	Fagen, Richard R			Person		http://example.org/1039140#Agent700-24	
Bonilla, Heraclio	n50062372	100	Bonilla, Heraclio	n50062372	n50062372	0.9444444444	Bonilla, Heraclio			Person		http://example.org/1039140#Agent700-25	
Instituto de Estudios Peruanos	n50055724	100	Instituto de Estudios Peruanos		n50055724		Instituto de Estudios Peruanos	n50055724	0.9677419355	Organization		http://example.org/1039140#Agent710-26	
Fitzgibbon, Russell Humke, 1902-1979	n50003240	100	Fitzgibbon, Russell Humke, 1902-1979	n50003240	n50003240	1	Fitzgibbon, Russell Humke, 1902-1979			Person		http://example.org/1047012#Agent100-13	
Butland, Gilbert James	n50032571		Butland, Gilbert James	n50032571	n50032571	0.8181818182	Butland, Gilbert James			Person		http://example.org/1046733#Agent100-12	
Littwin, Lawrence			Littwin, Lawrence				Littwin, Lawrence			Person		http://example.org/1058933#Agent100-12	
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1058933#Agent610-20	
Houston, John Albert, 1914-			Houston, John Albert, 1914-				Houston, John Albert, 1914-			Person		http://example.org/1057562#Agent100-10	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1057562#Agent610-18	
Jackson, Richard L., 1937-	n79145494	100	Jackson, Richard L., 1937-	n79145494	n79145494	0.8666666667	Jackson, Richard L., 1937-			Person		http://example.org/1008995#Agent100-9	
Carleton University. Academic Planning Committee			Carleton University. Academic Planning Committee				Carleton University. Academic Planning Committee			Organization		http://example.org/1008995#Agent710-21	
Hitchcock, Henry-Russell, 1903-1987	n80076368	100	Hitchcock, Henry-Russell, 1903-1987	n80076368	n80076368	1	Hitchcock, Henry-Russell, 1903-1987			Person		http://example.org/1080448#Agent100-11	
Museum of Modern Art (New York, N.Y.)	n79021281	100	Museum of Modern Art (New York, N.Y.)		n79021281		Museum of Modern Art (New York, N.Y.)	n79021281	0.9459459459	Organization		http://example.org/1080448#Agent710-22	
Williams, Edward J.	n79069880	100	Williams, Edward J				Williams, Edward J			Person		http://example.org/1047033#Agent100-12	
Keen, Benjamin, 1913-	n80007851	100	Keen, Benjamin, 1913- 	n80007851	n80007851	0.84	Keen, Benjamin, 1913- 			Person		http://example.org/1061295#Agent100-13	
Winnie, William W., 1928-	n85300196	100	Winnie, William W., 1928-	n85300196	n85300196	0.8620689655	Winnie, William W., 1928-			Person		http://example.org/1025541#Agent100-11	
Organization of American States. Special Committee to Formulate Recommendations on Inter-American Cooperation for the Development of Higher Education in Latin America]			Organization of American States. Special Committee to Formulate Recommendations on Inter-American Cooperation for the Development of Higher Education in Latin America]				Organization of American States. Special Committee to Formulate Recommendations on Inter-American Cooperation for the Development of Higher Education in Latin America]			Organization		http://example.org/1058785#Agent110-10	
Agor, Weston H., 1939-	n83185737	100	Agor, Weston H., 1939- 	n83185737	n83185737	0.8461538462	Agor, Weston H., 1939- 			Person		http://example.org/1047024#Agent700-22	
Santiago, Silviano	n84008325	100	Santiago, Silviano	n84008325	n84008325	1	Santiago, Silviano			Person		http://example.org/1059894#Agent100-11	
Moscov, Stephen C			Moscov, Stephen C				Moscov, Stephen C			Person		http://example.org/1059894#Agent700-22	
Pan American Union. Music Section	n83023848	100	Pan American Union. Music Section		n83023848		Pan American Union. Music Section	n83023848	1	Organization		http://example.org/1081967#Agent110-10	
Edwin A. Fleisher Music Collection	n50057209	100	Edwin A. Fleisher Music Collection		n50057209		Edwin A. Fleisher Music Collection	n50057209	0.9714285714	Organization		http://example.org/1081967#Agent710-20	
Brotherston, Gordon	n50042782	100	Brotherston, Gordon	n50042782	n50042782	1	Brotherston, Gordon			Person		http://example.org/104820#Agent100-14	
Ruddle, Kenneth	n50022669	100	Ruddle, Kenneth	n50022669	n50022669	0.9375	Ruddle, Kenneth			Person		http://example.org/1017601#Agent100-11	
Gillette, Philip	no97007051	100	Gillette, Philip	no97007051	no97007051	1	Gillette, Philip			Person		http://example.org/1017601#Agent700-22	
Jorrín, Miguel	no97007161	96	Jorrín, Miguel	no97007161	no97007161	0.9333333333	Jorrín, Miguel			Person		http://example.org/1039054#Agent100-16	
Martz, John D.	n79145835	100	Martz, John D	n79145835	n79145835	0.9285714286	Martz, John D			Person		http://example.org/1039054#Agent700-26	
Alexander, Robert J. (Robert Jackson), 1918-2010	n50033322	100	Alexander, Robert J. (Robert Jackson), 1918-2010	n50033322	n50033322	1	Alexander, Robert J. (Robert Jackson), 1918-2010			Person		http://example.org/1047026#Agent100-11	
Von Lazar, Arpad J.	n50064569	100	Von Lazar, Arpad J	n50064569	n50064569	0.9473684211	Von Lazar, Arpad J			Person		http://example.org/1047013#Agent100-12	
Baerresen, Donald W.	n80005380	100	Baerresen, Donald W	n80005380	n80005380	0.95	Baerresen, Donald W			Person		http://example.org/1010265#Agent100-11	
Carnoy, Martin	n80005386	100	Carnoy, Martin	n80005386	n80005386	1	Carnoy, Martin			Person		http://example.org/1010265#Agent700-21	
Grunwald, Joseph, 1920-	n80005385	100	Grunwald, Joseph, 1920- 	n80005385	n80005385	0.8518518519	Grunwald, Joseph, 1920- 			Person		http://example.org/1010265#Agent700-22	
Liebman, Arthur	no2009178809	100	Liebman, Arthur	no2009178809	no2009178809	1	Liebman, Arthur			Person		http://example.org/1058791#Agent100-14	
Walker, Kenneth N.	n86843188	100	Walker, Kenneth N				Walker, Kenneth N			Person		http://example.org/1058791#Agent700-25	
Glazer, Myron	n50029536	100	Glazer, Myron	n50029536	n50029536	1	Glazer, Myron			Person		http://example.org/1058791#Agent700-26	
Miller, John	n79149719	100	Miller, John				Miller, John			Person		http://example.org/1032014#Agent700-24	
Gakenheimer, Ralph A	no94041576	88	Gakenheimer, Ralph A	no94041576	no94041576	0.8	Gakenheimer, Ralph A			Person		http://example.org/1032014#Agent700-25	
Jahuel Seminar on the Social Sciences and Urban Development in Latin America, Jahuel, Chile, 1968			Jahuel Seminar on the Social Sciences and Urban Development in Latin America, Jahuel, Chile, 1968				Jahuel Seminar on the Social Sciences and Urban Development in Latin America, Jahuel, Chile, 1968			Meeting		http://example.org/1032014#Agent711-26	
Thomas, Paul F., 1934-			Thomas, Paul F., 1934-				Thomas, Paul F., 1934-			Person		http://example.org/1059988#Agent100-11	
Busey, James L.	n87935603	100	Busey, James L	n87935603	n87935603	0.9333333333	Busey, James L			Person		http://example.org/1047016#Agent100-11	
Parkinson, F.	n88099690	100	Parkinson, F	n88099690	n88099690	0.9230769231	Parkinson, F			Person		http://example.org/1075832#Agent100-15	
Halper, Stefan A.	no97007054	100	Halper, Stefan A	no97007054	no97007054	0.9411764706	Halper, Stefan A			Person		http://example.org/1020016#Agent100-14	
Sterling, John R.	no97007055	100	Sterling, John R	no97007055	no97007055	0.9411764706	Sterling, John R			Person		http://example.org/1020016#Agent700-25	
Germani, Gino	n79055451	100	Germani, Gino	n79055451	n79055451	0.9285714286	Germani, Gino			Person		http://example.org/1020016#Agent700-26	
Céspedes, Guillermo, 1920-	n83220380	98	Céspedes, Guillermo, 1920-	n83220380	n83220380	1	Céspedes, Guillermo, 1920-			Person		http://example.org/1071996#Agent100-13	
Canadian Bureau for International Education	n89633682	100	Canadian Bureau for International Education		n89633682		Canadian Bureau for International Education	n89633682	1	Organization		http://example.org/1046826#Agent110-10	
Rothchild, John	n79115989	100	Rothchild, John	n79115989	n79115989	0.9375	Rothchild, John			Person		http://example.org/1032953#Agent100-12	
Hammer, William, 1909-1976	n88625836	100	Hammer, William, 1909-1976	n88625836	n88625836	1	Hammer, William, 1909-1976			Person		http://example.org/1092515#Agent100-10	
Kelsey, Francis Willey, 1858- 			Kelsey, Francis Willey, 1858- 				Kelsey, Francis Willey, 1858- 			Person		http://example.org/1071409#Agent100-11	
Verity, A. C. F			Verity, A. C. F				Verity, A. C. F			Person		http://example.org/1089775#Agent100-14	
Sweet, Waldo E.	n86840740	100	Sweet, Waldo E	n86840740	n86840740	0.9333333333	Sweet, Waldo E			Person		http://example.org/1094741#Agent100-11	
Sweet, Waldo E.	n86840740	100	Sweet, Waldo E	n86840740	n86840740	0.9333333333	Sweet, Waldo E			Person		http://example.org/1094742#Agent100-10	
Craig, Ruth S. (Ruth Swan)	n83053879	100	Craig, Ruth S. (Ruth Swan)	n83053879	n83053879	1	Craig, Ruth S. (Ruth Swan)			Person		http://example.org/1094742#Agent700-20	
Seligson, Gerda M.	n83053878	100	Seligson, Gerda M	n83053878	n83053878	0.9444444444	Seligson, Gerda M			Person		http://example.org/1094742#Agent700-21	
Platnauer, Maurice	n50019922	100	Platnauer, Maurice	n50019922	n50019922	1	Platnauer, Maurice			Person		http://example.org/1089821#Agent100-12	
Tibullus	n78087625	100	Tibullus				Tibullus			Person		http://example.org/1089821#Agent600-22	
Propertius, Sextus	n79042233	100	Propertius, Sextus	n79042233	n79042233	1	Propertius, Sextus			Person		http://example.org/1089821#Agent600-23	
Ovid, 43 B.C.-17 A.D. or 18 A.D.	n79041738	100	Ovid, 43 B.C.-17 A.D. or 18 A.D	n79041738	n79041738	0.96875	Ovid, 43 B.C.-17 A.D. or 18 A.D			Person		http://example.org/1089821#Agent600-24	
More, Thomas, Sir, Saint, 1478-1535	n79056176	93	More, Thomas, Sir, Saint, 1478-1535	n79056176	n79056176	0.8285714286	More, Thomas, Sir, Saint, 1478-1535			Person		http://example.org/1092174#Agent100-10	
Bradner, Leicester, 1899-	nr91038947	100	Bradner, Leicester, 1899- 	nr91038947	nr91038947	0.8620689655	Bradner, Leicester, 1899- 			Person		http://example.org/1092174#Agent700-21	
Lynch, Charles Arthur			Lynch, Charles Arthur				Lynch, Charles Arthur			Person		http://example.org/1092174#Agent700-22	
Kjerulf, Axel, 1884-	n00075869	100	Kjerulf, Axel, 1884-	n00075869	n00075869	1	Kjerulf, Axel, 1884-			Person		http://example.org/101606#Agent100-9	
Quinn, Kenneth	n50050564	100	Quinn, Kenneth	n50050564	n50050564	0.9285714286	Quinn, Kenneth			Person		http://example.org/1091431#Agent100-13	
Gooder, Eileen A.	nr94000988	100	Gooder, Eileen A	nr94000988	nr94000988	0.9411764706	Gooder, Eileen A			Person		http://example.org/1094780#Agent100-10	
Butler, Jonathan Lowell	no2001081908	100	Butler, Jonathan Lowell	no2001081908	no2001081908	0.9583333333	Butler, Jonathan Lowell			Person		http://example.org/1089785#Agent100-12	
Taylor, B. C. (Bernard Cullon), 1914-	n88645661	100	Taylor, B. C. (Bernard Cullon), 1914-	n88645661	n88645661	1	Taylor, B. C. (Bernard Cullon), 1914-			Person		http://example.org/1037662#Agent100-9	
University of Toronto. Guidance Centre	n85120505	100	University of Toronto. Guidance Centre		n85120505		University of Toronto. Guidance Centre	n85120505	1	Organization		http://example.org/1037662#Agent710-20	
Valentine, C. W. (Charles Wilfred), 1879-1964	nb2008020052	100	Valentine, C. W. (Charles Wilfred), 1879-1964	nb2008020052	nb2008020052	0.9777777778	Valentine, C. W. (Charles Wilfred), 1879-1964			Person		http://example.org/1090948#Agent100-10	
Craddock, Jerry R. (Jerry Russell)	n85378481	100	Craddock, Jerry R. (Jerry Russell)	n85378481	n85378481	1	Craddock, Jerry R. (Jerry Russell)			Person		http://example.org/1093085#Agent100-12	
Binns, J. W.	n86845197	100	Binns, J. W	n86845197	n86845197	0.9166666667	Binns, J. W			Person		http://example.org/1019709#Agent100-12	
Avalle, D'Arco Silvio	n79105746	100	Avalle, D'Arco Silvio	n79105746	n79105746	1	Avalle, D'Arco Silvio			Person		http://example.org/1094764#Agent100-10	
Tyrrell, Robert Yelverton, 1844-1914	n85821139	100	Tyrrell, Robert Yelverton, 1844-1914	n85821139	n85821139	1	Tyrrell, Robert Yelverton, 1844-1914			Person		http://example.org/1091452#Agent100-12	
Johns Hopkins University. Percy Turnbull Memorial Foundation			Johns Hopkins University. Percy Turnbull Memorial Foundation				Johns Hopkins University. Percy Turnbull Memorial Foundation			Organization		http://example.org/1091452#Agent710-22	
Mendell, Clarence W. (Clarence Whittlesey), 1883-1970	n85237420	100	Mendell, Clarence W. (Clarence Whittlesey), 1883-1970	n85237420	n85237420	1	Mendell, Clarence W. (Clarence Whittlesey), 1883-1970			Person		http://example.org/1091443#Agent100-12	
