Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blabnk
Centro de pesquisas de Iauarete, Amazonas, Brazil			Centro de pesquisas de Iauarete, Amazonas, Brazil				Centro de pesquisas de Iauarete, Amazonas, Brazil			Organization		http://example.org/1029515#Agent710-22	
Wright, M. G. (Maurice Gordon)	n50015831	100	Wright, M. G. (Maurice Gordon)	n50015831	n50015831	0.9	Wright, M. G. (Maurice Gordon)			Person		http://example.org/1013603#Agent100-13	
Wright, M. G. (Maurice Gordon)	n50015831	100	Wright, M. G. (Maurice Gordon)	n50015831	n50015831	0.9	Wright, M. G. (Maurice Gordon)			Person		http://example.org/1063698#Agent100-11	
Stackhouse, Benjamin			Stackhouse, Benjamin				Stackhouse, Benjamin			Person		http://example.org/1017275#Agent100-9	
Board of Governors of the Federal Reserve System (U.S.)	n78091283	100	Board of Governors of the Federal Reserve System (U.S.)		n78091283		Board of Governors of the Federal Reserve System (U.S.)	n78091283	1	Jurisdiction		http://example.org/1017275#Agent810-21	
Meek, Paul	n82076028	100	Meek, Paul				Meek, Paul			Person		http://example.org/1017268#Agent100-10	
Board of Governors of the Federal Reserve System (U.S.)	n78091283	100	Board of Governors of the Federal Reserve System (U.S.)		n78091283		Board of Governors of the Federal Reserve System (U.S.)	n78091283	1	Jurisdiction		http://example.org/1017268#Agent810-22	
Tailhade, Laurent, 1854-1919	n82116360	100	Tailhade, Laurent, 1854-1919	n82116360	n82116360	1	Tailhade, Laurent, 1854-1919			Person		http://example.org/1047686#Agent100-9	
Aron, Robert, 1898-1975	n50002201	100	Aron, Robert, 1898-1975	n50002201	n50002201	1	Aron, Robert, 1898-1975			Person		http://example.org/1034412#Agent100-10	
Descartes, René, 1596-1650	n79061201	98	Descartes, René, 1596-1650	n79061201	n79061201	0.962962963	Descartes, René, 1596-1650			Person		http://example.org/1034412#Agent600-18	
Athanasius, Saint, Patriarch of Alexandria, -373	n79145591	100	Athanasius, Saint, Patriarch of Alexandria, -373	n79145591	n79145591	1	Athanasius, Saint, Patriarch of Alexandria, -373			Person		http://example.org/1064099#Agent100-10	
Jesus Christ	n79084784	100	Jesus Christ				Jesus Christ			Person		http://example.org/1064099#Agent600-19	
Vaillant, André, 1890-1977	nr93041528	98	Vaillant, André, 1890-1977	nr93041528	nr93041528	1	Vaillant, André, 1890-1977			Person		http://example.org/1064099#Agent700-21	
Demosthenes	n79063465	100	Demosthenes	n79063465	n79063465	1	Demosthenes			Person		http://example.org/1030228#Agent100-10	
Clavaud, Robert	n80166938	100	Clavaud, Robert	n80166938	n80166938	1	Clavaud, Robert			Person		http://example.org/1030228#Agent700-22	
Demosthenes	n79063465	100	Demosthenes	n79063465	n79063465	1	Demosthenes			Person		http://example.org/1030228#Agent700-23	
Fabre-Luce, Alfred, 1899-1983	n50016710	100	Fabre-Luce, Alfred, 1899-1983	n50016710	n50016710	1	Fabre-Luce, Alfred, 1899-1983			Person		http://example.org/1018509#Agent100-9	
Éthier-Blais, Jean, 1925-	n50027092	87	Éthier-Blais, Jean, 1925-				Éthier-Blais, Jean, 1925-			Person		http://example.org/1028692#Agent100-9	
Groulx, Lionel, 1878-1967	n50032974	100	Groulx, Lionel, 1878-1967	n50032974	n50032974	1	Groulx, Lionel, 1878-1967			Person		http://example.org/1028692#Agent600-18	
Asselin, Olivar, 1874-1937	n50058074	100	Asselin, Olivar, 1874-1937	n50058074	n50058074	1	Asselin, Olivar, 1874-1937			Person		http://example.org/1028692#Agent700-19	
Colette, 1873-1954	n79097475	100	Colette, 1873-1954	n79097475	n79097475	0.9473684211	Colette, 1873-1954			Person		http://example.org/1026136#Agent100-9	
Noailles, Anne Elizabeth (de Brancovan) comtesse de, 1876-1933			Noailles, Anne Elizabeth (de Brancovan) comtesse de, 1876-1933				Noailles, Anne Elizabeth (de Brancovan) comtesse de, 1876-1933			Person		http://example.org/1026136#Agent600-18	
Académie royale de langue et de littérature françaises de Belgique	n83129050	98	Académie royale de langue et de littérature françaises de Belgique		n83129050		Académie royale de langue et de littérature françaises de Belgique	n83129050	0.9850746269	Organization		http://example.org/1026136#Agent710-19	
Green, Julien, 1900-1998	n80045876	100	Green, Julien, 1900-1998	n80045876	n80045876	0.96	Green, Julien, 1900-1998			Person		http://example.org/1012469#Agent100-9	
Mauriac, François, 1885-1970	n50007234	98	Mauriac, François, 1885-1970	n50007234	n50007234	0.9655172414	Mauriac, François, 1885-1970			Person		http://example.org/1012469#Agent600-17	
Green, Julien, 1900-1998	n80045876	100	Green, Julien, 1900-1998	n80045876	n80045876	0.96	Green, Julien, 1900-1998			Person		http://example.org/1012469#Agent600-18	
Gaxotte, Pierre	n50016331	100	Gaxotte, Pierre	n50016331	n50016331	0.9375	Gaxotte, Pierre			Person		http://example.org/1012469#Agent700-19	
Gauthier, Georges, 1871-1940			Gauthier, Georges, 1871-1940				Gauthier, Georges, 1871-1940			Person		http://example.org/1006214#Agent100-9	
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1006214#Agent610-19	
Bourassa, Henri, 1868-1952	nr88006633	100	Bourassa, Henri, 1868-1952	nr88006633	nr88006633	1	Bourassa, Henri, 1868-1952			Person		http://example.org/1006214#Agent700-20	
Macdonald, John A. (John Alexander), Sir, 1815-1891	n50041960	95	Macdonald, John A. (John Alexander), Sir, 1815-1891	n50041960	n50041960	0.8823529412	Macdonald, John A. (John Alexander), Sir, 1815-1891			Person		http://example.org/1063116#Agent100-10	
Great Britain	n79023147	100	Great Britain				Great Britain			Organization		http://example.org/1063116#Agent610-19	
Macdonald, John A. (John Alexander), Sir, 1815-1891	n50041960	95	Macdonald, John A. (John Alexander), Sir, 1815-1891	n50041960	n50041960	0.8823529412	Macdonald, John A. (John Alexander), Sir, 1815-1891			Person		http://example.org/1063115#Agent100-9	
Paul VI, Pope, 1897-1978	n79054084	100	Paul VI, Pope, 1897-1978	n79054084	n79054084	0.8333333333	Paul VI, Pope, 1897-1978			Person		http://example.org/1067501#Agent100-9	
Paul VI, Pope, 1897-1978	n79054084	100	Paul VI, Pope, 1897-1978	n79054084	n79054084	0.8333333333	Paul VI, Pope, 1897-1978			Person		http://example.org/1043184#Agent100-9	
Landesman, Charles	n83319048	100	Landesman, Charles	n83319048	n83319048	0.9473684211	Landesman, Charles			Person		http://example.org/1094472#Agent100-12	
Rimmon-Kenan, Shlomith	n80049947	100	Rimmon-Kenan, Shlomith	n80049947	n80049947	0.9565217391	Rimmon-Kenan, Shlomith			Person		http://example.org/1001347#Agent700-27	
Bossuet, Jacques Bénigne, 1627-1704	n81018145	98	Bossuet, Jacques Bénigne, 1627-1704	n81018145	n81018145	0.8648648649	Bossuet, Jacques Bénigne, 1627-1704			Person		http://example.org/100939#Agent100-13	
Shannon, Francis Boyle, Viscount, 1623-1699	n85143864	100	Shannon, Francis Boyle, Viscount, 1623-1699	n85143864	n85143864	1	Shannon, Francis Boyle, Viscount, 1623-1699			Person		http://example.org/1031309#Agent100-10	
Viollet-le-Duc, Eugène-Emmanuel, 1814-1879	n50058877	99	Viollet-le-Duc, Eugène-Emmanuel, 1814-1879	n50058877	n50058877	1	Viollet-le-Duc, Eugène-Emmanuel, 1814-1879			Person		http://example.org/1080552#Agent100-10	
Reynolds, Joshua, Sir, 1723-1792	n84168483	100	Reynolds, Joshua, Sir, 1723-1792	n84168483	n84168483	1	Reynolds, Joshua, Sir, 1723-1792			Person		http://example.org/1080795#Agent100-10	
Mitchell, Stephen O	n79056694	82	Mitchell, Stephen O				Mitchell, Stephen O			Person		http://example.org/1080795#Agent700-20	
Reynolds, Joshua, Sir, 1723-1792	n84168483	100	Reynolds, Joshua, Sir, 1723-1792	n84168483	n84168483	1	Reynolds, Joshua, Sir, 1723-1792			Person		http://example.org/1080794#Agent100-12	
Whitfield, John Humphreys	n50027932	100	Whitfield, John Humphreys	n50027932	n50027932	0.9615384615	Whitfield, John Humphreys			Person		http://example.org/1053598#Agent100-11	
Machiavelli, Niccolò, 1469-1527	n78096105	98	Machiavelli, Niccolò, 1469-1527	n78096105	n78096105	0.9677419355	Machiavelli, Niccolò, 1469-1527			Person		http://example.org/1053598#Agent600-19	
Machiavelli, Niccolò, 1469-1527	n78096105	98	Machiavelli, Niccolò, 1469-1527	n78096105	n78096105	0.9677419355	Machiavelli, Niccolò, 1469-1527			Person		http://example.org/1040571#Agent100-10	
Livy	n79015690	100	Livy	n79015690	n79015690	0.8	Livy			Person		http://example.org/1040571#Agent600-19	
Cornwallis, William, Sir, -1631?	nr91027236	85	Cornwallis, William, Sir, -1631?				Cornwallis, William, Sir, -1631?			Person		http://example.org/1092023#Agent100-10	
Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.	n79004229	100	Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D	n79004229	n79004229	0.9807692308	Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D			Person		http://example.org/1092023#Agent600-18	
Demosthenes	n79063465	100	Demosthenes	n79063465	n79063465	1	Demosthenes			Person		http://example.org/1028609#Agent100-10	
Poyard, C			Poyard, C				Poyard, C			Person		http://example.org/1028609#Agent700-19	
Cordemoy, Géraud de, -1684	n50022503		Cordemoy, Géraud de, -1684	n50022503	n50022503	0.8666666667	Cordemoy, Géraud de, -1684			Person		http://example.org/1094337#Agent100-10	
Brekle, Hebert E			Brekle, Hebert E				Brekle, Hebert E			Person		http://example.org/1094337#Agent700-20	
Tellier, père			Tellier, père				Tellier, père			Person		http://example.org/1025657#Agent700-20	
Société Saint-Jean-Baptiste de Montréal	n50073704	96	Société Saint-Jean-Baptiste de Montréal		n50073704		Société Saint-Jean-Baptiste de Montréal	n50073704	1	Organization		http://example.org/1025657#Agent710-21	
Nantel, G.-A. (Guillaume-Alphonse), 1852-1909			Nantel, G.-A. (Guillaume-Alphonse), 1852-1909				Nantel, G.-A. (Guillaume-Alphonse), 1852-1909			Person		http://example.org/106194#Agent100-10	
Fenaux, Robert, 1927-	n91021634	100	Fenaux, Robert, 1927-	n91021634	n91021634	0.84	Fenaux, Robert, 1927-			Person		http://example.org/1093184#Agent100-13	
France. États généraux, 1614			France. États généraux, 1614				France. États généraux, 1614			Jurisdiction		http://example.org/1055049#Agent110-9	
Condé, Henri II de Bourbon, prince de, 1588-1646	n88002631	99	Condé, Henri II de Bourbon, prince de, 1588-1646	n88002631	n88002631	1	Condé, Henri II de Bourbon, prince de, 1588-1646			Person		http://example.org/1055049#Agent700-19	
Césaire, Aimé	n79003327	91	Césaire, Aimé	n79003327	n79003327	1	Césaire, Aimé			Person		http://example.org/1054067#Agent100-10	
Parent, Etienne	n88256531	100	Parent, Etienne	n88256531	n88256531	1	Parent, Etienne			Person		http://example.org/1027587#Agent100-10	
Covino, Frank	n82001457	100	Covino, Frank	n82001457	n82001457	1	Covino, Frank			Person		http://example.org/1051026#Agent100-11	
Levey, Santina M.	n85110551	100	Levey, Santina M	n85110551	n85110551	0.9411764706	Levey, Santina M			Person		http://example.org/1088251#Agent100-14	
Bly, John	n50009598	100	Bly, John	n50009598	n50009598	0.9	Bly, John			Person		http://example.org/1087649#Agent100-14	
Bly, John	n50009598	100	Bly, John	n50009598	n50009598	0.9	Bly, John			Person		http://example.org/1087650#Agent100-14	
Menon, Raghava R.	n89269660	100	Menon, Raghava R	n89269660	n89269660	0.9411764706	Menon, Raghava R			Person		http://example.org/1034471#Agent100-10	
Durant, G. M. (Gladys May)	nb2012009925	100	Durant, G. M. (Gladys May)	nb2012009925	nb2012009925	1	Durant, G. M. (Gladys May)			Person		http://example.org/1076963#Agent100-10	
Bailey, Eunice	no92027947	100	Bailey, Eunice	no92027947	no92027947	1	Bailey, Eunice			Person		http://example.org/1075651#Agent100-10	
McKinney, Howard Decker, 1889-			McKinney, Howard Decker, 1889-				McKinney, Howard Decker, 1889-			Person		http://example.org/1083504#Agent100-11	
Anderson, W. R. (William Robert), 1891-1979	n84088369	100	Anderson, W. R. (William Robert), 1891-1979	n84088369	n84088369	1	Anderson, W. R. (William Robert), 1891-1979			Person		http://example.org/1083504#Agent700-21	
Stringham, Edwin John, 1890-1974	nr88010064	100	Stringham, Edwin John, 1890-1974	nr88010064	nr88010064	1	Stringham, Edwin John, 1890-1974			Person		http://example.org/1083504#Agent700-22	
Selberg, Edith Marie	nb99032680	83	Selberg, Edith Marie				Selberg, Edith Marie			Person		http://example.org/1064666#Agent100-13	
Neal, Louise A			Neal, Louise A				Neal, Louise A			Person		http://example.org/1064666#Agent700-24	
Vessel, Matthew F.	n50013950	100	Vessel, Matthew F	n50013950	n50013950	0.9444444444	Vessel, Matthew F			Person		http://example.org/1064666#Agent700-25	
Rex, John	n50045232	100	Rex, John				Rex, John			Person		http://example.org/1023523#Agent100-21	
Postman, Neil	n50019827	100	Postman, Neil	n50019827	n50019827	1	Postman, Neil			Person		http://example.org/1095375#Agent100-11	
Curwin, Richard L., 1944-	n82052583	100	Curwin, Richard L., 1944-	n82052583	n82052583	1	Curwin, Richard L., 1944-			Person		http://example.org/1071968#Agent100-16	
Fuhrmann, Barbara Schneider, 1940-	n82125125	100	Fuhrmann, Barbara Schneider, 1940-	n82125125	n82125125	1	Fuhrmann, Barbara Schneider, 1940- 			Person		http://example.org/1071968#Agent700-26	
Oglesby, Claire Craig, 1917-			Oglesby, Claire Craig, 1917-				Oglesby, Claire Craig, 1917-			Person		http://example.org/109206#Agent100-13	
Button, Leslie	n50032929	100	Button, Leslie	n50032929	n50032929	0.9333333333	Button, Leslie			Person		http://example.org/1058292#Agent100-11	
Heyer, Robert J.	n80045186	100	Heyer, Robert J	n80045186	n80045186	0.9375	Heyer, Robert J			Person		http://example.org/1062541#Agent100-11	
Meyer, Anthony	no96061803	93	Meyer, Anthony				Meyer, Anthony			Person		http://example.org/1062541#Agent700-22	
Foster, John, 1929-	nb2008012560	100	Foster, John, 1929-	nb2008012560	nb2008012560	1	Foster, John, 1929-			Person		http://example.org/1065148#Agent100-13	
Berger, René, 1915-2009	n82062843	98	Berger, René, 1915-2009	n82062843	n82062843	1	Berger, René, 1915-2009			Person		http://example.org/1086454#Agent100-11	
Gillmeister, Heiner, 1939-	n85163378	100	Gillmeister, Heiner, 1939-	n85163378	n85163378	0.8666666667	Gillmeister, Heiner, 1939-			Person		http://example.org/1053002#Agent100-10	
Chaucer, Geoffrey, -1400	n79027228	100	Chaucer, Geoffrey, -1400	n79027228	n79027228	1	Chaucer, Geoffrey, -1400			Person		http://example.org/1053002#Agent600-20	
Chaucer, Geoffrey, -1400	n79027228	100	Chaucer, Geoffrey, -1400	n79027228	n79027228	1	Chaucer, Geoffrey, -1400			Person		http://example.org/1053002#Agent600-21	
Smith, Kathryn Muriel, 1916-			Smith, Kathryn Muriel, 1916-				Smith, Kathryn Muriel, 1916-			Person		http://example.org/1006560#Agent100-9	
Korfhage, Robert R.	n50043275	100	Korfhage, Robert R	n50043275	n50043275	0.9473684211	Korfhage, Robert R			Person		http://example.org/1028141#Agent100-13	
Prather, Ronald E.	n81066843	100	Prather, Ronald E	n81066843	n81066843	0.9444444444	Prather, Ronald E			Person		http://example.org/104840#Agent100-12	
Bobrow, Leonard S.	n80051530	100	Bobrow, Leonard S	n80051530	n80051530	0.9444444444	Bobrow, Leonard S			Person		http://example.org/1054334#Agent100-11	
Arbib, Michael A.	n50023543	100	Arbib, Michael A	n50023543	n50023543	0.9411764706	Arbib, Michael A			Person		http://example.org/1054334#Agent700-22	
Bishop, Yvonne M. M. (Yvonne Millicent Mahala)	no94014150	100	Bishop, Yvonne M. M. (Yvonne Millicent Mahala)	no94014150	no94014150	1	Bishop, Yvonne M. M. (Yvonne Millicent Mahala)			Person		http://example.org/1069367#Agent100-15	
Holland, Paul W.	n82022585	100	Holland, Paul W	n82022585	n82022585	0.9375	Holland, Paul W			Person		http://example.org/1069367#Agent700-24	
Fienberg, Stephen E.	n50023364	100	Fienberg, Stephen E	n50023364	n50023364	0.95	Fienberg, Stephen E			Person		http://example.org/1069367#Agent700-25	
International Colloquium on Discrete Subgroups of Lie Groups and Applications to Moduli (1973 : Bombay)	no2009101816	100	International Colloquium on Discrete Subgroups of Lie Groups and Applications to Moduli, Bombay, 1973		no2009101816		International Colloquium on Discrete Subgroups of Lie Groups and Applications to Moduli, Bombay, 1973	no2009101816	0.8640776699	Meeting		http://example.org/100529#Agent111-11	
