Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Institut ėlektronnykh upravli͡ai͡ushchikh mashin (Akademii͡a nauk SSSR)	n85365346	85	Institut ėlektronnykh upravli͡ai͡ushchikh mashin (Akademii͡a nauk SSSR)		n85365346		Institut ėlektronnykh upravli͡ai͡ushchikh mashin (Akademii͡a nauk SSSR)	n85365346	0.9189189189	Organization		http://example.org/1007800#Agent110-11	
Bruk, I. S. (Isaak Semenovich), 1902-1974	no2002036433	100	Bruk, I. S. (Isaak Semenovich), 1902-1974	no2002036433	no2002036433	1	Bruk, I. S. (Isaak Semenovich), 1902-1974			Person		http://example.org/1007800#Agent700-22	
Eckel, John C., 1858-	n50037649	100	Eckel, John C., 1858-	n50037649	n50037649	1	Eckel, John C., 1858-			Person		http://example.org/106196#Agent100-9	
Dickens, Charles, 1812-1870	n78087607	100	Dickens, Charles, 1812-1870	n78087607	n78087607	0.9642857143	Dickens, Charles, 1812-1870			Person		http://example.org/106196#Agent600-18	
Palenque Round Table. 1st, Palenque, Mexico, 1973			Palenque Round Table. 1st, Palenque, Mexico, 1973				Palenque Round Table. 1st, Palenque, Mexico, 1973			Meeting		http://example.org/1075859#Agent111-11	
Robertson, Merle Greene	n79099033	100	Robertson, Merle Greene	n79099033	n79099033	1	Robertson, Merle Greene			Person		http://example.org/1075859#Agent700-22	
Glass, E. B. (Ervin Bird), 1852-1927	no2006038175	100	Glass, E. B. (Ervin Bird), 1852-1927	no2006038175	no2006038175	1	Glass, E. B. (Ervin Bird), 1852-1927			Person		http://example.org/1099455#Agent100-10	
McDougall, John, 1842-1917	n50007358	100	McDougall, John, 1842-1917	n50007358	n50007358	1	McDougall, John, 1842-1917			Person		http://example.org/1099455#Agent700-21	
Robles, Juan de, 1574-			Robles, Juan de, 1574-				Robles, Juan de, 1574-			Person		http://example.org/1047235#Agent100-10	
Perez de Guzman, Manuel Alonso, el Bueno, 1258-1309			Perez de Guzman, Manuel Alonso, el Bueno, 1258-1309				Perez de Guzman, Manuel Alonso, el Bueno, 1258-1309			Person		http://example.org/1047235#Agent700-21	
Sociedad de Bibliófilos Andaluces	n83032237	98	Sociedad de Bibliófilos Andaluces		n83032237		Sociedad de Bibliófilos Andaluces	n83032237	0.8823529412	Organization		http://example.org/1047235#Agent710-22	
Urrea, Jerónimo de, 16th century	nr89013927	88	Urrea, Jerónimo de, 16th century				Urrea, Jerónimo de, 16th century			Person		http://example.org/1040486#Agent100-9	
Asensio, José María, 1829-1905	n87804381	96	Asensio, José María, 1829-1905	n87804381	n87804381	1	Asensio, José María, 1829-1905			Person		http://example.org/1040486#Agent700-19	
Sociedad de Bibliófilos Andaluces	n83032237	98	Sociedad de Bibliófilos Andaluces		n83032237		Sociedad de Bibliófilos Andaluces	n83032237	0.8823529412	Organization		http://example.org/1040486#Agent710-20	
Barcelona (Spain) Biblioteca Central			Barcelona (Spain) Biblioteca Central				Barcelona (Spain) Biblioteca Central			Jurisdiction		http://example.org/1095015#Agent110-10	
Vardaguer, Jacinto, 1845-1902			Vardaguer, Jacinto, 1845-1902				Vardaguer, Jacinto, 1845-1902			Person		http://example.org/1095015#Agent600-18	
Bohigas, Pere, 1901-2003	n82134535	100	Bohigas, Pere, 1901-2003				Bohigas, Pere, 1901-2003			Person		http://example.org/1095015#Agent700-19	
Bárcia, Roque, 1824-1885			Bárcia, Roque, 1824-1885				Bárcia, Roque, 1824-1885			Person		http://example.org/1093537#Agent100-10	
Neisser, Edith G. (Edith Glicksman)	n83828986	100	Neisser, Edith G. (Edith Glicksman)	n83828986	n83828986	1	Neisser, Edith G. (Edith Glicksman)			Person		http://example.org/1029130#Agent100-13	
Tr] oơ ng-Chinh			Tr] oơ ng-Chinh				Tr] oơ ng-Chinh			Organization		http://example.org/1037774#Agent110-11	
Jones, Howard Mumford, 1892-1980	n78096067	100	Jones, Howard Mumford, 1892-1980	n78096067	n78096067	1	Jones, Howard Mumford, 1892-1980			Person		http://example.org/1043391#Agent100-11	
Rosenthal, Robert, 1933-	n79089838	100	Rosenthal, Robert, 1933-	n79089838	n79089838	0.8571428571	Rosenthal, Robert, 1933-			Person		http://example.org/1073679#Agent100-12	
Rosnow, Ralph L.	n50047444	100	Rosnow, Ralph L	n50047444	n50047444	0.9375	Rosnow, Ralph L			Person		http://example.org/1073679#Agent700-22	
American Petroleum Institute	n79049601	100	American Petroleum Institute				American Petroleum Institute			Organization		http://example.org/105099#Agent110-10	
Wyman, Jenifer D.	no2003042634	100	Wyman, Jenifer D	no2003042634	no2003042634	0.9411764706	Wyman, Jenifer D			Person		http://example.org/1084613#Agent100-11	
Gordon, Stephen F.	no2003042637	100	Gordon, Stephen F				Gordon, Stephen F			Person		http://example.org/1084613#Agent700-22	
Walters, Ronald G.	n82238101	100	Walters, Ronald G	n82238101	n82238101	0.9444444444	Walters, Ronald G			Person		http://example.org/1073645#Agent100-14	
Borho, W. (Walter), 1945-	n88294797	100	Borho, W. (Walter), 1945-	n88294797	n88294797	1	Borho, W. (Walter), 1945-			Person		http://example.org/1016935#Agent100-11	
Gabriel, Peter, 1933-	n80139844	100	Gabriel, Peter, 1933- 				Gabriel, Peter, 1933- 			Person		http://example.org/1016935#Agent700-22	
Rentschler, Rudolf, 1940-	n2002153285	100	Rentschler, Rudolf, 1940- 	n2002153285	n2002153285	0.8620689655	Rentschler, Rudolf, 1940- 			Person		http://example.org/1016935#Agent700-23	
Teplit͡skiĭ, Vladimir Arkadʹevich			Teplit͡skiĭ, Vladimir Arkadʹevich				Teplit͡skiĭ, Vladimir Arkadʹevich			Person		http://example.org/1038245#Agent100-10	
Momigliano, Attilio, 1883-1952	n81147107	100	Momigliano, Attilio, 1883-1952	n81147107	n81147107	1	Momigliano, Attilio, 1883-1952			Person		http://example.org/1052588#Agent100-9	
Goldoni, Carlo, 1707-1793	n79046263	100	Goldoni, Carlo, 1707-1793	n79046263	n79046263	0.9615384615	Goldoni, Carlo, 1707-1793			Person		http://example.org/1052588#Agent600-18	
Goldoni, Carlo, 1707-1793	n79046263	100	Goldoni, Carlo, 1707-1793	n79046263	n79046263	0.9615384615	Goldoni, Carlo, 1707-1793			Person		http://example.org/1052588#Agent600-19	
Goldoni, Carlo, 1707-1793	n79046263	100	Goldoni, Carlo, 1707-1793	n79046263	n79046263	0.9615384615	Goldoni, Carlo, 1707-1793			Person		http://example.org/1052588#Agent600-20	
Public Library, Museums, and National Gallery (Vic.)	n81059807	100	Public Library, Museums, and National Gallery (Vic.)				Public Library, Museums, and National Gallery (Vic.)			Organization		http://example.org/1078659#Agent110-10	
Wingert, Paul S. (Paul Stover), 1900-1974	n83131098	100	Wingert, Paul S. (Paul Stover), 1900-1974	n83131098	n83131098	1	Wingert, Paul S. (Paul Stover), 1900-1974			Person		http://example.org/1078671#Agent100-11	
Fraser, Douglas	nb2004303645	100	Fraser, Douglas				Fraser, Douglas			Person		http://example.org/1078598#Agent100-10	
Hodgson, Geraldine Emma, 1865-1937	n50031253	100	Hodgson, Geraldine Emma, 1865-1937	n50031253	n50031253	1	Hodgson, Geraldine Emma, 1865-1937			Person		http://example.org/1058052#Agent100-10	
Rawson, Philip S.	n50054044	100	Rawson, Philip S	n50054044	n50054044	0.9411764706	Rawson, Philip S			Person		http://example.org/10089#Agent100-10	
Gomme, George Laurence, Sir, 1853-1916			Gomme, George Laurence, Sir, 1853-1916				Gomme, George Laurence, Sir, 1853-1916			Person		http://example.org/1041162#Agent100-12	
Finck, Henry Theophilus, 1854-1926	n50005142	84	Finck, Henry Theophilus, 1854-1926				Finck, Henry Theophilus, 1854-1926			Person		http://example.org/1026976#Agent100-10	
Shropshire, Denys William Tinniswood	no2001044326	100	Shropshire, Denys William Tinniswood	no2001044326	no2001044326	1	Shropshire, Denys William Tinniswood			Person		http://example.org/104085#Agent100-12	
McLennan, John Ferguson, 1827-1881	no95036299	100	McLennan, John Ferguson, 1827-1881	no95036299	no95036299	1	McLennan, John Ferguson, 1827-1881			Person		http://example.org/105735#Agent100-12	
Rivière, Peter	n82211875	96	Rivière, Peter				Rivière, Peter			Person		http://example.org/105735#Agent700-23	
Einzig, Paul, 1897-1973	n50030288	100	Einzig, Paul, 1897-1973	n50030288	n50030288	0.9583333333	Einzig, Paul, 1897-1973			Person		http://example.org/1015707#Agent100-10	
Einzig, Paul, 1897-1973	n50030288	100	Einzig, Paul, 1897-1973	n50030288	n50030288	0.9583333333	Einzig, Paul, 1897-1973			Person		http://example.org/1015710#Agent100-13	
Guillaume, Paul, 1891-1934	n81128530	100	Guillaume, Paul, 1891-1934	n81128530	n81128530	1	Guillaume, Paul, 1891-1934			Person		http://example.org/1084505#Agent100-11	
Munro, Thomas, 1897-	no95004724	100	Munro, Thomas, 1897-	no95004724	no95004724	1	Munro, Thomas, 1897- 			Person		http://example.org/1084505#Agent700-21	
Hobsbawm, E. J. (Eric J.), 1917-2012	n80014878	100	Hobsbawm, E. J. (Eric J.), 1917-2012	n80014878	n80014878	1	Hobsbawm, E. J. (Eric J.), 1917-2012			Person		http://example.org/1025973#Agent100-10	
Hald, Margrethe, 1897-	n83035266	100	Hald, Margrethe, 1897-				Hald, Margrethe, 1897-			Person		http://example.org/1065636#Agent100-13	
Rosenman, J.	n86143369	100	Rosenman, J	n86143369	n86143369	0.9166666667	Rosenman, J			Person		http://example.org/1014039#Agent700-20	
Goldwater, Robert John, 1907-1973	n80089526	91	Goldwater, Robert John, 1907-1973	n80089526	n80089526	0.8484848485	Goldwater, Robert John, 1907-1973			Person		http://example.org/1085085#Agent100-10	
Diakhaté, Lamine	n80128772	97	Diakhaté, Lamine	n80128772	n80128772	1	Diakhaté, Lamine			Person		http://example.org/1044133#Agent100-10	
Haugaard, Erik Christian	n79145258	100	Haugaard, Erik Christian	n79145258	n79145258	1	Haugaard, Erik Christian			Person		http://example.org/1002858#Agent100-13	
Downing, Julie	n83045733	100	Downing, Julie	n83045733	n83045733	1	Downing, Julie			Person		http://example.org/1002858#Agent700-26	
Lewis, C. S. (Clive Staples), 1898-1963	n79003974	100	Lewis, C. S. (Clive Staples), 1898-1963	n79003974	n79003974	0.9487179487	Lewis, C. S. (Clive Staples), 1898-1963			Person		http://example.org/1033385#Agent100-14	
Lewis, C. S. (Clive Staples), 1898-1963	n79003974	100	Lewis, C. S. (Clive Staples), 1898-1963	n79003974	n79003974	0.9487179487	Lewis, C. S. (Clive Staples), 1898-1963			Person		http://example.org/1033385#Agent800-26	
Weale, David, 1942-	n88253014	100	Weale, David, 1942-	n88253014	n88253014	0.8260869565	Weale, David, 1942-			Person		http://example.org/1033707#Agent100-11	
Pohl, Frederick Julius, 1889-1991	n50020160	100	Pohl, Frederick Julius, 1889-1991	n50020160	n50020160	1	Pohl, Frederick Julius, 1889-1991			Person		http://example.org/1064614#Agent100-12	
Sinclair, Henry, Sir, 1345-approximately 1400	n83138779	100	Sinclair, Henry, Sir, 1345-approximately 1400	n83138779	n83138779	1	Sinclair, Henry, Sir, 1345-approximately 1400			Person		http://example.org/1064614#Agent600-22	
Zeno, Antonio, -approximately 1405	n83138780	100	Zeno, Antonio, -approximately 1405	n83138780	n83138780	1	Zeno, Antonio, -approximately 1405			Person		http://example.org/1064614#Agent600-23	
Willis, Edward Frederick, 1904-	no2015027482	86	Willis, Edward Frederick, 1904-				Willis, Edward Frederick, 1904-			Person		http://example.org/1046272#Agent100-11	
Lichnowsky, Karl Max, Fürst von, 1860-1928	no92001601	99	Lichnowsky, Karl Max, Fürst von, 1860-1928	no92001601	no92001601	1	Lichnowsky, Karl Max, Fürst von, 1860-1928			Person		http://example.org/1046272#Agent600-21	
Schafer, Joseph, 1867-1941	n89673805	100	Schafer, Joseph, 1867-1941	n89673805	n89673805	1	Schafer, Joseph, 1867-1941			Person		http://example.org/1073482#Agent100-10	
Campbell, Lucien, Prince, 1861-1925			Campbell, Lucien, Prince, 1861-1925				Campbell, Lucien, Prince, 1861-1925			Person		http://example.org/1073482#Agent600-18	
Samuel, Maurice, 1895-1972	n50019330	100	Samuel, Maurice, 1895-1972				Samuel, Maurice, 1895-1972			Person		http://example.org/1052156#Agent100-10	
Peretz, Isaac Leib, 1851 or 2-1915	n50011063		Peretz, Isaac Leib, 1851 or 2-1915	n50011063	n50011063	0.9189189189	Peretz, Isaac Leib, 1851 or 2-1915			Person		http://example.org/1052156#Agent600-18	
Saunders, Marshall, 1861-1947	n82112115	100	Saunders, Marshall, 1861-1947	n82112115	n82112115	1	Saunders, Marshall, 1861-1947			Person		http://example.org/1020403#Agent100-9	
Wertenbaker, Thomas Jefferson, 1879-1966	n79109303	100	Wertenbaker, Thomas Jefferson, 1879-1966	n79109303	n79109303	1	Wertenbaker, Thomas Jefferson, 1879-1966			Person		http://example.org/1073509#Agent100-10	
Princeton University	n79055384	100	Princeton University		n79055384		Princeton University	n79055384	0.95	Organization		http://example.org/1073509#Agent610-18	
Preminger, Alex	n50022886	100	Preminger, Alex	n50022886	n50022886	0.9375	Preminger, Alex			Person		http://example.org/1075246#Agent700-32	
Huff, David Lynch, 1931-	n79060468	100	Huff, David Lynch, 1931-	n79060468	n79060468	1	Huff, David Lynch, 1931-			Person		http://example.org/1079884#Agent100-12	
DeAre, Diana R.	n80139290	100	DeAre, Diana R	n80139290	n80139290	0.9333333333	DeAre, Diana R			Person		http://example.org/1079884#Agent700-22	
Lutz, James M.	n79060449	100	Lutz, James M	n79060449	n79060449	0.9285714286	Lutz, James M			Person		http://example.org/1079884#Agent700-23	
Montgomery, John Warwick	n80067186	100	Montgomery, John Warwick	n80067186	n80067186	1	Montgomery, John Warwick			Person		http://example.org/10871#Agent100-15	
