Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
McGraw-Hill, inc.	n50008181	100	McGraw-Hill, inc				McGraw-Hill, inc			Organization		http://example.org/1011212#Agent710-24	
McGraw-Hill Book Company. Information and Training Services Division			McGraw-Hill Book Company. Information and Training Services Division				McGraw-Hill Book Company. Information and Training Services Division			Organization		http://example.org/1011212#Agent710-25	
Rudansʹkyĭ, Stepan, 1833-1873	n83123723	98	Rudansʹkyĭ, Stepan, 1833-1873	n83123723	n83123723	0.9333333333	Rudansʹkyĭ, Stepan, 1833-1873			Person		http://example.org/1095411#Agent600-18	
Potupeĭko, Mykhaĭlo	n83123724	94	Potupeĭko, Mykhaĭlo	n83123724	n83123724	0.8095238095	Potupeĭko, Mykhaĭlo			Person		http://example.org/1095411#Agent700-19	
Hrish, I︠U︡lii︠a︡	n83123725	100	Hrish, I͡Ulii͡a				Hrish, I͡Ulii͡a			Person		http://example.org/1095411#Agent700-20	
Pilʹhuk, Ivan	n85357804	100	Pilʹhuk, Ivan	n85357804	n85357804	1	Pilʹhuk, Ivan			Person		http://example.org/1095410#Agent100-10	
Rudansʹkyĭ, Stepan, 1833-1873	n83123723	98	Rudansʹkyĭ, Stepan, 1833-1873	n83123723	n83123723	0.9333333333	Rudansʹkyĭ, Stepan, 1833-1873			Person		http://example.org/1095410#Agent600-19	
Lipkina, A. G. (Anna Georgievna)	no2007038749	100	Lipkina, A. G. (Anna Georgievna)	no2007038749	no2007038749	1	Lipkina, A. G. (Anna Georgievna)			Person		http://example.org/1027463#Agent100-9	
Vostret︠s︡ov, Stepan Sergeevich, 1883-1932	n86110922	100	Vostret͡sov, Stepan Sergeevich, 1883-1932	n86110922	n86110922	0.9523809524	Vostret͡sov, Stepan Sergeevich, 1883-1932			Person		http://example.org/1027463#Agent600-18	
Muratov, Khikmatulla Il'i͡asovich			Muratov, Khikmatulla Il'i͡asovich				Muratov, Khikmatulla Il'i͡asovich			Person		http://example.org/1027463#Agent700-19	
Vostret͡sova, Aleksandra Kondrat'evna			Vostret͡sova, Aleksandra Kondrat'evna				Vostret͡sova, Aleksandra Kondrat'evna			Person		http://example.org/1027463#Agent700-20	
Tsehelʹnyk, I͡Akiv Khomych			Tsehelʹnyk, I͡Akiv Khomych				Tsehelʹnyk, I͡Akiv Khomych			Person		http://example.org/1095585#Agent100-10	
Tudor, Stepan, 1892-1941	n80159885	100	Tudor, Stepan, 1892-1941	n80159885	n80159885	1	Tudor, Stepan, 1892-1941			Person		http://example.org/1095585#Agent600-19	
Haxton, Jennie Norman			Haxton, Jennie Norman				Haxton, Jennie Norman			Person		http://example.org/1063079#Agent100-10	
Wilcox, Edith			Wilcox, Edith				Wilcox, Edith			Person		http://example.org/1063079#Agent700-22	
Fink, Albert, 1827-1897	n86859482	100	Fink, Albert, 1827-1897	n86859482	n86859482	1	Fink, Albert, 1827-1897			Person		http://example.org/1063079#Agent700-23	
New York kindergarten association			New York kindergarten association				New York kindergarten association			Organization		http://example.org/1063079#Agent710-24	
Simon, Anne W.	n50023655	100	Simon, Anne W	n50023655	n50023655	0.9285714286	Simon, Anne W			Person		http://example.org/1029907#Agent100-10	
Blom, Eric, 1888-1959	n50016685	100	Blom, Eric, 1888-1959	n50016685	n50016685	1	Blom, Eric, 1888-1959			Person		http://example.org/1073061#Agent100-10	
Rofihe, Rick	n91037869	100	Rofihe, Rick	n91037869	n91037869	1	Rofihe, Rick			Person		http://example.org/1045184#Agent100-9	
Wheeler, Opal	no93007803	100	Wheeler, Opal	no93007803	no93007803	0.9285714286	Wheeler, Opal			Person		http://example.org/1075322#Agent100-10	
Foster, Stephen Collins, 1826-1864	n50023175	100	Foster, Stephen Collins, 1826-1864	n50023175	n50023175	0.9714285714	Foster, Stephen Collins, 1826-1864			Person		http://example.org/1075322#Agent600-18	
Powicke, F. M. (Frederick Maurice), 1879-1963	n50021836	100	Powicke, F. M. (Frederick Maurice), 1879-1963	n50021836	n50021836	0.9777777778	Powicke, F. M. (Frederick Maurice), 1879-1963			Person		http://example.org/1017064#Agent100-12	
Langton, Stephen, -1228	n81007918	100	Langton, Stephen, -1228	n81007918	n81007918	1	Langton, Stephen, -1228			Person		http://example.org/1017064#Agent600-21	
Dubé, Madeleine			Dubé, Madeleine				Dubé, Madeleine			Person		http://example.org/1042467#Agent100-10	
Leacock, Stephen, 1869-1944	n50042556	100	Leacock, Stephen, 1869-1944	n50042556	n50042556	0.9642857143	Leacock, Stephen, 1869-1944			Person		http://example.org/1015449#Agent100-11	
Goździkiewicz, Teodor, 1903-	n85120584	98	Goździkiewicz, Teodor, 1903-	n85120584	n85120584	0.9310344828	Goździkiewicz, Teodor, 1903-			Person		http://example.org/1097036#Agent100-11	
Holler, William E			Holler, William E				Holler, William E			Person		http://example.org/1011778#Agent100-10	
United States. Office of Education	n81009444	100	United States. Office of Education		n81009444		United States. Office of Education	n81009444	1	Jurisdiction		http://example.org/1068971#Agent110-11	
Reiff, Florence M.	n84008582	100	Reiff, Florence M	n84008582	n84008582	0.9444444444	Reiff, Florence M			Person		http://example.org/107897#Agent100-11	
Reiff, Elizabeth	no2003019010	100	Reiff, Elizabeth	no2003019010	no2003019010	1	Reiff, Elizabeth			Person		http://example.org/107897#Agent700-23	
Ebersole, Marylou			Ebersole, Marylou				Ebersole, Marylou			Person		http://example.org/1071605#Agent100-11	
Kephart, Newell C. (Newell Carlyle), 1911-1973	n50044768	100	Kephart, Newell C. (Newell Carlyle), 1911-1973	n50044768	n50044768	1	Kephart, Newell C. (Newell Carlyle), 1911-1973			Person		http://example.org/1071605#Agent700-22	
Ebersole, James B			Ebersole, James B				Ebersole, James B			Person		http://example.org/1071605#Agent700-23	
Leonard, Constance	n50049788	100	Leonard, Constance	n50049788	n50049788	1	Leonard, Constance			Person		http://example.org/1037426#Agent100-11	
Stanton, Royal	n82063655	100	Stanton, Royal	n82063655	n82063655	1	Stanton, Royal			Person		http://example.org/108071#Agent100-11	
Kettring, Donald D.	no93011394	100	Kettring, Donald D	no93011394	no93011394	0.9473684211	Kettring, Donald D			Person		http://example.org/1076218#Agent100-11	
Lentz, Paul Lewis, 1918-	n88224154	100	Lentz, Paul Lewis, 1918-	n88224154	n88224154	1	Lentz, Paul Lewis, 1918-			Person		http://example.org/1074319#Agent100-10	
United States. Dept. of Agriculture			United States. Dept. of Agriculture				United States. Dept. of Agriculture			Jurisdiction		http://example.org/1074319#Agent810-22	
Turco, Salvatore	n82089969	94	Turco, Salvatore	n82089969	n82089969	0.8421052632	Turco, Salvatore			Person		http://example.org/1021683#Agent100-11	
King, Robert E.	n80154883	100	King, Robert E				King, Robert E			Person		http://example.org/1021683#Agent700-22	
Agricultural Industries Forum. 5th, University of Illinois, 1963			Agricultural Industries Forum. 5th, University of Illinois, 1963				Agricultural Industries Forum. 5th, University of Illinois, 1963			Meeting		http://example.org/1003724#Agent111-10	
University of Illinois (Urbana-Champaign campus). Department of Agricultural Economics	n79040046	96	University of Illinois (Urbana-Champaign campus). Dept. of Agricultural Economics		n79040046		University of Illinois (Urbana-Champaign campus). Dept. of Agricultural Economics	n79040046	0.9302325581	Organization		http://example.org/1003724#Agent710-21	
University of Illinois (Urbana-Champaign campus). Department of Agricultural Economics	n79040046	96	University of Illinois (Urbana-Champaign campus). Dept. of Agricultural Economics		n79040046		University of Illinois (Urbana-Champaign campus). Dept. of Agricultural Economics	n79040046	0.9302325581	Organization		http://example.org/1003724#Agent810-22	
Strange, Susan, 1923-1998	n50010705	100	Strange, Susan, 1923-1998	n50010705	n50010705	1	Strange, Susan, 1923-1998			Person		http://example.org/1017793#Agent100-16	
Royal Institute of International Affairs	n80008782	100	Royal Institute of International Affairs		n80008782		Royal Institute of International Affairs	n80008782	0.925	Organization		http://example.org/1017793#Agent710-28	
Perkins, J. O. N. (James Oliver Newton), 1924-	n50011064	100	Perkins, J. O. N. (James Oliver Newton), 1924-	n50011064	n50011064	1	Perkins, J. O. N. (James Oliver Newton), 1924-			Person		http://example.org/1016500#Agent100-11	
European Payments Union	n50079607	100	European Payments Union				European Payments Union			Organization		http://example.org/1016500#Agent610-19	
Cooper, Richard N.	n80006212	100	Cooper, Richard N				Cooper, Richard N			Person		http://example.org/1021461#Agent100-14	
McMahon, C. W. (Christopher William)	no94019571	100	McMahon, C. W. (Christopher William)	no94019571	no94019571	1	McMahon, C. W. (Christopher William)			Person		http://example.org/1017791#Agent100-11	
Katz, Samuel Irving, 1916-	n79029229	100	Katz, Samuel Irving, 1916-	n79029229	n79029229	1	Katz, Samuel Irving, 1916-			Person		http://example.org/1020986#Agent100-11	
Tur, Jean			Tur, Jean				Tur, Jean			Person		http://example.org/101024#Agent100-9	
Howes, Alan B.	n50028559	100	Howes, Alan B	n50028559	n50028559	0.9285714286	Howes, Alan B			Person		http://example.org/1028291#Agent100-10	
Sterne, Laurence, 1713-1768	n79073616	100	Sterne, Laurence, 1713-1768	n79073616	n79073616	0.9642857143	Sterne, Laurence, 1713-1768			Person		http://example.org/1028291#Agent600-19	
Glenn, Thomas M.	n82088517	100	Glenn, Thomas M	n82088517	n82088517	0.9375	Glenn, Thomas M			Person		http://example.org/1051006#Agent700-20	
Physiological Society of Philadelphia	n79144629	100	Physiological Society of Philadelphia		n79144629		Physiological Society of Philadelphia	n79144629	0.9736842105	Organization		http://example.org/1051006#Agent710-21	
Christie, George A.	n50037636	100	Christie, George A				Christie, George A			Person		http://example.org/1030598#Agent700-21	
Moore-Robinson, Miriam			Moore-Robinson, Miriam				Moore-Robinson, Miriam			Person		http://example.org/1030598#Agent700-22	
Forbes, John Douglas, 1910-	n81015523	100	Forbes, John Douglas, 1910-	n81015523	n81015523	1	Forbes, John Douglas, 1910-			Person		http://example.org/1032945#Agent100-13	
Stettinius, Edward Reilly, 1865-1925	no96027614	100	Stettinius, Edward Reilly, 1865-1925	no96027614	no96027614	1	Stettinius, Edward Reilly, 1865-1925			Person		http://example.org/1032945#Agent600-21	
J.P. Morgan &amp; Co			J.P. Morgan &amp; Co				J.P. Morgan &amp; Co			Organization		http://example.org/1032945#Agent610-22	
Plaut, James Sachs, 1912-1996	nr97029483	87	Plaut, James Sachs, 1912-1996				Plaut, James Sachs, 1912-1996			Person		http://example.org/1088483#Agent100-11	
Cansier, Dieter	n85201395	100	Cansier, Dieter	n85201395	n85201395	1	Cansier, Dieter			Person		http://example.org/1022158#Agent100-11	
Strümpel, Burkhard	n50010519	97	Strümpel, Burkhard	n50010519	n50010519	0.9473684211	Strümpel, Burkhard			Person		http://example.org/1020760#Agent100-11	
Recktenwald, Horst Claus	n50046077	100	Recktenwald, Horst Claus	n50046077	n50046077	1	Recktenwald, Horst Claus			Person		http://example.org/1020766#Agent100-10	
Lovell, John Christopher	n50043523	100	Lovell, John Christopher	n50043523	n50043523	0.96	Lovell, John Christopher			Person		http://example.org/1003236#Agent100-15	
Orlans, Harold, 1921-	n50000917	100	Orlans, Harold, 1921-	n50000917	n50000917	0.84	Orlans, Harold, 1921-			Person		http://example.org/1026463#Agent100-11	
Gingold, Hélène, -1926	n90632650	94	Gingold, Hélène, -1926	n90632650	n90632650	0.9545454545	Gingold, Hélène, -1926			Person		http://example.org/1004854#Agent100-9	
Zakharchenko, Vasylʹ Ivanovych			Zakharchenko, Vasylʹ Ivanovych				Zakharchenko, Vasylʹ Ivanovych			Person		http://example.org/1095711#Agent100-10	
Kostenko, V. K	n82057054	83	Kostenko, V. K				Kostenko, V. K			Person		http://example.org/1095553#Agent100-10	
Shevchenko, Taras, 1814-1861	n79119044	100	Shevchenko, Taras, 1814-1861	n79119044	n79119044	1	Shevchenko, Taras, 1814-1861			Person		http://example.org/1095553#Agent600-19	
Mailer, Norman	n79084818	100	Mailer, Norman	n79084818	n79084818	1	Mailer, Norman			Person		http://example.org/1073767#Agent100-9	
Larivière, Claude, 1948-	n85808893	98	Larivière, Claude, 1948-	n85808893	n85808893	1	Larivière, Claude, 1948-			Person		http://example.org/101862#Agent100-10	
Weiss, Harvey	n79148260	100	Weiss, Harvey	n79148260	n79148260	1	Weiss, Harvey			Person		http://example.org/1087933#Agent100-10	
McMaster, Beth, 1935-	n87153416	100	McMaster, Beth, 1935-	n87153416	n87153416	1	McMaster, Beth, 1935-			Person		http://example.org/1014368#Agent100-10	
Crawford, Thomas	n50019066	100	Crawford, Thomas	n50019066	n50019066	0.9411764706	Crawford, Thomas			Person		http://example.org/104849#Agent100-9	
O'Keefe, Dodie			O'Keefe, Dodie				O'Keefe, Dodie			Person		http://example.org/104849#Agent700-19	
International Symposium on Stiff Differential Systems (1973 : Wildbad im Schwarzwald)	no2009094496	95	International Symposium on Stiff Differential Systems (1973 : Wildbad im Schwarzwald)		no2009094496		International Symposium on Stiff Differential Systems (1973 : Wildbad im Schwarzwald)	no2009094496	0.9042553191	Meeting		http://example.org/1025150#Agent111-11	
Willoughby, Ralph A.	n81084383	100	Willoughby, Ralph A	n81084383	n81084383	0.95	Willoughby, Ralph A			Person		http://example.org/1025150#Agent700-23	
International Business Machines Corporation. Thomas J. Watson Research Center, Yorktown Heights, New York			International Business Machines Corporation. Thomas J. Watson Research Center, Yorktown Heights, New York				International Business Machines Corporation. Thomas J. Watson Research Center, Yorktown Heights, New York			Organization		http://example.org/1025150#Agent710-24	
IBM Deutschland	n80045092	100	IBM Deutschland		n80045092		IBM Deutschland	n80045092	0.9375	Organization		http://example.org/1025150#Agent710-25	
Oragvelidze, G. G			Oragvelidze, G. G				Oragvelidze, G. G			Person		http://example.org/1035208#Agent100-9	
Kalentʹev, Boris Petrovich			Kalentʹev, Boris Petrovich				Kalentʹev, Boris Petrovich			Person		http://example.org/1009229#Agent100-9	
Alisher Navoiĭ, 1441-1501	n85019117	98	Alisher Navoiĭ, 1441-1501	n85019117	n85019117	1	Alisher Navoiĭ, 1441-1501			Person		http://example.org/1099088#Agent100-10	
Ivanov, Sergeĭ Nikolaevich	n2010004093	91	Ivanov, Sergeĭ Nikolaevich				Ivanov, Sergeĭ Nikolaevich			Person		http://example.org/1099088#Agent700-20	
Mickiewicz, Adam, 1798-1855	n80050378	100	Mickiewicz, Adam, 1798-1855	n80050378	n80050378	0.9642857143	Mickiewicz, Adam, 1798-1855			Person		http://example.org/1097312#Agent100-10	
Leo, Ulrich, 1890-1964	n87822972	100	Leo, Ulrich, 1890-1964	n87822972	n87822972	1	Leo, Ulrich, 1890-1964			Person		http://example.org/1061506#Agent100-10	
Silva-Tarouca, Amadeo	no96011620	100	Silva-Tarouca, Amadeo	no96011620	no96011620	1	Silva-Tarouca, Amadeo			Person		http://example.org/101841#Agent100-10	
Arnolʹd, I. V.	n85111164	100	Arnolʹd, I. V				Arnolʹd, I. V			Person		http://example.org/1056029#Agent700-20	
Leningradskiĭ gosudarstvennyĭ pedagogicheskiĭ institut imeni A.I. Gert︠s︡ena	n81008353	98	Leningradskiĭ gosudarstvennyĭ pedagogicheskiĭ institut imeni A.I. Gert͡sena		n81008353		Leningradskiĭ gosudarstvennyĭ pedagogicheskiĭ institut imeni A.I. Gert͡sena	n81008353	0.9736842105	Organization		http://example.org/1056029#Agent710-21	
Fleischer, Wolfgang	n96011013	100	Fleischer, Wolfgang				Fleischer, Wolfgang			Person		http://example.org/103257#Agent100-10	
Michel, Georg	n85309400	100	Michel, Georg				Michel, Georg			Person		http://example.org/103257#Agent700-19	
Kruger, Elke	no2012149829	100	Kruger, Elke	no2012149829	no2012149829	0.9166666667	Kruger, Elke			Person		http://example.org/101015#Agent100-10	
Bach, Johann Sebastian, 1685-1750	n79021425	100	Bach, Johann Sebastian, 1685-1750	n79021425	n79021425	0.9705882353	Bach, Johann Sebastian, 1685-1750			Person		http://example.org/101015#Agent600-19	
Sellschopp, Inez	no2003031029	81	Sellschopp, Inez				Sellschopp, Inez			Person		http://example.org/1090521#Agent100-10	
Hesiod	n50062731	100	Hesiod	n50062731	n50062731	1	Hesiod			Person		http://example.org/1090521#Agent600-19	
Bronson, William, 1926-1976	no98002142	100	Bronson, William, 1926-1976	no98002142	no98002142	1	Bronson, William, 1926-1976			Person		http://example.org/1021353#Agent100-10	
Fireman's Fund Insurance Company, San Francisco			Fireman's Fund Insurance Company, San Francisco				Fireman's Fund Insurance Company, San Francisco			Organization		http://example.org/1021353#Agent610-19	
Sterling, Charles	no90004746	100	Sterling, Charles				Sterling, Charles			Person		http://example.org/1087235#Agent100-11	
Crane-Gartz, Kate	n88247897	100	Crane-Gartz, Kate	n88247897	n88247897	1	Crane-Gartz, Kate			Person		http://example.org/1036061#Agent100-10	
Tarakanov, Mikhail Evgenʹevich	n81144450	100	Tarakanov, Mikhail Evgenʹevich	n81144450	n81144450	1	Tarakanov, Mikhail Evgenʹevich			Person		http://example.org/1082648#Agent100-10	
Prokofʹev, Sergeĭ Sergevvich, 1891-1953			Prokofʹev, Sergeĭ Sergevvich, 1891-1953				Prokofʹev, Sergeĭ Sergevvich, 1891-1953			Person		http://example.org/1082648#Agent600-19	
Dittmann, Lorenz, 1928-	n84187269	100	Dittmann, Lorenz, 1928-	n84187269	n84187269	0.8518518519	Dittmann, Lorenz, 1928-			Person		http://example.org/1080902#Agent100-10	
Gáldi, László	n50025758	86	Gáldi, László	n50025758	n50025758	1	Gáldi, László			Person		http://example.org/1030189#Agent100-10	
Eminescu, Mihai, 1850-1889	n80057213	100	Eminescu, Mihai, 1850-1889	n80057213	n80057213	0.962962963	Eminescu, Mihai, 1850-1889			Person		http://example.org/1030189#Agent600-19	
Kaibel, Georg, 1849-1901	n87903452	100	Kaibel, Georg, 1849-1901	n87903452	n87903452	1	Kaibel, Georg, 1849-1901			Person		http://example.org/1079788#Agent100-12	
Aristotle	n79004182	100	Aristotle	n79004182	n79004182	1	Aristotle			Person		http://example.org/1079788#Agent600-21	
Nevermann, Hans, 1902-	nr89001977	100	Nevermann, Hans, 1902- 	nr89001977	nr89001977	0.8461538462	Nevermann, Hans, 1902- 			Person		http://example.org/1099393#Agent100-10	
Stockhausen, Karlheinz, 1928-2007	n79107867	100	Stockhausen, Karlheinz, 1928-2007	n79107867	n79107867	0.9705882353	Stockhausen, Karlheinz, 1928-2007			Person		http://example.org/1061374#Agent100-10	
Stein, Morris I. (Morris Isaac), 1921-2006	n81012310	100	Stein, Morris I. (Morris Isaac), 1921-2006	n81012310	n81012310	1	Stein, Morris I. (Morris Isaac), 1921-2006			Person		http://example.org/1044723#Agent100-14	
Centre for Advanced Study in the Developmental Sciences. Study Group on the Functions of Stimulation in Early Postnatal Development			Centre for Advanced Study in the Developmental Sciences. Study Group on the Functions of Stimulation in Early Postnatal Development				Centre for Advanced Study in the Developmental Sciences. Study Group on the Functions of Stimulation in Early Postnatal Development			Organization		http://example.org/1044433#Agent110-14	
Ambrose, Anthony	n81106859	100	Ambrose, Anthony	n81106859	n81106859	0.9411764706	Ambrose, Anthony			Person		http://example.org/1044433#Agent700-26	
Centre for Advanced Study in the Developmental Sciences	n50078205	100	Centre for Advanced Study in the Developmental Sciences				Centre for Advanced Study in the Developmental Sciences			Organization		http://example.org/1044433#Agent710-27	
Ciba Foundation	n79023182	100	Ciba Foundation		n79023182		Ciba Foundation	n79023182	0.9333333333	Organization		http://example.org/1044433#Agent710-28	
Panov, N. writer on labor economics			Panov, N. writer on labor economics				Panov, N. writer on labor economics			Person		http://example.org/1002556#Agent100-11	
Kharin, Valentin Dmitrievich			Kharin, Valentin Dmitrievich				Kharin, Valentin Dmitrievich			Person		http://example.org/1002556#Agent700-22	
National Opinion Research Center	n79120282	100	National Opinion Research Center		n79120282		National Opinion Research Center	n79120282	0.90625	Organization		http://example.org/1066034#Agent110-12	
Davis, James A. (James Allan), 1929-	n50035538	92	Davis, James A. (James Allan), 1929-	n50035538	n50035538	0.9	Davis, James A. (James Allan), 1929-			Person		http://example.org/1066034#Agent700-23	
Krevitsky, Nik	n50043959	100	Krevitsky, Nik	n50043959	n50043959	1	Krevitsky, Nik			Person		http://example.org/1088242#Agent100-11	
Cesarec, August, 1893-1941	n82165733	100	Cesarec, August, 1893-1941	n82165733	n82165733	1	Cesarec, August, 1893-1941			Person		http://example.org/1038508#Agent100-11	
Radić, Stjepan, 1871-1928	nr88002447	98	Radić, Stjepan, 1871-1928	nr88002447	nr88002447	1	Radić, Stjepan, 1871-1928			Person		http://example.org/1038508#Agent600-19	
Šipuš, Krešimir	n81097861		Šipuš, Krešimir	n81097861	n81097861	1	Šipuš, Krešimir			Person		http://example.org/1082957#Agent100-10	
Šulek, Stjepan	n83151514	96	Šulek, Stjepan	n83151514	n83151514	1	Šulek, Stjepan			Person		http://example.org/1082957#Agent600-18	
Maio, Eugene A.	no2005048613	100	Maio, Eugene A	no2005048613	no2005048613	0.9333333333	Maio, Eugene A			Person		http://example.org/1014803#Agent100-12	
John of the Cross, Saint, 1542-1591	n79063706	100	John of the Cross, Saint, 1542-1591	n79063706	n79063706	1	John of the Cross, Saint, 1542-1591			Person		http://example.org/1014803#Agent600-21	
St. John's College (University of Oxford)	n80073525	100	St. John's College (University of Oxford)		n80073525		St. John's College (University of Oxford)	n80073525	1	Organization		http://example.org/1010673#Agent110-10	
Hassall, W. O. (William Owen), 1912-	n50025811	92	Hassall, W. O. (William Owen), 1912-	n50025811	n50025811	0.9	Hassall, W. O. (William Owen), 1912-			Person		http://example.org/1010673#Agent700-24	
Vexler, Robert I.	n78093805	100	Vexler, Robert I	n78093805	n78093805	0.9411764706	Vexler, Robert I			Person		http://example.org/1061937#Agent100-13	
Le Moine, J. M. (James MacPherson), Sir, 1825-1912	n84124611	100	Le Moine, J. M. (James MacPherson), Sir, 1825-1912	n84124611	n84124611	1	Le Moine, J. M. (James MacPherson), Sir, 1825-1912			Person		http://example.org/10783#Agent100-12	
Quebec Garrison Club			Quebec Garrison Club				Quebec Garrison Club			Organization		http://example.org/10783#Agent710-25	
Traubel, Helen	n84198937	100	Traubel, Helen	n84198937	n84198937	1	Traubel, Helen			Person		http://example.org/1082759#Agent100-10	
Rees, Goronwy, 1909-1979	n50048864	100	Rees, Goronwy, 1909-1979	n50048864	n50048864	1	Rees, Goronwy, 1909-1979			Person		http://example.org/1005913#Agent100-13	
Marks and Spencer Ltd.	n50071321	100	Marks and Spencer ltd				Marks and Spencer ltd			Organization		http://example.org/1005913#Agent610-22	
Ėntelis, Leonid Arnol'dovich	n97874494		Ėntelis, Leonid Arnol'dovich	n97874494	n97874494	1	Ėntelis, Leonid Arnol'dovich			Person		http://example.org/1073770#Agent700-19	
Frangopulo, Mariėtta Kharlamp'evna	n97860736	83	Frangopulo, Mariėtta Kharlamp'evna	n97860736	n97860736	0.9142857143	Frangopulo, Mariėtta Kharlamp'evna			Person		http://example.org/1073770#Agent700-20	
Lipatov, Vilʹ, 1927-1979	n82212131	100	Lipatov, Vilʹ, 1927-1979	n82212131	n82212131	1	Lipatov, Vilʹ, 1927-1979			Person		http://example.org/1001539#Agent700-22	
Lorent͡s, Aĭvar Arvidovich			Lorent͡s, Aĭvar Arvidovich				Lorent͡s, Aĭvar Arvidovich			Person		http://example.org/1053763#Agent100-12	
McShane, E. J. (Edward James), 1904-	n82108862	100	McShane, E. J. (Edward James), 1904-	n82108862	n82108862	1	McShane, E. J. (Edward James), 1904-			Person		http://example.org/1075265#Agent100-11	
Warner, Stanley Leon	no99036807	100	Warner, Stanley Leon	no99036807	no99036807	1	Warner, Stanley Leon			Person		http://example.org/1005995#Agent100-11	
Keller, Joseph Bishop, 1923- 			Keller, Joseph Bishop, 1923- 				Keller, Joseph Bishop, 1923- 			Person		http://example.org/1063408#Agent700-22	
McKean, Henry P			McKean, Henry P				McKean, Henry P			Person		http://example.org/1063408#Agent700-23	
American Mathematical Society	n79060639	100	American Mathematical Society		n79060639		American Mathematical Society	n79060639	0.9666666667	Organization		http://example.org/1063408#Agent710-24	
Society for Industrial and Applied Mathematics	n79053057	100	Society for Industrial and Applied Mathematics		n79053057		Society for Industrial and Applied Mathematics	n79053057	0.9347826087	Organization		http://example.org/1063408#Agent710-25	
Davidson, Rollo, 1944-1970	no2005093065	100	Davidson, Rollo, 1944-1970	no2005093065	no2005093065	1	Davidson, Rollo, 1944-1970			Person		http://example.org/1037740#Agent700-21	
Kendall, D. G. (David George), 1918- 	n87896836	92	Kendall, D. G. (David George), 1918- 	n87896836	n87896836	0.9	Kendall, D. G. (David George), 1918- 			Person		http://example.org/1037740#Agent700-22	
Harding, E. F	n79038797	91	Harding, E. F				Harding, E. F			Person		http://example.org/1037740#Agent700-23	
Bartholomew, David J.	n50023797	100	Bartholomew, David J	n50023797	n50023797	0.9523809524	Bartholomew, David J			Person		http://example.org/1039881#Agent100-14	
Goel, Narendra S., 1941-	n85084893	100	Goel, Narendra S., 1941-	n85084893	n85084893	1	Goel, Narendra S., 1941-			Person		http://example.org/1065930#Agent100-13	
Dyn, N. (Nira)	no97066815	100	Dyn, N. (Nira)	no97066815	no97066815	1	Dyn, N. (Nira)			Person		http://example.org/1065930#Agent700-23	
Srinivasan, S. K. (S. Kidambi)	n88668316	100	Srinivasan, S. K. (S. Kidambi)	n88668316	n88668316	1	Srinivasan, S. K. (S. Kidambi)			Person		http://example.org/1075001#Agent100-10	
Ludwig, Donald, 1933-	n88653763	100	Ludwig, Donald, 1933-	n88653763	n88653763	0.84	Ludwig, Donald, 1933-			Person		http://example.org/1063421#Agent100-12	
Iosifescu, Marius	n50029453	100	Iosifescu, Marius	n50029453	n50029453	0.9444444444	Iosifescu, Marius			Person		http://example.org/1055470#Agent100-12	
Tăutu, Petre	n80132314	95	Tăutu, Petre	n80132314	n80132314	1	Tăutu, Petre			Person		http://example.org/1055470#Agent700-27	
Iosifescu, Marius	n50029453	100	Iosifescu, Marius	n50029453	n50029453	0.9444444444	Iosifescu, Marius			Person		http://example.org/1055470#Agent700-28	
Mapes, Roy	n80148815	100	Mapes, Roy	n80148815	n80148815	1	Mapes, Roy			Person		http://example.org/1005570#Agent700-23	
British Sociological Association	n50052520	100	British Sociological Association				British Sociological Association			Organization		http://example.org/1005570#Agent710-24	
Sengupta, Jatikumar	n50009789	100	Sengupta, Jatikumar	n50009789	n50009789	1	Sengupta, Jatikumar			Person		http://example.org/1023693#Agent100-11	
McGarty, Terrence P., 1943-	n88021829	100	McGarty, Terrence P., 1943-	n88021829	n88021829	0.8709677419	McGarty, Terrence P., 1943-			Person		http://example.org/1031562#Agent100-12	
Wörner, Karl H. (Karl Heinrich), 1910-1969	n50020561	99	Wörner, Karl H. (Karl Heinrich), 1910-1969	n50020561	n50020561	1	Wörner, Karl H. (Karl Heinrich), 1910-1969			Person		http://example.org/1074531#Agent100-15	
Stockhausen, Karlheinz, 1928-2007	n79107867	100	Stockhausen, Karlheinz, 1928-2007	n79107867	n79107867	0.9705882353	Stockhausen, Karlheinz, 1928-2007			Person		http://example.org/1074531#Agent600-24	
Melcher, Beatrice	no2007058235	100	Melcher, Beatrice	no2007058235	no2007058235	1	Melcher, Beatrice			Person		http://example.org/1010410#Agent100-11	
Hammarström, Ingrid, 1924-	n79004846	98	Hammarström, Ingrid, 1924-	n79004846	n79004846	0.9259259259	Hammarström, Ingrid, 1924-			Person		http://example.org/1009625#Agent100-11	
Stockholm (Sweden) Monografier utg			Stockholm (Sweden) Monografier utg				Stockholm (Sweden) Monografier utg			Jurisdiction		http://example.org/1009625#Agent810-21	
Andersson, Henrik O., 1939-	n81108735	100	Andersson, Henrik O., 1939-	n81108735	n81108735	0.8709677419	Andersson, Henrik O., 1939-			Person		http://example.org/1033481#Agent100-12	
Bedoire, Fredric, 1945-	n81108734	100	Bedoire, Fredric, 1945- 	n81108734	n81108734	0.8518518519	Bedoire, Fredric, 1945- 			Person		http://example.org/1033481#Agent700-22	
